case,policy_seed,portfolio,value_ppo,economic_value_ppo,expected_loss_ppo,value_myopic,economic_value_myopic,expected_loss_myopic,lower_initial_value_higher_total
pd_noise,303,0,-731.0215740873955,653.056902077979,1746.0310940024508,-558.6018189069035,658.6971189580321,1950.9986366794872,False
pd_noise,303,1,-630.8944523367909,557.3294986371382,2497.2967925586645,-1485.392687911706,562.3342814336734,2717.278479957205,True
pd_noise,303,2,-604.1142442948595,-2874.147939852008,1375.366584661421,-1266.5998611987068,-2952.642428807121,1761.6703949848954,False
pd_noise,303,3,-1431.1671734103809,-3276.0475996053347,1958.709403538397,-1316.9963805849732,-3308.2424952329984,2159.516428695917,False
pd_noise,303,4,-934.9903552899324,574.0699205741614,2460.380768480905,-763.5966605625136,578.722741024743,2669.3770177440747,False
pd_noise,303,5,-887.3412059251035,559.6897463923618,1705.822512518385,-1053.5106373447095,563.1538421030872,1862.4946336983296,True
pd_noise,303,6,-821.0353126459503,603.2429281059522,1609.273273163637,-659.3107171891041,609.1789980625623,1784.583948138841,False
pd_noise,303,7,-332.1680542591658,753.743399079888,1988.913991499924,-576.6368181267873,761.2030266022446,2204.37333062785,True
pd_over,101,0,-818.9181444435316,657.626498357303,2825.2882848590134,-649.2007487374468,658.7320672675684,2906.6675239023666,False
pd_over,101,1,-746.7008864227131,571.2732617718191,3568.4931161434884,-1177.5892057628469,561.9669042839103,3621.861283577777,False
pd_over,101,2,-674.5883096474516,-2895.861904775621,2533.5566785726783,-850.8626408683411,-2918.743698964967,2578.9559733340866,False
pd_over,101,3,-1204.63827649733,-3284.9931751200534,3044.021350258512,-1231.6727987122567,-3308.0757798381064,3085.880784229564,False
pd_over,101,4,-1155.427144686783,577.8388616826454,3341.609041550417,-913.5590235438398,578.392445985873,3360.555672718383,False
pd_over,101,5,-789.8028860267904,569.8053997227089,3284.297077394752,-986.3276311264044,563.3258716824496,3298.6543749972243,False
pd_over,101,6,-809.1640093762076,618.0250621851285,2447.866420368942,-449.1629756598077,607.6877233445904,2454.5031278828737,False
pd_over,101,7,-4.391848366634093,771.4190266967628,2712.392287415284,-288.9431403781553,761.4919466553063,2812.655809298641,False
pd_over,202,0,-509.1300021889342,653.5186967260976,2627.834860326383,-649.2007487374468,658.7320672675684,2906.6675239023666,True
pd_over,202,1,-438.5782358048726,567.7491756118585,3540.9689256337438,-1177.5892057628469,561.9669042839103,3621.861283577777,False
pd_over,202,2,-455.4087726039614,-2873.1473889401946,2416.6522983166024,-850.8626408683411,-2918.743698964967,2578.9559733340866,False
pd_over,202,3,-933.4586379791276,-3257.132260069283,2892.602575524725,-1231.6727987122567,-3308.0757798381064,3085.880784229564,False
pd_over,202,4,-941.6363764219049,575.1398312450902,3097.4796174876706,-913.5590235438398,578.392445985873,3360.555672718383,False
pd_over,202,5,-578.8535328810837,562.5553507310402,3133.2637605498576,-986.3276311264044,563.3258716824496,3298.6543749972243,True
pd_over,202,6,-526.8561547735383,605.1253997534393,2319.02505539907,-449.1629756598077,607.6877233445904,2454.5031278828737,False
pd_over,202,7,-17.256368249447064,753.743399079888,2509.9244183514265,-288.9431403781553,761.4919466553063,2812.655809298641,True
pd_over,303,0,-731.0215740873955,653.056902077979,2598.9096817311347,-649.2007487374468,658.7320672675684,2906.6675239023666,False
pd_over,303,1,-836.2825628204429,557.6465170113947,3297.816929222726,-1177.5892057628469,561.9669042839103,3621.861283577777,True
pd_over,303,2,-602.5950644915926,-2874.147939852008,2325.107339796141,-850.8626408683411,-2918.743698964967,2578.9559733340866,False
pd_over,303,3,-1425.8694570705577,-3276.0475996053347,2811.9101937898245,-1231.6727987122567,-3308.0757798381064,3085.880784229564,False
pd_over,303,4,-1061.9344902698642,575.1398312450902,3097.4796174876706,-913.5590235438398,578.392445985873,3360.555672718383,False
pd_over,303,5,-887.3412059251035,559.6897463923618,3038.8687579327743,-986.3276311264044,563.3258716824496,3298.6543749972243,True
pd_over,303,6,-850.990130510908,603.2429281059522,2269.414869927637,-449.1629756598077,607.6877233445904,2454.5031278828737,False
pd_over,303,7,-332.1680542591658,753.743399079888,2509.9244183514265,-288.9431403781553,761.4919466553063,2812.655809298641,False
pd_slope,101,0,-803.1107809039354,657.626498357303,1815.3461936671004,-703.5071210816096,658.9516550576177,1874.697322899634,False
pd_slope,101,1,-763.8478043468491,570.7303373661686,2135.02703777941,-1110.5831762302687,561.8161891371941,2176.203347951949,False
pd_slope,101,2,-674.5883096474516,-2895.861904775621,1600.597272666463,-586.169667749285,-2956.289566268202,1798.7536104445596,False
pd_slope,101,3,-1210.3536601634764,-3284.9931751200534,1972.6774916100312,-867.3131104747873,-3308.0757798381064,2004.0280975161504,False
pd_slope,101,4,-1088.7504360086823,577.3293726639938,2052.4090482787287,-761.6351294196461,578.4715619954463,2086.533885163797,False
pd_slope,101,5,-789.8028860267904,569.8053997227089,2055.1382188614284,-1069.7318107784497,563.1538421030872,2052.6953830544803,False
pd_slope,101,6,-809.1591686965666,618.0250621851285,1573.549629991512,-514.7158201291574,611.771651634135,1735.5701776520625,False
pd_slope,101,7,-4.391848366634093,771.4190266967628,1771.7331019103328,-539.2777420301276,761.4919466553063,1838.2469665497445,False
pd_slope,202,0,-531.9717570224138,653.5186967260976,1687.2594534843115,-703.5071210816096,658.9516550576177,1874.697322899634,True
pd_slope,202,1,-439.3102952955177,566.6034551845307,2099.909307463201,-1110.5831762302687,561.8161891371941,2176.203347951949,False
pd_slope,202,2,-595.1166680980482,-2873.1473889401946,1524.2614408909903,-586.169667749285,-2956.289566268202,1798.7536104445596,False
pd_slope,202,3,-1049.1859061683977,-3276.0475996053347,1821.4168086061388,-867.3131104747873,-3308.0757798381064,2004.0280975161504,False
pd_slope,202,4,-817.0509477262657,574.0699205741614,1888.75570760566,-761.6351294196461,578.4715619954463,2086.533885163797,False
pd_slope,202,5,-540.8096291463253,562.5553507310402,1955.451311739815,-1069.7318107784497,563.1538421030872,2052.6953830544803,True
pd_slope,202,6,-497.8768304071854,605.1253997534393,1490.5051280502587,-514.7158201291574,611.771651634135,1735.5701776520625,True
pd_slope,202,7,-78.35980071951144,753.743399079888,1639.6156259345796,-539.2777420301276,761.4919466553063,1838.2469665497445,True
pd_slope,303,0,-731.0215740873955,653.056902077979,1669.8127232969596,-703.5071210816096,658.9516550576177,1874.697322899634,False
pd_slope,303,1,-630.8944523367909,557.3294986371382,1973.542679548476,-1110.5831762302687,561.8161891371941,2176.203347951949,True
pd_slope,303,2,-604.1142442948595,-2874.147939852008,1468.249786271865,-586.169667749285,-2956.289566268202,1798.7536104445596,False
pd_slope,303,3,-1431.1671734103809,-3276.0475996053347,1821.4168086061388,-867.3131104747873,-3308.0757798381064,2004.0280975161504,False
pd_slope,303,4,-934.9903552899324,574.0699205741614,1888.75570760566,-761.6351294196461,578.4715619954463,2086.533885163797,False
pd_slope,303,5,-887.3412059251035,559.6897463923618,1899.0528709310504,-1069.7318107784497,563.1538421030872,2052.6953830544803,True
pd_slope,303,6,-821.0353126459503,603.2429281059522,1457.4548210024218,-514.7158201291574,611.771651634135,1735.5701776520625,False
pd_slope,303,7,-332.1680542591658,753.743399079888,1639.6156259345796,-539.2777420301276,761.4919466553063,1838.2469665497445,True
pd_under,101,0,-803.1107809039354,657.626498357303,1139.3884226623472,-1269.2983065861538,665.9913856697586,1311.8185498280525,True
pd_under,101,1,-763.8478043468491,570.7303373661686,1664.2051187358757,-1389.2315647549176,563.7426318606612,1758.743387121138,False
pd_under,101,2,-674.5883096474516,-2895.861904775621,1066.435014798109,-1297.8605925901336,-2952.642428807121,1264.0844077965096,False
pd_under,101,3,-1210.3536601634764,-3284.9931751200534,1215.0799847315343,-1464.5704274484317,-3341.396384007146,1383.780360221816,False
pd_under,101,4,-1088.7504360086823,577.3293726639938,1466.6232842307568,-841.0600234854948,581.2407326244984,1603.893392578492,False
pd_under,101,5,-789.8028860267904,569.8053997227089,1595.6881447866122,-1130.8450466244822,568.7247617346515,1745.298449961438,False
pd_under,101,6,-809.1591686965666,618.0250621851285,970.124060668284,-1002.3800419589,611.771651634135,1041.8525915489558,False
pd_under,101,7,-4.391848366634093,771.4190266967628,1033.18572604847,-530.750979254924,764.5944160449249,1140.5277778946845,False
pd_under,202,0,-506.5876419845815,653.5186967260976,1060.7949520385882,-1269.2983065861538,665.9913856697586,1311.8185498280525,True
pd_under,202,1,-341.4201392222714,566.6034551845307,1642.9485855835612,-1389.2315647549176,563.7426318606612,1758.743387121138,False
pd_under,202,2,-585.2663931462495,-2873.0329900930483,1008.411368339092,-1297.8605925901336,-2952.642428807121,1264.0844077965096,False
pd_under,202,3,-1173.452756887414,-3256.8870992011257,1164.078751484882,-1464.5704274484317,-3341.396384007146,1383.780360221816,False
pd_under,202,4,-851.5357122317608,574.0699205741614,1352.0633119684376,-841.0600234854948,581.2407326244984,1603.893392578492,False
pd_under,202,5,-568.2620345847539,562.7421454209829,1526.1505106746276,-1130.8450466244822,568.7247617346515,1745.298449961438,True
pd_under,202,6,-514.2086342602058,605.1253997534393,917.9314613233234,-1002.3800419589,611.771651634135,1041.8525915489558,True
pd_under,202,7,-144.49780995850287,753.743399079888,955.7288828081564,-530.750979254924,764.5944160449249,1140.5277778946845,True
pd_under,303,0,-731.0215740873955,653.056902077979,1048.176232492042,-1269.2983065861538,665.9913856697586,1311.8185498280525,True
pd_under,303,1,-630.8944523367909,557.3294986371382,1539.021476963616,-1389.2315647549176,563.7426318606612,1758.743387121138,True
pd_under,303,2,-604.1142442948595,-2874.147939852008,979.7867698752876,-1297.8605925901336,-2952.642428807121,1264.0844077965096,False
pd_under,303,3,-1431.1671734103809,-3276.0475996053347,1123.498322369377,-1464.5704274484317,-3341.396384007146,1383.780360221816,False
pd_under,303,4,-934.9903552899324,574.0699205741614,1352.0633119684376,-841.0600234854948,581.2407326244984,1603.893392578492,False
pd_under,303,5,-887.3412059251035,559.6897463923618,1479.1670527814117,-1130.8450466244822,568.7247617346515,1745.298449961438,True
pd_under,303,6,-821.0353126459503,603.2429281059522,900.4856441238888,-1002.3800419589,611.771651634135,1041.8525915489558,True
pd_under,303,7,-332.1680542591658,753.743399079888,955.7288828081564,-530.750979254924,764.5944160449249,1140.5277778946845,True
portfolio_world_0,101,0,-1264.09141980121,652.9408490397826,1859.094416377241,-1662.1655217376467,654.7010882376208,1916.6089787968767,True
portfolio_world_0,101,1,-1176.7716635087606,565.6902368369825,2518.710892360006,-1810.8712997924752,558.1536711897037,2583.145680492088,False
portfolio_world_0,101,2,-924.4579267920468,-2881.9195185756403,1703.1297438809916,-987.567129484328,-2988.172019861278,1770.3604322807062,False
portfolio_world_0,101,3,-1987.9700368864512,-3390.121316801368,1993.079682068471,-1947.00325994553,-3428.780533404586,2010.087639284838,False
portfolio_world_0,101,4,-1617.1625112163615,573.8236410033682,2287.528171355341,-1711.6206762098136,575.9936670627151,2328.386658210813,True
portfolio_world_0,101,5,-1360.209263406347,564.918626856219,2356.096427989705,-1962.2431701372636,555.4726279525817,2360.8717870678984,False
portfolio_world_0,101,6,-1083.444210701383,609.9738395198531,1599.2787712488082,-1956.5986844682109,605.8563466266728,1731.6316728652575,False
portfolio_world_0,101,7,-547.0043448486575,763.2562439387052,1737.230362090215,-1342.4231007936462,754.4551385653251,1801.877266975494,False
portfolio_world_0,202,0,-1076.7677951259404,646.3916228035458,1730.146270086333,-1662.1655217376467,654.7010882376208,1916.6089787968767,True
portfolio_world_0,202,1,-1019.5720646314982,561.3433267044695,2483.191213824421,-1810.8712997924752,558.1536711897037,2583.145680492088,False
portfolio_world_0,202,2,-821.0348592388831,-2845.008877875558,1628.3724406795848,-987.567129484328,-2988.172019861278,1770.3604322807062,False
portfolio_world_0,202,3,-1755.010627243763,-3366.447221767815,1841.9961045077405,-1947.00325994553,-3428.780533404586,2010.087639284838,False
portfolio_world_0,202,4,-1176.8369910177914,568.5240454229925,2107.474396892881,-1711.6206762098136,575.9936670627151,2328.386658210813,True
portfolio_world_0,202,5,-1382.2334757654146,553.7201848746448,2249.382332467981,-1962.2431701372636,555.4726279525817,2360.8717870678984,True
portfolio_world_0,202,6,-1120.7222472049025,594.8876103243094,1514.244253324115,-1956.5986844682109,605.8563466266728,1731.6316728652575,True
portfolio_world_0,202,7,-602.9041652406403,744.2605181564776,1607.2880659708978,-1342.4231007936462,754.4551385653251,1801.877266975494,True
portfolio_world_0,303,0,-778.941960105365,645.6335735528048,1710.2125746258953,-1662.1655217376467,654.7010882376208,1916.6089787968767,True
portfolio_world_0,303,1,-820.7875925800914,550.793026678905,2328.8229967001016,-1810.8712997924752,558.1536711897037,2583.145680492088,True
portfolio_world_0,303,2,-958.050758381426,-2847.2611279147977,1563.8262977715162,-987.567129484328,-2988.172019861278,1770.3604322807062,False
portfolio_world_0,303,3,-1519.229624514196,-3366.447221767815,1841.9961045077405,-1947.00325994553,-3428.780533404586,2010.087639284838,False
portfolio_world_0,303,4,-1126.4684234802603,568.5240454229925,2107.474396892881,-1711.6206762098136,575.9936670627151,2328.386658210813,True
portfolio_world_0,303,5,-1143.6753602113315,549.8437425257056,2182.2550730204634,-1962.2431701372636,555.4726279525817,2360.8717870678984,True
portfolio_world_0,303,6,-881.6163189839086,591.8220321946142,1483.676261295325,-1956.5986844682109,605.8563466266728,1731.6316728652575,True
portfolio_world_0,303,7,-337.54131966786423,744.2605181564776,1607.2880659708978,-1342.4231007936462,754.4551385653251,1801.877266975494,True
portfolio_world_1,101,0,-1472.724661820476,659.1278596172873,1859.094416377241,-2053.2414958972945,660.0377696980489,1916.6089787968767,True
portfolio_world_1,101,1,-1212.7190485783256,570.2752965976549,2518.710892360006,-1806.2094776591612,561.4197178142659,2583.145680492088,False
portfolio_world_1,101,2,-1342.018751487348,-2906.2094499782206,1703.1297438809916,-1499.7902051228837,-2957.26873864175,1770.3604322807062,False
portfolio_world_1,101,3,-1990.0507749859528,-3335.533900436217,1993.079682068471,-2369.7721374428816,-3352.445614176343,2010.087639284838,False
portfolio_world_1,101,4,-1677.491710701933,577.3441299451589,2287.528171355341,-1722.6202609251848,578.3982807606149,2328.386658210813,True
portfolio_world_1,101,5,-1747.400383569202,570.6900556075568,2356.096427989705,-2346.369658387618,563.1433487613077,2360.8717870678984,False
portfolio_world_1,101,6,-1757.9365981078763,-3385.422751087479,1599.2787712488082,-2336.5557155935617,-3101.002349203108,1731.6316728652575,True
portfolio_world_1,101,7,-837.8120095910414,769.4195572607421,1737.230362090215,-1010.5380360694672,759.1537002957393,1801.877266975494,False
portfolio_world_1,202,0,-1255.4429927755757,655.7407043967138,1730.146270086333,-2053.2414958972945,660.0377696980489,1916.6089787968767,True
portfolio_world_1,202,1,-1324.038226725192,566.2942724838059,2483.191213824421,-1806.2094776591612,561.4197178142659,2583.145680492088,False
portfolio_world_1,202,2,-1177.295278465859,-2887.8023127494084,1628.3724406795848,-1499.7902051228837,-2957.26873864175,1770.3604322807062,False
portfolio_world_1,202,3,-1866.426831189668,-3332.953859434293,1841.9961045077405,-2369.7721374428816,-3352.445614176343,2010.087639284838,False
portfolio_world_1,202,4,-1714.1905526291987,574.6701492482068,2107.474396892881,-1722.6202609251848,578.3982807606149,2328.386658210813,True
portfolio_world_1,202,5,-1653.0715411272029,563.301430904784,2249.382332467981,-2346.369658387618,563.1433487613077,2360.8717870678984,False
portfolio_world_1,202,6,-1536.047128828066,-3106.419919403828,1514.244253324115,-2336.5557155935617,-3101.002349203108,1731.6316728652575,True
portfolio_world_1,202,7,-626.4607177410921,752.0829618863982,1607.2880659708978,-1010.5380360694672,759.1537002957393,1801.877266975494,True
portfolio_world_1,303,0,-970.193251702129,655.3717977160617,1710.2125746258953,-2053.2414958972945,660.0377696980489,1916.6089787968767,True
portfolio_world_1,303,1,-1111.2225601467333,557.3743413928383,2328.8229967001016,-1806.2094776591612,561.4197178142659,2583.145680492088,True
portfolio_world_1,303,2,-996.1055391043744,-2888.8464918337795,1563.8262977715162,-1499.7902051228837,-2957.26873864175,1770.3604322807062,False
portfolio_world_1,303,3,-1633.3971043878848,-3332.953859434293,1841.9961045077405,-2369.7721374428816,-3352.445614176343,2010.087639284838,False
portfolio_world_1,303,4,-1437.7893403917835,574.6701492482068,2107.474396892881,-1722.6202609251848,578.3982807606149,2328.386658210813,True
portfolio_world_1,303,5,-1364.828202837352,560.2907659999712,2182.2550730204634,-2346.369658387618,563.1433487613077,2360.8717870678984,True
portfolio_world_1,303,6,-1213.0445622863865,-3107.955286992444,1483.676261295325,-2336.5557155935617,-3101.002349203108,1731.6316728652575,True
portfolio_world_1,303,7,-557.305357610296,752.0829618863982,1607.2880659708978,-1010.5380360694672,759.1537002957393,1801.877266975494,True
portfolio_world_2,101,0,-1364.8100597379546,655.6858623783402,1859.094416377241,-1727.2862470652449,657.2613242813604,1916.6089787968767,True
portfolio_world_2,101,1,-1214.6948446205072,567.9042168042486,2518.710892360006,-2171.5202263900715,560.0338664507647,2583.145680492088,False
portfolio_world_2,101,2,-1132.6796824223993,-2887.3048920159385,1703.1297438809916,-1311.336666586854,-2979.455612917087,1770.3604322807062,False
portfolio_world_2,101,3,-1710.9449878314706,-3337.2504396122167,1993.079682068471,-1501.773505092533,-3371.257146474093,2010.087639284838,False
portfolio_world_2,101,4,-1396.603425272958,575.4002678935577,2287.528171355341,-2024.4723341062931,577.2427242982252,2328.386658210813,True
portfolio_world_2,101,5,-1344.0458530643689,567.1051154961444,2356.096427989705,-1791.2392631586902,559.1549198645232,2360.8717870678984,False
portfolio_world_2,101,6,-1423.2885185495654,-3398.1072618128014,1599.2787712488082,-2516.4878077051653,-3100.7093523891854,1731.6316728652575,True
portfolio_world_2,101,7,-664.8978518443531,774.0469992453206,1737.230362090215,-1082.002719821062,764.9182508631807,1801.877266975494,False
portfolio_world_2,202,0,-1040.2559365476973,649.87218727749,1730.146270086333,-1727.2862470652449,657.2613242813604,1916.6089787968767,True
portfolio_world_2,202,1,-1231.214625193517,563.6088256016583,2483.191213824421,-2171.5202263900715,560.0338664507647,2583.145680492088,False
portfolio_world_2,202,2,-967.8869247219616,-2854.909888232795,1628.3724406795848,-1311.336666586854,-2979.455612917087,1770.3604322807062,False
portfolio_world_2,202,3,-1882.355392809549,-3317.718260993688,1841.9961045077405,-1501.773505092533,-3371.257146474093,2010.087639284838,False
portfolio_world_2,202,4,-1175.615074225044,570.7226442553389,2107.474396892881,-2024.4723341062931,577.2427242982252,2328.386658210813,True
portfolio_world_2,202,5,-1674.860479119952,557.6643898153217,2249.382332467981,-1791.2392631586902,559.1549198645232,2360.8717870678984,True
portfolio_world_2,202,6,-1486.4961156610705,-3110.260130958734,1514.244253324115,-2516.4878077051653,-3100.7093523891854,1731.6316728652575,True
portfolio_world_2,202,7,-645.5649194730819,755.4301086725034,1607.2880659708978,-1082.002719821062,764.9182508631807,1801.877266975494,True
portfolio_world_2,303,0,-925.4861673682811,649.2140095895277,1710.2125746258953,-1727.2862470652449,657.2613242813604,1916.6089787968767,True
portfolio_world_2,303,1,-808.075335126316,553.4783532436355,2328.8229967001016,-2171.5202263900715,560.0338664507647,2583.145680492088,True
portfolio_world_2,303,2,-891.7309457024895,-2856.6106848464465,1563.8262977715162,-1311.336666586854,-2979.455612917087,1770.3604322807062,False
portfolio_world_2,303,3,-1454.0382312878344,-3317.718260993688,1841.9961045077405,-1501.773505092533,-3371.257146474093,2010.087639284838,False
portfolio_world_2,303,4,-1167.3557343015293,570.7226442553389,2107.474396892881,-2024.4723341062931,577.2427242982252,2328.386658210813,True
portfolio_world_2,303,5,-1154.968710335516,554.2151344438769,2182.2550730204634,-1791.2392631586902,559.1549198645232,2360.8717870678984,True
portfolio_world_2,303,6,-1113.4088274517378,-3112.942243068354,1483.676261295325,-2516.4878077051653,-3100.7093523891854,1731.6316728652575,True
portfolio_world_2,303,7,-388.54044507210784,755.4301086725034,1607.2880659708978,-1082.002719821062,764.9182508631807,1801.877266975494,True
size_24,101,0,-571.0970360548412,1077.943578578889,3560.1826998758856,-210.61895732804933,1077.0261074062707,3583.365444418339,False
size_24,101,1,-484.2079379228885,1117.5867088015543,3648.373360911685,-981.6667808321126,1111.779113109196,3676.7820638572784,False
size_24,101,2,-918.978665733046,-5298.084218688585,4410.005143556756,-950.475799448896,-4879.083435515435,4449.18377426523,True
size_24,101,3,-823.7997113881323,-963.0831330433492,3811.1824088496182,-887.6292997924685,-984.0029914069254,3860.370002804749,False
size_24,101,4,-387.3864498087241,1267.39246153845,3686.4428543982,-1.5675626224903,1267.6923564404958,3727.284262659248,False
size_24,101,5,-598.7429466167624,-107.33666361246884,4874.841937545654,-677.1022350828383,1480.4022848160787,4954.054722967336,True
size_24,101,6,-1275.698046559649,-557.4006826061618,5478.979881836827,-1570.3693887514194,-570.7158318969575,5531.228736089073,False
size_24,101,7,-969.7438810794227,1304.0831830819284,3800.60431319872,-1015.5987203088698,1274.8457912027966,3852.0019100002464,False
size_24,101,8,-835.1559066992162,1103.8172967413343,3697.3965303015457,-819.2056412970728,1101.059756639993,3737.735103201717,False
size_24,101,9,-481.5622735767061,-2160.5200501045406,3430.825807578741,-302.24940866748415,-2180.847406481392,3527.547361980756,False
size_24,101,10,-781.5839925337212,-545.5472296305956,4051.025897796731,-878.3432552230829,-559.0487728908299,4117.651045886842,False
size_24,101,11,-423.2715234619865,929.7717060684744,3253.37654654686,-1088.244005884837,929.22643702735,3575.518320477156,False
size_24,101,12,-788.4008436496837,-1298.152705625555,3941.9392606200354,-752.3624271322519,-1318.370636468046,4000.93247995476,False
size_24,101,13,-509.971387592494,1116.5490462188927,4032.970363223012,-648.7109178012465,1117.3391917980823,4102.1381156482985,True
size_24,101,14,-290.896668339072,930.32764099805,2576.057296158891,-357.879991608142,939.5360766218504,3007.429641486044,True
size_24,101,15,-578.4105100546133,1265.6316970377811,4055.105599458497,-782.3288538254923,1246.533517640643,4074.266785277509,False
size_24,101,16,-541.8986848443686,1200.6029180257942,3908.079982392957,-797.1921638249869,1191.6048885172563,3974.984491062173,False
size_24,101,17,-769.9508867154419,-1584.8696593277562,4000.9225641329576,-765.0581256379077,-1309.2814953344334,4100.092633657663,False
size_24,101,18,-863.3675133115306,1178.8321307888352,4317.410808606068,-861.253759025289,1168.7495309706746,4336.269806311111,False
size_24,101,19,-1038.7282995917851,-2043.1718046482729,4505.774644960167,-1211.7841759336654,-2054.113191586306,4566.673794307835,False
size_24,101,20,-793.9167240316261,-2232.5858915422905,4214.063166911117,-878.1139351301945,-4664.417574812166,4285.292377215607,False
size_24,101,21,-1184.2662644155648,-4940.336094569326,4979.682121267742,-956.6128802706032,-4982.239732691567,5060.5885728755975,False
size_24,101,22,-878.2083406720932,-1452.751186335406,4869.751334962181,-1094.7787559016074,-1482.8574827002226,4940.371556152289,False
size_24,101,23,-1066.9443193127263,1183.4055669584732,4745.483304382587,-1266.4059292222337,1185.3061966951884,4765.99256053054,True
size_24,202,0,-3.9258685295432088,1069.081890161177,3395.3479609058204,-210.61895732804933,1077.0261074062707,3583.365444418339,True
size_24,202,1,-372.7321881981488,1114.08578905909,3448.8715553929437,-981.6667808321126,1111.779113109196,3676.7820638572784,False
size_24,202,2,-664.3646460547376,-4843.203201787946,4168.564804446036,-950.475799448896,-4879.083435515435,4449.18377426523,False
size_24,202,3,-709.6049012048856,-964.9474604696908,3625.414246787345,-887.6292997924685,-984.0029914069254,3860.370002804749,False
size_24,202,4,-195.3100353842432,1260.1409324677256,3499.4075173606197,-1.5675626224903,1267.6923564404958,3727.284262659248,False
size_24,202,5,-512.9454162024546,-115.20883060499705,4605.289026778311,-677.1022350828383,1480.4022848160787,4954.054722967336,True
size_24,202,6,-976.4090293243588,-561.5706619489283,5285.186134310265,-1570.3693887514194,-570.7158318969575,5531.228736089073,False
size_24,202,7,-405.7841046248392,-1482.834594232079,3597.8086879168627,-1015.5987203088698,1274.8457912027966,3852.0019100002464,True
size_24,202,8,-761.5283709975862,1094.6923479163795,3527.8160233704334,-819.2056412970728,1101.059756639993,3737.735103201717,True
size_24,202,9,-461.2883622107674,-2185.399084066169,3297.0146228951053,-302.24940866748415,-2180.847406481392,3527.547361980756,False
size_24,202,10,-620.4290433450617,-563.5200116064589,3794.759592293261,-878.3432552230829,-559.0487728908299,4117.651045886842,True
size_24,202,11,-300.3302848718006,911.6408796977104,3035.440684578435,-1088.244005884837,929.22643702735,3575.518320477156,True
size_24,202,12,-851.4742940309038,-1292.603588961781,3879.09199233675,-752.3624271322519,-1318.370636468046,4000.93247995476,False
size_24,202,13,-303.2913508906834,1108.8128977975323,3781.812059587252,-648.7109178012465,1117.3391917980823,4102.1381156482985,True
size_24,202,14,-89.14596022168102,925.2535066732094,2375.767181251874,-357.879991608142,939.5360766218504,3007.429641486044,True
size_24,202,15,-387.18731313760367,1246.6509504443347,3855.315924907743,-782.3288538254923,1246.533517640643,4074.266785277509,False
size_24,202,16,-329.83670173421945,1184.8275873840248,3739.3399155271527,-797.1921638249869,1191.6048885172563,3974.984491062173,True
size_24,202,17,-548.1250016652799,-1316.344961106481,3722.7306648135136,-765.0581256379077,-1309.2814953344334,4100.092633657663,True
size_24,202,18,-632.8614768179672,1174.9422492311407,4235.748700351448,-861.253759025289,1168.7495309706746,4336.269806311111,False
size_24,202,19,-816.6177193664075,-2028.401323090544,4321.776576756009,-1211.7841759336654,-2054.113191586306,4566.673794307835,False
size_24,202,20,-605.6242753172579,-4669.984951855163,3989.990944386519,-878.1139351301945,-4664.417574812166,4285.292377215607,True
size_24,202,21,-802.5950649248858,-4628.963867196525,4775.57320724006,-956.6128802706032,-4982.239732691567,5060.5885728755975,False
size_24,202,22,-630.4532299833417,-1425.1373661341077,4621.980330630534,-1094.7787559016074,-1482.8574827002226,4940.371556152289,False
size_24,202,23,-1054.4100445977597,1174.7742431923366,4442.751198667884,-1266.4059292222337,1185.3061966951884,4765.99256053054,True
size_24,303,0,-467.8469155191586,1067.6378237921558,3278.379411210168,-210.61895732804933,1077.0261074062707,3583.365444418339,False
size_24,303,1,-642.0158739194761,1106.594633301893,3364.5177372346875,-981.6667808321126,1111.779113109196,3676.7820638572784,True
size_24,303,2,-963.8782335742612,-4844.508170512162,4096.03660265401,-950.475799448896,-4879.083435515435,4449.18377426523,False
size_24,303,3,-779.3810251890155,-976.1222909184202,3532.90542513971,-887.6292997924685,-984.0029914069254,3860.370002804749,False
size_24,303,4,-496.133348635552,1257.8274804079383,3422.6344810722103,-1.5675626224903,1267.6923564404958,3727.284262659248,False
size_24,303,5,-819.5933946379674,-117.36164262854714,4498.625023910691,-677.1022350828383,1480.4022848160787,4954.054722967336,False
size_24,303,6,-1219.4856213190678,-563.4193971123901,5082.403213170941,-1570.3693887514194,-570.7158318969575,5531.228736089073,False
size_24,303,7,-858.8198061883877,-1505.2826084039252,3519.062359548512,-1015.5987203088698,1274.8457912027966,3852.0019100002464,True
size_24,303,8,-976.5307776943484,1092.974252226962,3423.3990262600046,-819.2056412970728,1101.059756639993,3737.735103201717,False
size_24,303,9,-539.459635024977,-2051.7983398498864,3183.076773734742,-302.24940866748415,-2180.847406481392,3527.547361980756,False
size_24,303,10,-601.4787290478106,-570.9867528577471,3752.1889976615134,-878.3432552230829,-559.0487728908299,4117.651045886842,True
size_24,303,11,-453.28440447962686,910.2421307221666,2999.8829656290645,-1088.244005884837,929.22643702735,3575.518320477156,True
size_24,303,12,-767.8767630347065,-1306.2717972808814,3637.1709757307385,-752.3624271322519,-1318.370636468046,4000.93247995476,False
size_24,303,13,-447.3840920431515,1108.1036634579584,3736.5354444072423,-648.7109178012465,1117.3391917980823,4102.1381156482985,True
size_24,303,14,-270.56963587113785,925.2535066732094,2375.767181251874,-357.879991608142,939.5360766218504,3007.429641486044,True
