case,policy,policy_seed,portfolio,value_gap,loss_gap,default_rate_gap
normal_tight,PPO_unconstrained,101,20,-2.0843963732791053,0.0,0.0
normal_tight,PPO_unconstrained,101,21,0.0,0.0,0.0
normal_tight,PPO_unconstrained,101,22,0.0,0.0,0.0
normal_tight,PPO_unconstrained,101,23,-2.856730159711333,0.0,0.0
normal_tight,PPO_unconstrained,202,0,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,1,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,2,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,3,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,4,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,5,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,6,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,7,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,8,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,9,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,10,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,11,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,12,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,13,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,14,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,15,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,16,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,17,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,18,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,19,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,20,-2.0843963732791053,0.0,0.0
normal_tight,PPO_unconstrained,202,21,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,22,0.0,0.0,0.0
normal_tight,PPO_unconstrained,202,23,-2.856730159711333,0.0,0.0
normal_tight,PPO_unconstrained,303,0,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,1,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,2,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,3,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,4,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,5,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,6,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,7,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,8,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,9,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,10,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,11,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,12,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,13,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,14,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,15,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,16,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,17,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,18,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,19,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,20,-2.0843963732791053,0.0,0.0
normal_tight,PPO_unconstrained,303,21,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,22,0.0,0.0,0.0
normal_tight,PPO_unconstrained,303,23,-2.856730159711333,0.0,0.0
order_fixed,PPO_hard,101,0,-72.0892068165399,329.07771987220303,-0.08333333333333326
order_fixed,PPO_hard,101,1,-132.9533520100582,283.7141112693232,0.08333333333333337
order_fixed,PPO_hard,101,2,-70.4740653525921,238.6069041838731,0.0
order_fixed,PPO_hard,101,3,220.81351324690445,12.945596071250293,-0.16666666666666663
order_fixed,PPO_hard,101,4,-153.76008071874992,330.0310630863348,-0.08333333333333326
order_fixed,PPO_hard,101,5,97.53831989831315,104.87864741128465,-0.08333333333333337
order_fixed,PPO_hard,101,6,11.876143949383732,164.5643890656097,-0.16666666666666663
order_fixed,PPO_hard,101,7,327.7762058925317,-46.548656928330615,-0.08333333333333337
order_fixed,PPO_hard,202,0,413.8445816902525,37.11460721003209,-0.24999999999999994
order_fixed,PPO_hard,202,1,200.84218321196386,35.02890040980844,-0.08333333333333337
order_fixed,PPO_hard,202,2,329.9713172217986,-49.07053516259202,-0.16666666666666663
order_fixed,PPO_hard,202,3,567.5351199830442,-171.03525065239955,-0.25
order_fixed,PPO_hard,202,4,66.91462755036196,118.01350664051415,-0.08333333333333326
order_fixed,PPO_hard,202,5,313.0011860937436,-41.264355352477196,-0.08333333333333337
order_fixed,PPO_hard,202,6,396.62610418100957,-35.4093049096673,-0.08333333333333337
order_fixed,PPO_hard,202,7,344.3443166746525,-46.49243240043643,-0.08333333333333337
order_fixed,PPO_hard,303,0,0.0,0.0,0.0
order_fixed,PPO_hard,303,1,0.0,0.0,0.0
order_fixed,PPO_hard,303,2,0.0,0.0,0.0
order_fixed,PPO_hard,303,3,0.0,0.0,0.0
order_fixed,PPO_hard,303,4,0.0,0.0,0.0
order_fixed,PPO_hard,303,5,0.0,0.0,0.0
order_fixed,PPO_hard,303,6,0.0,0.0,0.0
order_fixed,PPO_hard,303,7,0.0,0.0,0.0
order_fixed,PPO_penalty,101,0,0.0,0.0,0.0
order_fixed,PPO_penalty,101,1,0.0,0.0,0.0
order_fixed,PPO_penalty,101,2,0.0,0.0,0.0
order_fixed,PPO_penalty,101,3,0.0,0.0,0.0
order_fixed,PPO_penalty,101,4,0.0,0.0,0.0
order_fixed,PPO_penalty,101,5,0.0,0.0,0.0
order_fixed,PPO_penalty,101,6,0.0,0.0,0.0
order_fixed,PPO_penalty,101,7,0.0,0.0,0.0
order_fixed,PPO_penalty,202,0,0.0,0.0,0.0
order_fixed,PPO_penalty,202,1,0.0,0.0,0.0
order_fixed,PPO_penalty,202,2,0.0,0.0,0.0
order_fixed,PPO_penalty,202,3,0.0,0.0,0.0
order_fixed,PPO_penalty,202,4,0.0,0.0,0.0
order_fixed,PPO_penalty,202,5,0.0,0.0,0.0
order_fixed,PPO_penalty,202,6,0.0,0.0,0.0
order_fixed,PPO_penalty,202,7,0.0,0.0,0.0
order_fixed,PPO_penalty,303,0,0.0,0.0,0.0
order_fixed,PPO_penalty,303,1,0.0,0.0,0.0
order_fixed,PPO_penalty,303,2,0.0,0.0,0.0
order_fixed,PPO_penalty,303,3,0.0,0.0,0.0
order_fixed,PPO_penalty,303,4,0.0,0.0,0.0
order_fixed,PPO_penalty,303,5,0.0,0.0,0.0
order_fixed,PPO_penalty,303,6,0.0,0.0,0.0
order_fixed,PPO_penalty,303,7,0.0,0.0,0.0
order_fixed,PPO_unconstrained,101,0,0.0,0.0,0.0
order_fixed,PPO_unconstrained,101,1,0.0,0.0,0.0
order_fixed,PPO_unconstrained,101,2,0.0,0.0,0.0
order_fixed,PPO_unconstrained,101,3,0.0,0.0,0.0
order_fixed,PPO_unconstrained,101,4,0.0,0.0,0.0
order_fixed,PPO_unconstrained,101,5,0.0,0.0,0.0
order_fixed,PPO_unconstrained,101,6,0.0,0.0,0.0
order_fixed,PPO_unconstrained,101,7,0.0,0.0,0.0
order_fixed,PPO_unconstrained,202,0,0.0,0.0,0.0
order_fixed,PPO_unconstrained,202,1,0.0,0.0,0.0
order_fixed,PPO_unconstrained,202,2,0.0,0.0,0.0
order_fixed,PPO_unconstrained,202,3,0.0,0.0,0.0
order_fixed,PPO_unconstrained,202,4,0.0,0.0,0.0
order_fixed,PPO_unconstrained,202,5,0.0,0.0,0.0
order_fixed,PPO_unconstrained,202,6,0.0,0.0,0.0
order_fixed,PPO_unconstrained,202,7,0.0,0.0,0.0
order_fixed,PPO_unconstrained,303,0,0.0,0.0,0.0
order_fixed,PPO_unconstrained,303,1,0.0,0.0,0.0
order_fixed,PPO_unconstrained,303,2,0.0,0.0,0.0
order_fixed,PPO_unconstrained,303,3,0.0,0.0,0.0
order_fixed,PPO_unconstrained,303,4,0.0,0.0,0.0
order_fixed,PPO_unconstrained,303,5,0.0,0.0,0.0
order_fixed,PPO_unconstrained,303,6,0.0,0.0,0.0
order_fixed,PPO_unconstrained,303,7,0.0,0.0,0.0
order_reverse,PPO_hard,101,0,-72.0892068165399,329.07771987220303,-0.08333333333333326
order_reverse,PPO_hard,101,1,-132.9533520100582,283.7141112693232,0.08333333333333337
order_reverse,PPO_hard,101,2,-70.4740653525921,238.6069041838731,0.0
order_reverse,PPO_hard,101,3,220.81351324690445,12.945596071250293,-0.16666666666666663
order_reverse,PPO_hard,101,4,-153.76008071874992,330.0310630863348,-0.08333333333333326
order_reverse,PPO_hard,101,5,97.53831989831315,104.87864741128465,-0.08333333333333337
order_reverse,PPO_hard,101,6,11.876143949383732,164.5643890656097,-0.16666666666666663
order_reverse,PPO_hard,101,7,327.7762058925317,-46.548656928330615,-0.08333333333333337
order_reverse,PPO_hard,202,0,254.2575202954269,104.6209599791955,-0.16666666666666663
order_reverse,PPO_hard,202,1,220.8255654062841,12.886939824359047,-0.08333333333333337
order_reverse,PPO_hard,202,2,-5.238276815437757,236.61977472208503,0.0
order_reverse,PPO_hard,202,3,272.2378787923144,73.4624875405575,-0.16666666666666663
order_reverse,PPO_hard,202,4,197.54668960616812,24.319817968643065,-0.08333333333333326
order_reverse,PPO_hard,202,5,413.0254406602251,-82.38129087577568,-0.08333333333333337
order_reverse,PPO_hard,202,6,255.95873595945602,45.55514179781699,-0.08333333333333337
order_reverse,PPO_hard,202,7,208.23363503083274,43.97443532400246,0.0
order_reverse,PPO_hard,303,0,0.0,0.0,0.0
order_reverse,PPO_hard,303,1,0.0,0.0,0.0
order_reverse,PPO_hard,303,2,0.0,0.0,0.0
order_reverse,PPO_hard,303,3,0.0,0.0,0.0
order_reverse,PPO_hard,303,4,0.0,0.0,0.0
order_reverse,PPO_hard,303,5,0.0,0.0,0.0
order_reverse,PPO_hard,303,6,0.0,0.0,0.0
order_reverse,PPO_hard,303,7,0.0,0.0,0.0
order_reverse,PPO_penalty,101,0,0.0,0.0,0.0
order_reverse,PPO_penalty,101,1,0.0,0.0,0.0
order_reverse,PPO_penalty,101,2,0.0,0.0,0.0
order_reverse,PPO_penalty,101,3,0.0,0.0,0.0
order_reverse,PPO_penalty,101,4,0.0,0.0,0.0
order_reverse,PPO_penalty,101,5,0.0,0.0,0.0
order_reverse,PPO_penalty,101,6,0.0,0.0,0.0
order_reverse,PPO_penalty,101,7,0.0,0.0,0.0
order_reverse,PPO_penalty,202,0,0.0,0.0,0.0
order_reverse,PPO_penalty,202,1,0.0,0.0,0.0
order_reverse,PPO_penalty,202,2,0.0,0.0,0.0
order_reverse,PPO_penalty,202,3,0.0,0.0,0.0
order_reverse,PPO_penalty,202,4,0.0,0.0,0.0
order_reverse,PPO_penalty,202,5,0.0,0.0,0.0
order_reverse,PPO_penalty,202,6,0.0,0.0,0.0
order_reverse,PPO_penalty,202,7,0.0,0.0,0.0
order_reverse,PPO_penalty,303,0,0.0,0.0,0.0
order_reverse,PPO_penalty,303,1,0.0,0.0,0.0
order_reverse,PPO_penalty,303,2,0.0,0.0,0.0
order_reverse,PPO_penalty,303,3,0.0,0.0,0.0
order_reverse,PPO_penalty,303,4,0.0,0.0,0.0
order_reverse,PPO_penalty,303,5,0.0,0.0,0.0
order_reverse,PPO_penalty,303,6,0.0,0.0,0.0
order_reverse,PPO_penalty,303,7,0.0,0.0,0.0
order_reverse,PPO_unconstrained,101,0,0.0,0.0,0.0
order_reverse,PPO_unconstrained,101,1,0.0,0.0,0.0
order_reverse,PPO_unconstrained,101,2,0.0,0.0,0.0
order_reverse,PPO_unconstrained,101,3,0.0,0.0,0.0
order_reverse,PPO_unconstrained,101,4,0.0,0.0,0.0
order_reverse,PPO_unconstrained,101,5,0.0,0.0,0.0
order_reverse,PPO_unconstrained,101,6,0.0,0.0,0.0
order_reverse,PPO_unconstrained,101,7,0.0,0.0,0.0
order_reverse,PPO_unconstrained,202,0,0.0,0.0,0.0
order_reverse,PPO_unconstrained,202,1,0.0,0.0,0.0
order_reverse,PPO_unconstrained,202,2,0.0,0.0,0.0
order_reverse,PPO_unconstrained,202,3,0.0,0.0,0.0
order_reverse,PPO_unconstrained,202,4,0.0,0.0,0.0
order_reverse,PPO_unconstrained,202,5,0.0,0.0,0.0
order_reverse,PPO_unconstrained,202,6,0.0,0.0,0.0
order_reverse,PPO_unconstrained,202,7,0.0,0.0,0.0
order_reverse,PPO_unconstrained,303,0,0.0,0.0,0.0
order_reverse,PPO_unconstrained,303,1,0.0,0.0,0.0
order_reverse,PPO_unconstrained,303,2,0.0,0.0,0.0
order_reverse,PPO_unconstrained,303,3,0.0,0.0,0.0
order_reverse,PPO_unconstrained,303,4,0.0,0.0,0.0
order_reverse,PPO_unconstrained,303,5,0.0,0.0,0.0
order_reverse,PPO_unconstrained,303,6,0.0,0.0,0.0
order_reverse,PPO_unconstrained,303,7,0.0,0.0,0.0
pd_noise,PPO_hard,101,0,-72.0892068165399,329.07771987220303,-0.08333333333333326
pd_noise,PPO_hard,101,1,-132.9533520100582,283.7141112693232,0.08333333333333337
pd_noise,PPO_hard,101,2,-70.4740653525921,238.6069041838731,0.0
pd_noise,PPO_hard,101,3,220.81351324690445,12.945596071250293,-0.16666666666666663
pd_noise,PPO_hard,101,4,-153.76008071874992,330.0310630863348,-0.08333333333333326
pd_noise,PPO_hard,101,5,97.53831989831315,104.87864741128465,-0.08333333333333337
pd_noise,PPO_hard,101,6,11.876143949383732,164.5643890656097,-0.16666666666666663
pd_noise,PPO_hard,101,7,327.7762058925317,-46.548656928330615,-0.08333333333333337
pd_noise,PPO_hard,202,0,191.58383203790106,180.5878045798636,-0.16666666666666663
pd_noise,PPO_hard,202,1,206.9478020043387,47.48522898533065,-0.08333333333333337
pd_noise,PPO_hard,202,2,0.6507798810748682,222.45056375077445,0.0
pd_noise,PPO_hard,202,3,489.2942062720423,-82.92166719474767,-0.25
pd_noise,PPO_hard,202,4,48.260662961494745,160.13996362035732,-0.08333333333333326
pd_noise,PPO_hard,202,5,291.6826681928908,-10.01275874857538,-0.08333333333333337
pd_noise,PPO_hard,202,6,268.80055750596716,46.79305468021198,-0.08333333333333337
pd_noise,PPO_hard,202,7,299.622570258393,10.405329464576539,-0.08333333333333337
pd_noise,PPO_hard,303,0,0.0,0.0,0.0
pd_noise,PPO_hard,303,1,0.0,0.0,0.0
pd_noise,PPO_hard,303,2,0.0,0.0,0.0
pd_noise,PPO_hard,303,3,0.0,0.0,0.0
pd_noise,PPO_hard,303,4,0.0,0.0,0.0
pd_noise,PPO_hard,303,5,0.0,0.0,0.0
pd_noise,PPO_hard,303,6,0.0,0.0,0.0
pd_noise,PPO_hard,303,7,0.0,0.0,0.0
pd_noise,PPO_penalty,101,0,0.0,0.0,0.0
pd_noise,PPO_penalty,101,1,0.0,0.0,0.0
pd_noise,PPO_penalty,101,2,0.0,0.0,0.0
pd_noise,PPO_penalty,101,3,0.0,0.0,0.0
pd_noise,PPO_penalty,101,4,0.0,0.0,0.0
pd_noise,PPO_penalty,101,5,0.0,0.0,0.0
pd_noise,PPO_penalty,101,6,0.0,0.0,0.0
pd_noise,PPO_penalty,101,7,0.0,0.0,0.0
pd_noise,PPO_penalty,202,0,0.0,0.0,0.0
pd_noise,PPO_penalty,202,1,0.0,0.0,0.0
pd_noise,PPO_penalty,202,2,0.0,0.0,0.0
pd_noise,PPO_penalty,202,3,0.0,0.0,0.0
pd_noise,PPO_penalty,202,4,0.0,0.0,0.0
pd_noise,PPO_penalty,202,5,0.0,0.0,0.0
pd_noise,PPO_penalty,202,6,0.0,0.0,0.0
pd_noise,PPO_penalty,202,7,0.0,0.0,0.0
pd_noise,PPO_penalty,303,0,0.0,0.0,0.0
pd_noise,PPO_penalty,303,1,0.0,0.0,0.0
pd_noise,PPO_penalty,303,2,0.0,0.0,0.0
pd_noise,PPO_penalty,303,3,0.0,0.0,0.0
pd_noise,PPO_penalty,303,4,0.0,0.0,0.0
pd_noise,PPO_penalty,303,5,0.0,0.0,0.0
pd_noise,PPO_penalty,303,6,0.0,0.0,0.0
pd_noise,PPO_penalty,303,7,0.0,0.0,0.0
pd_noise,PPO_unconstrained,101,0,0.0,0.0,0.0
pd_noise,PPO_unconstrained,101,1,0.0,0.0,0.0
pd_noise,PPO_unconstrained,101,2,0.0,0.0,0.0
pd_noise,PPO_unconstrained,101,3,0.0,0.0,0.0
pd_noise,PPO_unconstrained,101,4,0.0,0.0,0.0
pd_noise,PPO_unconstrained,101,5,0.0,0.0,0.0
pd_noise,PPO_unconstrained,101,6,0.0,0.0,0.0
pd_noise,PPO_unconstrained,101,7,0.0,0.0,0.0
pd_noise,PPO_unconstrained,202,0,0.0,0.0,0.0
pd_noise,PPO_unconstrained,202,1,0.0,0.0,0.0
pd_noise,PPO_unconstrained,202,2,0.0,0.0,0.0
pd_noise,PPO_unconstrained,202,3,0.0,0.0,0.0
pd_noise,PPO_unconstrained,202,4,0.0,0.0,0.0
pd_noise,PPO_unconstrained,202,5,0.0,0.0,0.0
pd_noise,PPO_unconstrained,202,6,0.0,0.0,0.0
pd_noise,PPO_unconstrained,202,7,0.0,0.0,0.0
pd_noise,PPO_unconstrained,303,0,0.0,0.0,0.0
pd_noise,PPO_unconstrained,303,1,0.0,0.0,0.0
pd_noise,PPO_unconstrained,303,2,0.0,0.0,0.0
pd_noise,PPO_unconstrained,303,3,0.0,0.0,0.0
pd_noise,PPO_unconstrained,303,4,0.0,0.0,0.0
pd_noise,PPO_unconstrained,303,5,0.0,0.0,0.0
pd_noise,PPO_unconstrained,303,6,0.0,0.0,0.0
pd_noise,PPO_unconstrained,303,7,0.0,0.0,0.0
pd_over,PPO_hard,101,0,-87.89657035613607,346.93640134737825,-0.08333333333333326
pd_over,PPO_hard,101,1,89.58167639772978,74.62264138026353,0.0
pd_over,PPO_hard,101,2,-71.99324515585909,238.6069041838731,0.0
pd_over,PPO_hard,101,3,221.23118057322768,8.233284809428596,-0.16666666666666663
pd_over,PPO_hard,101,4,-93.49265441691887,262.83123180060034,-0.08333333333333326
pd_over,PPO_hard,101,5,97.53831989831315,104.87864741128465,-0.08333333333333337
pd_over,PPO_hard,101,6,41.82612113470043,137.64719845013224,-0.16666666666666663
pd_over,PPO_hard,101,7,327.7762058925317,-46.548656928330615,-0.08333333333333337
pd_over,PPO_hard,202,0,221.89157189846128,128.12781688087057,-0.16666666666666663
pd_over,PPO_hard,202,1,397.7043270155703,-161.14196833605172,-0.16666666666666674
pd_over,PPO_hard,202,2,147.18629188763117,69.31979542511999,-0.08333333333333326
pd_over,PPO_hard,202,3,492.4108190914301,-98.86524245815372,-0.25
pd_over,PPO_hard,202,4,120.29811384795937,42.32194076139922,-0.08333333333333326
pd_over,PPO_hard,202,5,308.48767304401986,-33.03760851439665,-0.08333333333333337
pd_over,PPO_hard,202,6,324.1339757373697,-45.4946966991763,-0.08333333333333337
pd_over,PPO_hard,202,7,314.9116860097187,-40.55150851965152,-0.08333333333333337
pd_over,PPO_hard,303,0,0.0,0.0,0.0
pd_over,PPO_hard,303,1,0.0,0.0,0.0
pd_over,PPO_hard,303,2,0.0,0.0,0.0
pd_over,PPO_hard,303,3,0.0,0.0,0.0
pd_over,PPO_hard,303,4,0.0,0.0,0.0
pd_over,PPO_hard,303,5,0.0,0.0,0.0
pd_over,PPO_hard,303,6,0.0,0.0,0.0
pd_over,PPO_hard,303,7,0.0,0.0,0.0
pd_over,PPO_penalty,101,0,0.0,0.0,0.0
pd_over,PPO_penalty,101,1,205.38811048365199,-221.928806557107,-0.08333333333333337
pd_over,PPO_penalty,101,2,-1.5191798032669794,0.0,0.0
pd_over,PPO_penalty,101,3,-5.297716339823182,-6.453757665083231,0.0
pd_over,PPO_penalty,101,4,126.94413497993185,-151.9488774068916,0.0
pd_over,PPO_penalty,101,5,0.0,0.0,0.0
pd_over,PPO_penalty,101,6,29.954817864957704,-32.79743693092064,0.0
pd_over,PPO_penalty,101,7,0.0,0.0,0.0
pd_over,PPO_penalty,202,0,0.0,0.0,0.0
pd_over,PPO_penalty,202,1,205.38811048365199,-221.928806557107,-0.08333333333333337
pd_over,PPO_penalty,202,2,-1.5191798032669794,0.0,0.0
pd_over,PPO_penalty,202,3,-5.297716339823182,-6.453757665083231,0.0
pd_over,PPO_penalty,202,4,126.94413497993185,-151.9488774068916,0.0
pd_over,PPO_penalty,202,5,0.0,0.0,0.0
pd_over,PPO_penalty,202,6,29.954817864957704,-32.79743693092064,0.0
pd_over,PPO_penalty,202,7,0.0,0.0,0.0
pd_over,PPO_penalty,303,0,0.0,0.0,0.0
pd_over,PPO_penalty,303,1,205.38811048365199,-221.928806557107,-0.08333333333333337
pd_over,PPO_penalty,303,2,-1.5191798032669794,0.0,0.0
pd_over,PPO_penalty,303,3,-5.297716339823182,-6.453757665083231,0.0
pd_over,PPO_penalty,303,4,126.94413497993185,-151.9488774068916,0.0
pd_over,PPO_penalty,303,5,0.0,0.0,0.0
pd_over,PPO_penalty,303,6,29.954817864957704,-32.79743693092064,0.0
pd_over,PPO_penalty,303,7,0.0,0.0,0.0
pd_over,PPO_unconstrained,101,0,0.0,0.0,0.0
pd_over,PPO_unconstrained,101,1,205.38811048365199,-221.928806557107,-0.08333333333333337
pd_over,PPO_unconstrained,101,2,-1.5191798032669794,0.0,0.0
pd_over,PPO_unconstrained,101,3,-5.297716339823182,-6.453757665083231,0.0
pd_over,PPO_unconstrained,101,4,126.94413497993185,-151.9488774068916,0.0
pd_over,PPO_unconstrained,101,5,0.0,0.0,0.0
pd_over,PPO_unconstrained,101,6,29.954817864957704,-32.79743693092064,0.0
pd_over,PPO_unconstrained,101,7,0.0,0.0,0.0
pd_over,PPO_unconstrained,202,0,0.0,0.0,0.0
pd_over,PPO_unconstrained,202,1,205.38811048365199,-221.928806557107,-0.08333333333333337
pd_over,PPO_unconstrained,202,2,-1.5191798032669794,0.0,0.0
pd_over,PPO_unconstrained,202,3,-5.297716339823182,-6.453757665083231,0.0
pd_over,PPO_unconstrained,202,4,126.94413497993185,-151.9488774068916,0.0
pd_over,PPO_unconstrained,202,5,0.0,0.0,0.0
pd_over,PPO_unconstrained,202,6,29.954817864957704,-32.79743693092064,0.0
pd_over,PPO_unconstrained,202,7,0.0,0.0,0.0
pd_over,PPO_unconstrained,303,0,0.0,0.0,0.0
pd_over,PPO_unconstrained,303,1,205.38811048365199,-221.928806557107,-0.08333333333333337
pd_over,PPO_unconstrained,303,2,-1.5191798032669794,0.0,0.0
pd_over,PPO_unconstrained,303,3,-5.297716339823182,-6.453757665083231,0.0
pd_over,PPO_unconstrained,303,4,126.94413497993185,-151.9488774068916,0.0
pd_over,PPO_unconstrained,303,5,0.0,0.0,0.0
pd_over,PPO_unconstrained,303,6,29.954817864957704,-32.79743693092064,0.0
pd_over,PPO_unconstrained,303,7,0.0,0.0,0.0
pd_slope,PPO_hard,101,0,-72.0892068165399,329.07771987220303,-0.08333333333333326
pd_slope,PPO_hard,101,1,-132.9533520100582,283.7141112693232,0.08333333333333337
pd_slope,PPO_hard,101,2,-70.4740653525921,238.6069041838731,0.0
pd_slope,PPO_hard,101,3,220.81351324690445,12.945596071250293,-0.16666666666666663
pd_slope,PPO_hard,101,4,-153.76008071874992,330.0310630863348,-0.08333333333333326
pd_slope,PPO_hard,101,5,97.53831989831315,104.87864741128465,-0.08333333333333337
pd_slope,PPO_hard,101,6,11.876143949383732,164.5643890656097,-0.16666666666666663
pd_slope,PPO_hard,101,7,327.7762058925317,-46.548656928330615,-0.08333333333333337
pd_slope,PPO_hard,202,0,199.04981706498165,157.77927655603025,-0.16666666666666663
pd_slope,PPO_hard,202,1,191.58415704127322,52.67450345038185,-0.08333333333333337
pd_slope,PPO_hard,202,2,8.997576196811337,232.800007569993,0.0
pd_slope,PPO_hard,202,3,381.98126724198323,-17.795729519341194,-0.16666666666666663
pd_slope,PPO_hard,202,4,117.93940756366669,47.61350664051429,-0.08333333333333326
pd_slope,PPO_hard,202,5,346.53157677877823,-31.286540328982483,-0.08333333333333337
pd_slope,PPO_hard,202,6,323.15848223876486,-18.322485162403154,-0.08333333333333337
pd_slope,PPO_hard,202,7,253.80825353965434,23.939827617442916,-0.08333333333333337
pd_slope,PPO_hard,303,0,0.0,0.0,0.0
pd_slope,PPO_hard,303,1,0.0,0.0,0.0
pd_slope,PPO_hard,303,2,0.0,0.0,0.0
pd_slope,PPO_hard,303,3,0.0,0.0,0.0
pd_slope,PPO_hard,303,4,0.0,0.0,0.0
pd_slope,PPO_hard,303,5,0.0,0.0,0.0
pd_slope,PPO_hard,303,6,0.0,0.0,0.0
pd_slope,PPO_hard,303,7,0.0,0.0,0.0
pd_slope,PPO_penalty,101,0,0.0,0.0,0.0
pd_slope,PPO_penalty,101,1,0.0,0.0,0.0
pd_slope,PPO_penalty,101,2,0.0,0.0,0.0
pd_slope,PPO_penalty,101,3,0.0,0.0,0.0
pd_slope,PPO_penalty,101,4,0.0,0.0,0.0
pd_slope,PPO_penalty,101,5,0.0,0.0,0.0
pd_slope,PPO_penalty,101,6,0.0,0.0,0.0
pd_slope,PPO_penalty,101,7,0.0,0.0,0.0
pd_slope,PPO_penalty,202,0,0.0,0.0,0.0
pd_slope,PPO_penalty,202,1,0.0,0.0,0.0
pd_slope,PPO_penalty,202,2,0.0,0.0,0.0
pd_slope,PPO_penalty,202,3,0.0,0.0,0.0
pd_slope,PPO_penalty,202,4,0.0,0.0,0.0
pd_slope,PPO_penalty,202,5,0.0,0.0,0.0
pd_slope,PPO_penalty,202,6,0.0,0.0,0.0
pd_slope,PPO_penalty,202,7,0.0,0.0,0.0
pd_slope,PPO_penalty,303,0,0.0,0.0,0.0
pd_slope,PPO_penalty,303,1,0.0,0.0,0.0
pd_slope,PPO_penalty,303,2,0.0,0.0,0.0
pd_slope,PPO_penalty,303,3,0.0,0.0,0.0
pd_slope,PPO_penalty,303,4,0.0,0.0,0.0
pd_slope,PPO_penalty,303,5,0.0,0.0,0.0
pd_slope,PPO_penalty,303,6,0.0,0.0,0.0
pd_slope,PPO_penalty,303,7,0.0,0.0,0.0
pd_slope,PPO_unconstrained,101,0,0.0,0.0,0.0
pd_slope,PPO_unconstrained,101,1,0.0,0.0,0.0
pd_slope,PPO_unconstrained,101,2,0.0,0.0,0.0
pd_slope,PPO_unconstrained,101,3,0.0,0.0,0.0
pd_slope,PPO_unconstrained,101,4,0.0,0.0,0.0
pd_slope,PPO_unconstrained,101,5,0.0,0.0,0.0
pd_slope,PPO_unconstrained,101,6,0.0,0.0,0.0
pd_slope,PPO_unconstrained,101,7,0.0,0.0,0.0
pd_slope,PPO_unconstrained,202,0,0.0,0.0,0.0
pd_slope,PPO_unconstrained,202,1,0.0,0.0,0.0
pd_slope,PPO_unconstrained,202,2,0.0,0.0,0.0
pd_slope,PPO_unconstrained,202,3,0.0,0.0,0.0
pd_slope,PPO_unconstrained,202,4,0.0,0.0,0.0
pd_slope,PPO_unconstrained,202,5,0.0,0.0,0.0
pd_slope,PPO_unconstrained,202,6,0.0,0.0,0.0
pd_slope,PPO_unconstrained,202,7,0.0,0.0,0.0
pd_slope,PPO_unconstrained,303,0,0.0,0.0,0.0
pd_slope,PPO_unconstrained,303,1,0.0,0.0,0.0
pd_slope,PPO_unconstrained,303,2,0.0,0.0,0.0
pd_slope,PPO_unconstrained,303,3,0.0,0.0,0.0
pd_slope,PPO_unconstrained,303,4,0.0,0.0,0.0
pd_slope,PPO_unconstrained,303,5,0.0,0.0,0.0
pd_slope,PPO_unconstrained,303,6,0.0,0.0,0.0
pd_slope,PPO_unconstrained,303,7,0.0,0.0,0.0
pd_under,PPO_hard,101,0,-72.0892068165399,329.07771987220303,-0.08333333333333326
