case,kind,policy,policy_seed,value,revenue,loss,portfolio_loss,reward,default_rate,delinquent_rate,mean_ead,mean_el,budget_utilization,el_violation_rate,any_violation_rate,violation_magnitude,worst_violation,inherited_violation_rate,top_decile_el_share,high_risk_share,increase_rate,decrease_rate,rejection_rate,hard_nonworsening,value_per_ead,decisions,portfolio_months,seconds,solver_exact_fraction,distinct_increase_share,reversals_per_customer,limit_growth,stress_loss,ead_before_stress,true_violation_rate,predicted_safe_true_violated_rate,predicted_violated_true_safe_rate,both_violated_rate,both_safe_rate,true_el_mc_se
pd_slope,sensor,PPO_penalty,303,-796.5915465311973,404.11792931054805,1138.5464468706296,13662.557362447555,-823.4591937859441,0.6979166666666666,0.19442187401298203,1166.7177330829888,43.72352386186792,0.2914901590791194,0.08854166666666664,0.08854166666666664,2.2389706045622266,27.703616431525383,0.10937499999999997,0.453262221066409,0.2098963211244886,0.0,0.6851986134341201,0.0,1.0,-0.6898953800366435,152.125,24.0,0.4507534749864135,,0.0,0.0,-0.9746109345604709,0.0,,0.08333333333333329,0.04687499999999997,0.0520833333333333,0.036458333333333315,0.8645833333333334,1.3670246352855486
pd_slope,sensor,PPO_unconstrained,101,-796.5915465311973,404.11792931054805,1138.5464468706296,13662.557362447555,-796.5915465311973,0.6979166666666666,0.19442187401298203,1166.7177330829888,43.72352386186792,0.2914901590791194,0.08854166666666664,0.08854166666666664,2.2389706045622266,27.703616431525383,0.10937499999999997,0.453262221066409,0.2098963211244886,0.0,0.6851986134341201,0.0,1.0,-0.6898953800366435,152.125,24.0,0.43206068748258986,,0.0,0.0,-0.9746109345604709,0.0,,0.08333333333333329,0.04687499999999997,0.0520833333333333,0.036458333333333315,0.8645833333333334,1.3670246352855486
pd_slope,sensor,PPO_unconstrained,202,-796.5915465311973,404.11792931054805,1138.5464468706296,13662.557362447555,-796.5915465311973,0.6979166666666666,0.19442187401298203,1166.7177330829888,43.72352386186792,0.2914901590791194,0.08854166666666664,0.08854166666666664,2.2389706045622266,27.703616431525383,0.10937499999999997,0.453262221066409,0.2098963211244886,0.0,0.6851986134341201,0.0,1.0,-0.6898953800366435,152.125,24.0,0.44058101254631765,,0.0,0.0,-0.9746109345604709,0.0,,0.08333333333333329,0.04687499999999997,0.0520833333333333,0.036458333333333315,0.8645833333333334,1.3670246352855486
pd_slope,sensor,PPO_unconstrained,303,-796.5915465311973,404.11792931054805,1138.5464468706296,13662.557362447555,-796.5915465311973,0.6979166666666666,0.19442187401298203,1166.7177330829888,43.72352386186792,0.2914901590791194,0.08854166666666664,0.08854166666666664,2.2389706045622266,27.703616431525383,0.10937499999999997,0.453262221066409,0.2098963211244886,0.0,0.6851986134341201,0.0,1.0,-0.6898953800366435,152.125,24.0,0.44842518752557226,,0.0,0.0,-0.9746109345604709,0.0,,0.08333333333333329,0.04687499999999997,0.0520833333333333,0.036458333333333315,0.8645833333333334,1.3670246352855486
pd_slope,sensor,RiskBased,-1,-612.7582079666337,938.4243242328627,1411.1142120696138,16933.370544835365,-612.7582079666337,0.59375,0.17557157789365208,2985.689233626688,89.4488163607733,0.5963254424051553,0.18229166666666663,0.18229166666666663,7.3067963274034256,55.26547596683847,0.1927083333333333,0.37514102343287387,0.20913842702684565,0.02705520558503354,0.4333154867345511,0.0033430922614337503,1.0,-0.23353090896856357,178.0,24.0,0.46510405001754407,1.0,0.09374999999999999,0.04166666666666665,-0.6907425397964274,0.0,,0.09374999999999996,0.020833333333333315,0.10937499999999997,0.07291666666666663,0.796875,2.2200515368769542
pd_slope,sensor,Static,-1,-1488.2326491483477,1127.7890820537982,2442.274385453608,29307.292625443293,-1488.2326491483477,0.6458333333333334,0.17159379549744597,3679.9644192208566,131.44052005540848,0.8762701337027232,0.375,0.375,19.23036850760731,102.56018959530977,0.375,0.42658707789904193,0.3158603245452244,0.0,0.0,0.0,1.0,-0.4176358518390199,174.75,24.0,0.4605448499933118,1.0,0.0,0.0,-0.6431971482643121,0.0,,0.19791666666666663,0.020833333333333315,0.19791666666666663,0.1770833333333333,0.6041666666666666,3.512175852448038
pd_under,sensor,BufferedRiskBased,-1,-858.3803224802786,1043.3528838497455,1745.05496175706,20940.65954108472,-858.3803224802786,0.6145833333333334,0.16532229659185607,3724.3416268377223,81.00169759722955,0.5400113173148636,0.1145833333333333,0.1145833333333333,3.9337246396122074,33.7277756261807,0.11979166666666663,0.4650149278671379,0.1434565693436739,0.1174228072299261,0.2557497947897865,0.017586512322976762,1.0,-0.24845796873843354,177.875,24.0,0.48107396249542944,1.0,0.29166666666666663,0.12499999999999999,-0.49129830425075716,0.0,,0.1458333333333333,0.0677083333333333,0.036458333333333315,0.07812499999999997,0.8177083333333334,2.7235059803829293
pd_under,sensor,Decrease20,-1,-796.5915465311973,404.11792931054805,1138.5464468706296,13662.557362447555,-796.5915465311973,0.6979166666666666,0.19442187401298203,1166.7177330829888,34.893968685460685,0.23262645790307118,0.052083333333333315,0.052083333333333315,0.7553938475296209,13.56012711434867,0.05729166666666665,0.5494582238002278,0.142377391710423,0.0,0.6851986134341201,0.0,1.0,-0.6898953800366435,152.125,24.0,0.3825999624823453,1.0,0.0,0.0,-0.9746109345604709,0.0,,0.08333333333333329,0.0520833333333333,0.020833333333333315,0.031249999999999976,0.8958333333333333,1.3670246352855486
pd_under,sensor,Greedy,-1,-913.1275944718686,1148.6909209212545,1889.2285244044656,22670.742292853593,-913.1275944718686,0.5625,0.15757261441592652,4689.049408179538,112.12390077088492,0.7474926718058994,0.26041666666666663,0.26041666666666663,12.81842505589111,91.72274364108931,0.26041666666666663,0.4952222493145613,0.18752498573825807,0.3699681055936401,0.10540249517411811,0.04351541090153253,1.0,-0.2003066060109455,187.25,24.0,0.5261203125119209,0.0,0.84375,1.59375,-0.20046545170485242,0.0,,0.14583333333333331,0.0,0.1145833333333333,0.14583333333333331,0.7395833333333334,3.181744846931707
pd_under,sensor,Myopic,-1,-1115.7496228379298,1212.4054016164434,2144.1455102965665,25729.746123558798,-1115.7496228379298,0.5833333333333334,0.16087200397674695,4924.861823987724,127.28223403621682,0.8485482269081122,0.359375,0.359375,18.976765999755013,118.72646341924369,0.3645833333333333,0.4945762446712483,0.20145877199706994,0.3311338081756171,0.18492845955016116,0.1296362772156049,1.0,-0.24428052691902322,187.375,24.0,0.8605695750156883,1.0,0.8645833333333333,2.3229166666666665,-0.22879190282173562,0.0,,0.21354166666666663,0.010416666666666663,0.15624999999999997,0.20312499999999997,0.6302083333333334,3.410921050102013
pd_under,sensor,PPO_hard,101,-768.0006117700482,645.186918168303,1315.705168624573,15788.462023494876,-768.0006117700482,0.625,0.18962452662073095,1840.377254394473,51.57076548444224,0.3438051032296149,0.09374999999999997,0.09374999999999997,3.481169596135631,31.08316546788064,0.10416666666666663,0.5211763149828605,0.16053090668874298,0.0,0.9763138386681798,0.0,1.0,-0.4331571905576755,173.875,24.0,0.5221530499838991,,0.0,0.0,-0.9616622781134526,0.0,,0.09374999999999994,0.031249999999999976,0.031249999999999986,0.06249999999999997,0.875,1.7452150326879956
