case,reference,policy,metric,portfolios,difference,lower,upper
buffer_1.1,stress_medium,Myopic,value,8,327.35219312106506,194.82851786014837,491.46378821061165
buffer_1.1,stress_medium,PPO_hard,value,8,-10.748582852547983,-29.077751090496626,0.0
buffer_1.1,stress_medium,PPO_penalty,value,8,0.0,0.0,0.0
buffer_1.1,stress_medium,PPO_unconstrained,value,8,0.0,0.0,0.0
buffer_1.1,stress_medium,RiskBased,value,8,0.7710172152327459,-0.3493495795173216,2.602555812908861
buffer_1.1,stress_medium,Static,value,8,0.0,0.0,0.0
buffer_1.1,stress_medium,BufferedRiskBased,el_violation_rate,8,0.0,0.0,0.0
buffer_1.1,stress_medium,Decrease20,el_violation_rate,8,0.2438415750915751,0.17137620192307693,0.3137909226190476
buffer_1.1,stress_medium,Greedy,el_violation_rate,8,0.18229166666666669,0.14309895833333333,0.21875000000000003
buffer_1.1,stress_medium,Myopic,el_violation_rate,8,0.24107142857142858,0.140625,0.3370907738095238
buffer_1.1,stress_medium,PPO_hard,el_violation_rate,8,0.3053545991045991,0.22448027955840458,0.3935792824074074
buffer_1.1,stress_medium,PPO_penalty,el_violation_rate,8,0.2438415750915751,0.1685576923076923,0.318452380952381
buffer_1.1,stress_medium,PPO_unconstrained,el_violation_rate,8,0.2438415750915751,0.1685576923076923,0.318452380952381
buffer_1.1,stress_medium,RiskBased,el_violation_rate,8,0.20734126984126985,0.14172247023809523,0.2819940476190476
buffer_1.1,stress_medium,Static,el_violation_rate,8,0.13541666666666669,0.09375000000000004,0.17708333333333337
buffer_1.1,stress_medium,BufferedRiskBased,true_violation_rate,8,0.0,0.0,0.0
buffer_1.1,stress_medium,Decrease20,true_violation_rate,8,0.0,0.0,0.0
buffer_1.1,stress_medium,Greedy,true_violation_rate,8,-0.015624999999999993,-0.05208333333333333,0.010416666666666671
buffer_1.1,stress_medium,Myopic,true_violation_rate,8,0.00198412698412697,-0.05381944444444446,0.07630828373015867
buffer_1.1,stress_medium,PPO_hard,true_violation_rate,8,1.1564823173178713e-18,-0.0069444444444444475,0.0069444444444444545
buffer_1.1,stress_medium,PPO_penalty,true_violation_rate,8,0.0,0.0,0.0
buffer_1.1,stress_medium,PPO_unconstrained,true_violation_rate,8,0.0,0.0,0.0
buffer_1.1,stress_medium,RiskBased,true_violation_rate,8,0.0,0.0,0.0
buffer_1.1,stress_medium,Static,true_violation_rate,8,0.0,0.0,0.0
buffer_1.1,stress_medium,BufferedRiskBased,predicted_safe_true_violated_rate,8,0.0,0.0,0.0
buffer_1.1,stress_medium,Decrease20,predicted_safe_true_violated_rate,8,-0.1035141941391941,-0.14361836080586077,-0.06320026327838826
buffer_1.1,stress_medium,Greedy,predicted_safe_true_violated_rate,8,-0.005208333333333325,-0.015624999999999976,0.0
buffer_1.1,stress_medium,Myopic,predicted_safe_true_violated_rate,8,-0.041666666666666664,-0.08085937499999998,-0.010416666666666663
buffer_1.1,stress_medium,PPO_hard,predicted_safe_true_violated_rate,8,-0.08982880545380541,-0.12363686660561658,-0.06071062907000405
buffer_1.1,stress_medium,PPO_penalty,predicted_safe_true_violated_rate,8,-0.1035141941391941,-0.14547991071428568,-0.0665645032051282
buffer_1.1,stress_medium,PPO_unconstrained,predicted_safe_true_violated_rate,8,-0.1035141941391941,-0.14547991071428568,-0.0665645032051282
buffer_1.1,stress_medium,RiskBased,predicted_safe_true_violated_rate,8,-0.05456349206349203,-0.10210193452380946,-0.017361111111111088
buffer_1.1,stress_medium,Static,predicted_safe_true_violated_rate,8,-0.03645833333333333,-0.07291666666666666,-0.005208333333333325
buffer_1.25,stress_medium,BufferedRiskBased,value,8,0.0,0.0,0.0
buffer_1.25,stress_medium,Decrease20,value,8,0.0,0.0,0.0
buffer_1.25,stress_medium,Greedy,value,8,116.87736709664799,10.463871303659204,221.4084855782314
buffer_1.25,stress_medium,Myopic,value,8,319.3355979058091,172.42747687536772,458.6132861124649
buffer_1.25,stress_medium,PPO_hard,value,8,-29.532284396538177,-86.8290496999007,0.0
buffer_1.25,stress_medium,PPO_penalty,value,8,0.0,0.0,0.0
buffer_1.25,stress_medium,PPO_unconstrained,value,8,0.0,0.0,0.0
buffer_1.25,stress_medium,RiskBased,value,8,1.8326998047680263,-0.004017406952357305,4.578805608580355
buffer_1.25,stress_medium,Static,value,8,0.0,0.0,0.0
buffer_1.25,stress_medium,BufferedRiskBased,el_violation_rate,8,0.0,0.0,0.0
buffer_1.25,stress_medium,Decrease20,el_violation_rate,8,0.36262591575091574,0.30918040293040294,0.4233928571428571
