case,policy,reference,metric,difference,lower,upper
buffer_1.0,PPO_penalty,Myopic,value,1100.6932569841993,903.6092078725407,1272.4000731548163
buffer_1.0,PPO_penalty,Decrease20,value,1.0376714558977085,0.0,3.1130143676931255
buffer_1.0,PPO_penalty,Static,loss,-1763.2366156032394,-1885.8515475313018,-1636.1624071872436
buffer_1.0,PPO_penalty,Greedy,loss,-1200.6569184631855,-1305.358810022498,-1096.9810790708323
buffer_1.0,PPO_penalty,Myopic,loss,-1369.358851486084,-1532.0558150707168,-1156.4107029332797
buffer_1.0,PPO_penalty,Decrease20,loss,-1.0699255251759041,-3.2097765755277123,0.0
buffer_1.0,PPO_penalty,Static,default_rate,0.052083333333333336,0.010416666666666657,0.09375
buffer_1.0,PPO_penalty,Greedy,default_rate,0.06250000000000001,0.031250000000000014,0.09375000000000004
buffer_1.0,PPO_penalty,Myopic,default_rate,1.3877787807814457e-17,-0.031249999999999972,0.031250000000000014
buffer_1.0,PPO_penalty,Decrease20,default_rate,0.0,0.0,0.0
buffer_1.0,PPO_penalty,Static,el_violation_rate,-0.4531879578754579,-0.5629836309523809,-0.3504444253663005
