case,policy,metric,mean,lower,upper,portfolio_sd,training_seed_sd
buffer_1.1,RiskBased,el_violation_rate,0.6537698412698413,0.553813244047619,0.7645275297619047,0.17383488979213896,0.0
buffer_1.1,RiskBased,true_violation_rate,0.345734126984127,0.28207465277777777,0.4186507936507936,0.1132604613215284,0.0
buffer_1.1,Static,value,-2404.0464362572607,-2637.0283179250387,-2150.927340177389,431.5724411499795,0.0
buffer_1.1,Static,loss,3059.2492008722093,2824.8585778555084,3273.9446402880003,371.47113347719227,0.0
buffer_1.1,Static,default_rate,0.875,0.8333333333333333,0.9166666666666666,0.07715167498104594,0.0
buffer_1.1,Static,el_violation_rate,0.7630208333333333,0.6927083333333333,0.8294921875,0.11187962768649994,0.0
buffer_1.1,Static,true_violation_rate,0.3880208333333333,0.33333333333333337,0.43489583333333337,0.08692947504127918,0.0
buffer_1.25,BufferedRiskBased,value,-1740.4382654741012,-1986.7247181954183,-1464.444036255936,442.3656103691322,0.0
buffer_1.25,BufferedRiskBased,loss,2263.579031908418,2009.2172649838315,2505.234827680767,394.95041728219167,0.0
buffer_1.25,BufferedRiskBased,default_rate,0.9166666666666666,0.8645833333333333,0.9583333333333333,0.07715167498104596,0.0
buffer_1.25,BufferedRiskBased,el_violation_rate,0.4464285714285714,0.38984375,0.5004650297619047,0.09144221128415009,0.0
buffer_1.25,BufferedRiskBased,true_violation_rate,0.345734126984127,0.28207465277777777,0.4186507936507936,0.1132604613215284,0.0
buffer_1.25,Decrease20,value,-992.3506032608539,-1176.7088994531778,-818.2740639110881,309.6441095432841,0.0
buffer_1.25,Decrease20,loss,1297.0825107941457,1138.45765284578,1482.6488177131619,292.9797623260807,0.0
buffer_1.25,Decrease20,default_rate,0.9270833333333333,0.8854166666666667,0.96875,0.06954358003302334,0.0
buffer_1.25,Decrease20,el_violation_rate,0.5370421245421245,0.4445873397435897,0.6417425022893772,0.15876733621159733,0.0
buffer_1.25,Decrease20,true_violation_rate,0.16908195970695966,0.11267628205128202,0.24031478937728934,0.10035372993691669,0.0
buffer_1.25,Greedy,value,-1775.9721892341088,-2058.2607011799637,-1490.6405325159608,478.59706877147937,0.0
buffer_1.25,Greedy,loss,2354.5564334270484,2081.800529278536,2640.602939064706,444.00418528122407,0.0
buffer_1.25,Greedy,default_rate,0.875,0.84375,0.90625,0.06299407883487118,0.0
buffer_1.25,Greedy,el_violation_rate,0.8125,0.7108072916666667,0.90625,0.16366341767699427,0.0
buffer_1.25,Greedy,true_violation_rate,0.28645833333333337,0.24999999999999997,0.328125,0.06469364618834572,0.0
buffer_1.25,Myopic,value,-1772.6705908833462,-2008.0888218776884,-1524.755858395814,417.4380099774197,0.0
buffer_1.25,Myopic,loss,2303.842444483427,2076.131075388094,2539.0763887429234,378.3429468677273,0.0
buffer_1.25,Myopic,default_rate,0.9270833333333333,0.8958333333333333,0.9583333333333333,0.05340582870513798,0.0
buffer_1.25,Myopic,el_violation_rate,0.7604166666666667,0.6510416666666667,0.8854166666666666,0.18600595228571123,0.0
buffer_1.25,Myopic,true_violation_rate,0.3142361111111111,0.2638888888888889,0.37070312499999997,0.08364277863623026,0.0
buffer_1.25,PPO_hard,value,-1233.2279572088157,-1532.17985031554,-948.9492002363336,363.1526756728755,211.67602187208794
buffer_1.25,PPO_hard,loss,1635.477050670159,1308.0636404286947,1953.7486720237612,332.08829868086184,294.4434171597484
buffer_1.25,PPO_hard,default_rate,0.920138888888889,0.8819444444444445,0.9566840277777777,0.05021448704303078,0.012028130608117193
buffer_1.25,PPO_hard,el_violation_rate,0.6485742266992268,0.5147121108058609,0.7904571759259259,0.14633405251782997,0.10223635696116032
buffer_1.25,PPO_hard,true_violation_rate,0.21770324582824582,0.1551158043345543,0.2865740740740741,0.07647365588630388,0.04810645096346793
buffer_1.25,PPO_penalty,value,-991.312931804956,-1189.4661466849138,-820.0544761887621,309.10857110740704,1.3923737144427707e-13
buffer_1.25,PPO_penalty,loss,1296.0125852689698,1147.031658045873,1487.901589413054,292.5047226829567,0.0
buffer_1.25,PPO_penalty,default_rate,0.9270833333333334,0.8854166666666666,0.96875,0.06954358003302334,1.3597399555105182e-16
buffer_1.25,PPO_penalty,el_violation_rate,0.5370421245421245,0.4479166666666667,0.6400297619047619,0.1587673362115974,0.0
buffer_1.25,PPO_penalty,true_violation_rate,0.16908195970695963,0.10851963141025638,0.23733402014652008,0.10035372993691667,3.3993498887762956e-17
buffer_1.25,PPO_unconstrained,value,-991.312931804956,-1189.4661466849138,-820.0544761887621,309.10857110740704,1.3923737144427707e-13
buffer_1.25,PPO_unconstrained,loss,1296.0125852689698,1147.031658045873,1487.901589413054,292.5047226829567,0.0
buffer_1.25,PPO_unconstrained,default_rate,0.9270833333333334,0.8854166666666666,0.96875,0.06954358003302334,1.3597399555105182e-16
buffer_1.25,PPO_unconstrained,el_violation_rate,0.5370421245421245,0.4479166666666667,0.6400297619047619,0.1587673362115974,0.0
buffer_1.25,PPO_unconstrained,true_violation_rate,0.16908195970695963,0.10851963141025638,0.23733402014652008,0.10035372993691667,3.3993498887762956e-17
buffer_1.25,RiskBased,value,-1738.6055656693334,-1984.752500011548,-1462.1403488958947,443.3656151420494,0.0
buffer_1.25,RiskBased,loss,2262.4708097406847,2006.2471355245277,2504.8689496277293,398.17664103783875,0.0
buffer_1.25,RiskBased,default_rate,0.9166666666666666,0.8645833333333333,0.9583333333333333,0.07715167498104596,0.0
buffer_1.25,RiskBased,el_violation_rate,0.7326388888888888,0.6309461805555555,0.8525173611111111,0.17982912475277035,0.0
buffer_1.25,RiskBased,true_violation_rate,0.3509424603174603,0.28901909722222224,0.42452876984126964,0.11136106027593214,0.0
buffer_1.25,Static,value,-2404.0464362572607,-2637.0283179250387,-2150.927340177389,431.5724411499795,0.0
buffer_1.25,Static,loss,3059.2492008722093,2824.8585778555084,3273.9446402880003,371.47113347719227,0.0
buffer_1.25,Static,default_rate,0.875,0.8333333333333333,0.9166666666666666,0.07715167498104594,0.0
buffer_1.25,Static,el_violation_rate,0.8541666666666667,0.7604166666666667,0.9375,0.13908716006604668,0.0
buffer_1.25,Static,true_violation_rate,0.3880208333333333,0.33333333333333337,0.43489583333333337,0.08692947504127918,0.0
constant_budget_stress,BufferedRiskBased,value,-1461.7339645164104,-1640.4567834955565,-1253.437315094458,516.0589904720339,0.0
constant_budget_stress,BufferedRiskBased,loss,1968.6564488509666,1772.8061169783914,2136.109091320181,473.4742347712393,0.0
constant_budget_stress,BufferedRiskBased,default_rate,0.8888888888888888,0.8419270833333333,0.9305555555555557,0.11699401969383898,0.0
constant_budget_stress,BufferedRiskBased,el_violation_rate,0.2957401394901395,0.23795244107744107,0.3507169913419914,0.14116344173393527,0.0
constant_budget_stress,BufferedRiskBased,true_violation_rate,0.2203057359307359,0.18182081228956226,0.2622354497354497,0.10219501113943653,0.0
constant_budget_stress,Decrease20,value,-849.9173077527581,-972.7269046230863,-717.6577310189728,335.1445074654227,0.0
constant_budget_stress,Decrease20,loss,1137.7773526343547,1006.2448057506859,1248.9683086577381,315.05650132105563,0.0
constant_budget_stress,Decrease20,default_rate,0.892361111111111,0.8453993055555555,0.9305555555555555,0.10845635898158609,0.0
constant_budget_stress,Decrease20,el_violation_rate,0.14031743110690476,0.0959041036631497,0.18548636168290772,0.11822484073227484,0.0
constant_budget_stress,Decrease20,true_violation_rate,0.10389544665860455,0.07103616184619473,0.1343887449356199,0.08580604756867473,0.0
constant_budget_stress,Greedy,value,-1700.4617031830091,-1903.2522253379032,-1443.3547021183458,582.8282032754868,0.0
constant_budget_stress,Greedy,loss,2281.595938069904,2056.2876765445208,2472.2511078597586,538.4524216935039,0.0
constant_budget_stress,Greedy,default_rate,0.8402777777777778,0.7881944444444443,0.8872395833333333,0.1321429348603033,0.0
constant_budget_stress,Greedy,el_violation_rate,0.47138625263625267,0.4284800269175269,0.5147030486874237,0.1149929234635327,0.0
constant_budget_stress,Greedy,true_violation_rate,0.21067734348984346,0.18344927641802636,0.2367424242424242,0.06792271113818434,0.0
constant_budget_stress,Myopic,value,-1772.7948011637,-1965.8024844673384,-1561.0661954610719,517.3908084898153,0.0
constant_budget_stress,Myopic,loss,2352.6783762233176,2155.3494399135857,2527.9453438333517,470.50378246345156,0.0
constant_budget_stress,Myopic,default_rate,0.8645833333333334,0.8194444444444444,0.90625,0.11476846046239453,0.0
constant_budget_stress,Myopic,el_violation_rate,0.418560606060606,0.383755523989899,0.45418639520202014,0.09091595274937762,0.0
constant_budget_stress,Myopic,true_violation_rate,0.24663299663299662,0.22208412247474746,0.2698863636363636,0.07043566026278415,0.0
constant_budget_stress,PPO_hard,value,-1065.4063824893967,-1287.7478930724571,-823.6517467450338,401.6991108799712,186.61971597594
constant_budget_stress,PPO_hard,loss,1458.0003625900567,1125.2301913164445,1724.0264975061968,359.10539079563165,278.14273522974946
constant_budget_stress,PPO_hard,default_rate,0.8923611111111112,0.8472222222222222,0.9293981481481481,0.10403574703580967,0.00694444444444442
constant_budget_stress,PPO_hard,el_violation_rate,0.1726337790224529,0.11694692460317457,0.22068327737614696,0.10360125661455262,0.031915575806666735
constant_budget_stress,PPO_hard,true_violation_rate,0.1376968991907072,0.09513832521645019,0.17593407925959195,0.07298206015615209,0.030588980116686943
constant_budget_stress,PPO_penalty,value,-849.4075646150015,-970.1347694989521,-715.6339287845623,334.8731918306534,0.0
constant_budget_stress,PPO_penalty,loss,1137.0812681164089,1008.884347308622,1254.2122151031087,314.7485388684143,0.0
constant_budget_stress,PPO_penalty,default_rate,0.8923611111111112,0.8453993055555555,0.9305555555555556,0.10845635898158609,0.0
constant_budget_stress,PPO_penalty,el_violation_rate,0.14031743110690476,0.09714895347707844,0.1855124704425691,0.11822484073227484,0.0
constant_budget_stress,PPO_penalty,true_violation_rate,0.10389544665860452,0.06883108211233209,0.1367644786682615,0.08580604756867473,0.0
constant_budget_stress,PPO_unconstrained,value,-849.4075646150015,-970.1347694989521,-715.6339287845623,334.8731918306534,0.0
constant_budget_stress,PPO_unconstrained,loss,1137.0812681164089,1008.884347308622,1254.2122151031087,314.7485388684143,0.0
constant_budget_stress,PPO_unconstrained,default_rate,0.8923611111111112,0.8453993055555555,0.9305555555555556,0.10845635898158609,0.0
constant_budget_stress,PPO_unconstrained,el_violation_rate,0.14031743110690476,0.09714895347707844,0.1855124704425691,0.11822484073227484,0.0
constant_budget_stress,PPO_unconstrained,true_violation_rate,0.10389544665860452,0.06883108211233209,0.1367644786682615,0.08580604756867473,0.0
constant_budget_stress,RiskBased,value,-1461.7339645164104,-1640.4567834955565,-1253.437315094458,516.0589904720339,0.0
constant_budget_stress,RiskBased,loss,1968.6564488509666,1772.8061169783914,2136.109091320181,473.4742347712393,0.0
constant_budget_stress,RiskBased,default_rate,0.8888888888888888,0.8419270833333333,0.9305555555555557,0.11699401969383898,0.0
constant_budget_stress,RiskBased,el_violation_rate,0.2957401394901395,0.23795244107744107,0.3507169913419914,0.14116344173393527,0.0
constant_budget_stress,RiskBased,true_violation_rate,0.2203057359307359,0.18182081228956226,0.2622354497354497,0.10219501113943653,0.0
constant_budget_stress,Static,value,-2104.243446492475,-2349.030959390876,-1828.8248453640063,666.0638906737207,0.0
constant_budget_stress,Static,loss,2714.4142027545404,2447.671228922484,2957.2518653575435,644.5040613225895,0.0
constant_budget_stress,Static,default_rate,0.861111111111111,0.8159722222222222,0.9027777777777778,0.11954691705946204,0.0
constant_budget_stress,Static,el_violation_rate,0.4860735329485329,0.43255076809764303,0.5313019518097643,0.12585616404684616,0.0
constant_budget_stress,Static,true_violation_rate,0.29462406806156805,0.25976430976430975,0.32996435711279454,0.0895122503906843,0.0
normal_loose,BufferedRiskBased,value,-679.266990252925,-814.4387652251415,-509.75203871735516,407.3962730989218,0.0
normal_loose,BufferedRiskBased,loss,1381.9391362264407,1239.3885080812895,1499.4076674293026,335.7640899614723,0.0
normal_loose,BufferedRiskBased,default_rate,0.625,0.576388888888889,0.6701388888888888,0.12286829679574761,0.0
normal_loose,BufferedRiskBased,el_violation_rate,0.03993055555555554,0.0173611111111111,0.06423611111111109,0.0632254595547539,0.0
normal_loose,BufferedRiskBased,true_violation_rate,0.03819444444444443,0.017361111111111098,0.06249999999999998,0.05619349908819129,0.0
normal_loose,Decrease20,value,-696.5574782007775,-819.1506774879043,-564.1578521717931,339.1274087197662,0.0
normal_loose,Decrease20,loss,1014.5504401678603,892.9468243576118,1122.1908768717465,313.5587359688029,0.0
normal_loose,Decrease20,default_rate,0.6944444444444445,0.6440104166666667,0.7361111111111112,0.12449576236571641,0.0
normal_loose,Decrease20,el_violation_rate,0.003472222222222217,0.0,0.008680555555555542,0.011763743803609979,0.0
normal_loose,Decrease20,true_violation_rate,0.024305555555555542,0.008680555555555546,0.039930555555555525,0.04059615134499531,0.0
normal_loose,Greedy,value,-908.8894628921348,-1095.903141794327,-688.7757866924841,527.377113820671,0.0
normal_loose,Greedy,loss,1762.406586240589,1572.5135278966313,1938.5430779031622,474.07059357354177,0.0
normal_loose,Greedy,default_rate,0.5416666666666666,0.4895833333333333,0.5902777777777778,0.130031582934249,0.0
normal_loose,Greedy,el_violation_rate,0.15798611111111108,0.11979166666666664,0.19882812499999994,0.10351547664476048,0.0
normal_loose,Greedy,true_violation_rate,0.07986111111111108,0.055555555555555525,0.10590277777777775,0.06374563860550643,0.0
normal_loose,Myopic,value,-1082.765732955866,-1321.4245961639022,-812.4277863528876,637.865525034133,0.0
normal_loose,Myopic,loss,1979.8216737736068,1730.5106322208596,2206.8550735535155,591.0381048183314,0.0
normal_loose,Myopic,default_rate,0.5590277777777778,0.5034722222222222,0.6145833333333334,0.14218610369419335,0.0
normal_loose,Myopic,el_violation_rate,0.19791666666666666,0.15798611111111108,0.24743923611111104,0.11864904811399665,0.0
normal_loose,Myopic,true_violation_rate,0.0972222222222222,0.07118055555555552,0.11979166666666663,0.062247881182858206,0.0
normal_loose,PPO_hard,value,-610.0855733422081,-783.7122336179729,-397.28155323493087,369.2161322347976,149.16635520342965
normal_loose,PPO_hard,loss,1085.8535468966536,933.2113212530484,1235.8398610198813,323.93196169524265,102.66579011617691
normal_loose,PPO_hard,default_rate,0.6342592592592591,0.5601851851851852,0.699681712962963,0.12440590615598328,0.060772155522338375
normal_loose,PPO_hard,el_violation_rate,0.018518518518518504,0.0017361111111111097,0.04254918981481478,0.03110147653899581,0.01781806055363501
normal_loose,PPO_hard,true_violation_rate,0.028935185185185168,0.012152777777777768,0.04803240740740739,0.038183005899536826,0.0080187537387448
normal_loose,PPO_penalty,value,-696.7633584729855,-821.7488765073683,-554.648186964691,339.2833983759001,0.0
normal_loose,PPO_penalty,loss,1014.5504401678603,884.4756252139254,1135.6585228542517,313.5587359688029,0.0
normal_loose,PPO_penalty,default_rate,0.6944444444444444,0.6493055555555556,0.7361111111111112,0.12449576236571641,0.0
normal_loose,PPO_penalty,el_violation_rate,0.003472222222222217,0.0,0.008680555555555544,0.011763743803609979,0.0
normal_loose,PPO_penalty,true_violation_rate,0.024305555555555542,0.010416666666666654,0.03993055555555554,0.04059615134499531,0.0
normal_loose,PPO_unconstrained,value,-696.7633584729855,-821.7488765073683,-554.648186964691,339.2833983759001,0.0
normal_loose,PPO_unconstrained,loss,1014.5504401678603,884.4756252139254,1135.6585228542517,313.5587359688029,0.0
normal_loose,PPO_unconstrained,default_rate,0.6944444444444444,0.6493055555555556,0.7361111111111112,0.12449576236571641,0.0
normal_loose,PPO_unconstrained,el_violation_rate,0.003472222222222217,0.0,0.008680555555555544,0.011763743803609979,0.0
normal_loose,PPO_unconstrained,true_violation_rate,0.024305555555555542,0.010416666666666654,0.03993055555555554,0.04059615134499531,0.0
normal_loose,RiskBased,value,-679.266990252925,-814.4387652251415,-509.75203871735516,407.3962730989218,0.0
normal_loose,RiskBased,loss,1381.9391362264407,1239.3885080812895,1499.4076674293026,335.7640899614723,0.0
normal_loose,RiskBased,default_rate,0.625,0.576388888888889,0.6701388888888888,0.12286829679574761,0.0
normal_loose,RiskBased,el_violation_rate,0.03993055555555554,0.0173611111111111,0.06423611111111109,0.0632254595547539,0.0
normal_loose,RiskBased,true_violation_rate,0.03819444444444443,0.017361111111111098,0.06249999999999998,0.05619349908819129,0.0
normal_loose,Static,value,-1251.7824945119698,-1480.9717366934444,-985.410993625497,645.4103987272891,0.0
normal_loose,Static,loss,2095.1533614480763,1846.047995873017,2327.5972108600395,610.4162586158244,0.0
normal_loose,Static,default_rate,0.625,0.576388888888889,0.6736111111111112,0.13003158293424896,0.0
normal_loose,Static,el_violation_rate,0.11111111111111109,0.07465277777777775,0.14848090277777773,0.09803832764587858,0.0
normal_loose,Static,true_violation_rate,0.0972222222222222,0.07200520833333329,0.12243923611111104,0.06914185283317557,0.0
normal_medium,BufferedRiskBased,value,-679.3748622576726,-814.6652409469982,-509.73341142227235,407.67281634047146,0.0
normal_medium,BufferedRiskBased,loss,1382.1056313731744,1239.492252875139,1499.6487523622527,335.94828307908256,0.0
normal_medium,BufferedRiskBased,default_rate,0.625,0.576388888888889,0.6701388888888888,0.12286829679574761,0.0
normal_medium,BufferedRiskBased,el_violation_rate,0.19270833333333334,0.15451388888888887,0.22916666666666663,0.09737845452561414,0.0
normal_medium,BufferedRiskBased,true_violation_rate,0.10763888888888884,0.07638888888888885,0.14062499999999997,0.08325781602436216,0.0
normal_medium,Decrease20,value,-696.5574782007775,-819.1506774879043,-564.1578521717931,339.1274087197662,0.0
normal_medium,Decrease20,loss,1014.5504401678603,892.9468243576118,1122.1908768717465,313.5587359688029,0.0
normal_medium,Decrease20,default_rate,0.6944444444444445,0.6440104166666667,0.7361111111111112,0.12449576236571641,0.0
normal_medium,Decrease20,el_violation_rate,0.10763888888888884,0.07721354166666664,0.13541666666666663,0.0785941029039211,0.0
normal_medium,Decrease20,true_violation_rate,0.07291666666666664,0.04687499999999999,0.09548611111111109,0.06413913393876984,0.0
normal_medium,Greedy,value,-857.7171047346137,-991.118691417344,-667.4424317212663,442.35373897951104,0.0
normal_medium,Greedy,loss,1659.8771592629153,1488.2241925204944,1787.133613672671,391.36412791820237,0.0
normal_medium,Greedy,default_rate,0.5659722222222222,0.5155381944444445,0.6145833333333334,0.13228566354442223,0.0
normal_medium,Greedy,el_violation_rate,0.3645833333333333,0.30464409722222224,0.43411458333333325,0.15984688476804393,0.0
normal_medium,Greedy,true_violation_rate,0.14409722222222218,0.11714409722222219,0.16840277777777776,0.06838718126956819,0.0
normal_medium,Myopic,value,-822.8083379688641,-1021.6500757764999,-603.462502886264,538.2114124618683,0.0
normal_medium,Myopic,loss,1661.0096170855322,1478.5726304627656,1818.8671569281742,454.52396283437884,0.0
normal_medium,Myopic,default_rate,0.5659722222222222,0.5069444444444445,0.6215277777777778,0.1453364551142802,0.0
normal_medium,Myopic,el_violation_rate,0.3333333333333333,0.2864583333333333,0.3793836805555555,0.11975720203651022,0.0
normal_medium,Myopic,true_violation_rate,0.15277777777777776,0.12152777777777775,0.18402777777777776,0.07234289435686926,0.0
normal_medium,PPO_hard,value,-613.3953804301696,-783.7122336179729,-402.5856214497023,375.1300501411031,143.43361766057237
normal_medium,PPO_hard,loss,1085.5283322722883,933.2029397386134,1235.427293593096,327.9049915691736,102.88741495678669
normal_medium,PPO_hard,default_rate,0.636574074074074,0.564207175925926,0.7008391203703703,0.12687579848492794,0.05730043423373417
normal_medium,PPO_hard,el_violation_rate,0.13831018518518517,0.09402488425925921,0.1799768518518518,0.08348207002873122,0.029581893331324226
normal_medium,PPO_hard,true_violation_rate,0.0827546296296296,0.05467303240740738,0.1119936342592592,0.059980646182272924,0.01556056673582032
normal_medium,PPO_penalty,value,-696.7633584729855,-821.7488765073683,-554.648186964691,339.2833983759001,0.0
normal_medium,PPO_penalty,loss,1014.5504401678603,884.4756252139254,1135.6585228542517,313.5587359688029,0.0
normal_medium,PPO_penalty,default_rate,0.6944444444444444,0.6493055555555556,0.7361111111111112,0.12449576236571641,0.0
normal_medium,PPO_penalty,el_violation_rate,0.10763888888888885,0.07638888888888887,0.1336805555555555,0.0785941029039211,0.0
normal_medium,PPO_penalty,true_violation_rate,0.07291666666666664,0.045138888888888874,0.09639756944444439,0.06413913393876984,0.0
normal_medium,PPO_unconstrained,value,-696.7633584729855,-821.7488765073683,-554.648186964691,339.2833983759001,0.0
normal_medium,PPO_unconstrained,loss,1014.5504401678603,884.4756252139254,1135.6585228542517,313.5587359688029,0.0
normal_medium,PPO_unconstrained,default_rate,0.6944444444444444,0.6493055555555556,0.7361111111111112,0.12449576236571641,0.0
normal_medium,PPO_unconstrained,el_violation_rate,0.10763888888888885,0.07638888888888887,0.1336805555555555,0.0785941029039211,0.0
normal_medium,PPO_unconstrained,true_violation_rate,0.07291666666666664,0.045138888888888874,0.09639756944444439,0.06413913393876984,0.0
normal_medium,RiskBased,value,-679.3748622576726,-814.6652409469982,-509.73341142227235,407.67281634047146,0.0
normal_medium,RiskBased,loss,1382.1056313731744,1239.492252875139,1499.6487523622527,335.94828307908256,0.0
normal_medium,RiskBased,default_rate,0.625,0.576388888888889,0.6701388888888888,0.12286829679574761,0.0
normal_medium,RiskBased,el_violation_rate,0.19270833333333334,0.15451388888888887,0.22916666666666663,0.09737845452561414,0.0
normal_medium,RiskBased,true_violation_rate,0.10763888888888884,0.07638888888888885,0.14062499999999997,0.08325781602436216,0.0
normal_medium,Static,value,-1251.7824945119698,-1480.9717366934444,-985.410993625497,645.4103987272891,0.0
normal_medium,Static,loss,2095.1533614480763,1846.047995873017,2327.5972108600395,610.4162586158244,0.0
normal_medium,Static,default_rate,0.625,0.576388888888889,0.6736111111111112,0.13003158293424896,0.0
normal_medium,Static,el_violation_rate,0.3819444444444445,0.31249999999999994,0.4505642361111111,0.1841658742632744,0.0
normal_medium,Static,true_violation_rate,0.20138888888888884,0.1649305555555555,0.234375,0.09001028747788696,0.0
normal_tight,BufferedRiskBased,value,-680.4064640057933,-815.7533980385049,-510.2869844951463,408.9115848293036,0.0
normal_tight,BufferedRiskBased,loss,1382.4733208982386,1239.694753989347,1500.184834476387,336.4113383237302,0.0
normal_tight,BufferedRiskBased,default_rate,0.625,0.576388888888889,0.6701388888888888,0.12286829679574761,0.0
normal_tight,BufferedRiskBased,el_violation_rate,0.36284722222222215,0.31597222222222215,0.40277777777777773,0.10815144057398711,0.0
normal_tight,BufferedRiskBased,true_violation_rate,0.21701388888888887,0.1701388888888889,0.2552083333333333,0.11124784008831641,0.0
normal_tight,Decrease20,value,-696.5574782007775,-819.1506774879043,-564.1578521717931,339.1274087197662,0.0
normal_tight,Decrease20,loss,1014.5504401678603,892.9468243576118,1122.1908768717465,313.5587359688029,0.0
normal_tight,Decrease20,default_rate,0.6944444444444445,0.6440104166666667,0.7361111111111112,0.12449576236571641,0.0
normal_tight,Decrease20,el_violation_rate,0.21006944444444442,0.18658854166666664,0.23090277777777776,0.05825456206693436,0.0
normal_tight,Decrease20,true_violation_rate,0.17013888888888887,0.1257378472222222,0.20659722222222224,0.10419685552881815,0.0
normal_tight,Greedy,value,-715.4502113580887,-875.8448365311469,-524.7781550581732,463.0444173062319,0.0
normal_tight,Greedy,loss,1490.4775804736585,1320.8789761340831,1624.6893484019474,409.39657608718835,0.0
normal_tight,Greedy,default_rate,0.5590277777777778,0.5034722222222222,0.607638888888889,0.13566611176280302,0.0
normal_tight,Greedy,el_violation_rate,0.5538194444444444,0.4921440972222222,0.613845486111111,0.15516430372791534,0.0
normal_tight,Greedy,true_violation_rate,0.2378472222222222,0.1961805555555555,0.27868923611111107,0.09866191621773437,0.0
normal_tight,Myopic,value,-719.3544745093762,-895.3148145287,-520.1147516814423,477.04269606439146,0.0
normal_tight,Myopic,loss,1493.2852173536046,1342.6462404556555,1633.1049360720026,383.9573311609439,0.0
normal_tight,Myopic,default_rate,0.5868055555555555,0.53125,0.6407118055555555,0.14004650423854353,0.0
normal_tight,Myopic,el_violation_rate,0.49826388888888884,0.44353298611111114,0.5477864583333333,0.13926955683331338,0.0
normal_tight,Myopic,true_violation_rate,0.24131944444444442,0.19791666666666663,0.2847222222222222,0.10709941560469108,0.0
normal_tight,PPO_hard,value,-613.6196313432542,-783.7122336179729,-405.89434599989073,363.453658220388,143.04520485100673
normal_tight,PPO_hard,loss,1087.2227708007679,936.0002764747676,1235.0052530132223,320.0553139019332,101.76161026339228
normal_tight,PPO_hard,default_rate,0.636574074074074,0.5653645833333334,0.7008391203703703,0.12393309220587881,0.05730043423373417
normal_tight,PPO_hard,el_violation_rate,0.2442129629629629,0.20370370370370366,0.2911168981481481,0.06087413796309601,0.04116938984220468
normal_tight,PPO_hard,true_violation_rate,0.1759259259259259,0.12847222222222218,0.21874999999999997,0.0890422388967582,0.024816876900916177
normal_tight,PPO_penalty,value,-696.7633584729855,-821.7488765073683,-554.648186964691,339.2833983759001,0.0
normal_tight,PPO_penalty,loss,1014.5504401678603,884.4756252139254,1135.6585228542517,313.5587359688029,0.0
normal_tight,PPO_penalty,default_rate,0.6944444444444444,0.6493055555555556,0.7361111111111112,0.12449576236571641,0.0
normal_tight,PPO_penalty,el_violation_rate,0.2100694444444444,0.18923611111111105,0.2309027777777778,0.05825456206693436,0.0
normal_tight,PPO_penalty,true_violation_rate,0.1701388888888889,0.12499999999999999,0.2048611111111111,0.10419685552881815,0.0
normal_tight,PPO_unconstrained,value,-696.7633584729855,-821.7488765073683,-554.648186964691,339.2833983759001,0.0
normal_tight,PPO_unconstrained,loss,1014.5504401678603,884.4756252139254,1135.6585228542517,313.5587359688029,0.0
normal_tight,PPO_unconstrained,default_rate,0.6944444444444444,0.6493055555555556,0.7361111111111112,0.12449576236571641,0.0
normal_tight,PPO_unconstrained,el_violation_rate,0.2100694444444444,0.18923611111111105,0.2309027777777778,0.05825456206693436,0.0
normal_tight,PPO_unconstrained,true_violation_rate,0.1701388888888889,0.12499999999999999,0.2048611111111111,0.10419685552881815,0.0
normal_tight,RiskBased,value,-680.4064640057933,-815.7533980385049,-510.2869844951463,408.9115848293036,0.0
normal_tight,RiskBased,loss,1382.4733208982386,1239.694753989347,1500.184834476387,336.4113383237302,0.0
normal_tight,RiskBased,default_rate,0.625,0.576388888888889,0.6701388888888888,0.12286829679574761,0.0
normal_tight,RiskBased,el_violation_rate,0.36284722222222215,0.31597222222222215,0.40277777777777773,0.10815144057398711,0.0
normal_tight,RiskBased,true_violation_rate,0.21701388888888887,0.1701388888888889,0.2552083333333333,0.11124784008831641,0.0
normal_tight,Static,value,-1251.7824945119698,-1480.9717366934444,-985.410993625497,645.4103987272891,0.0
normal_tight,Static,loss,2095.1533614480763,1846.047995873017,2327.5972108600395,610.4162586158244,0.0
normal_tight,Static,default_rate,0.625,0.576388888888889,0.6736111111111112,0.13003158293424896,0.0
normal_tight,Static,el_violation_rate,0.6197916666666666,0.5407552083333333,0.6961805555555556,0.2038697560097106,0.0
normal_tight,Static,true_violation_rate,0.30902777777777773,0.2586805555555555,0.35763888888888884,0.13228566354442226,0.0
order_fixed,BufferedRiskBased,value,-613.72958168049,-797.9303178864325,-416.2897282570242,335.9075969375126,0.0
order_fixed,BufferedRiskBased,loss,1414.8800049263575,1257.7029633052264,1560.222153830672,265.3646720374766,0.0
order_fixed,BufferedRiskBased,default_rate,0.59375,0.5208333333333334,0.65625,0.11301689015504478,0.0
order_fixed,BufferedRiskBased,el_violation_rate,0.22395833333333331,0.184765625,0.265625,0.06658290869403898,0.0
order_fixed,BufferedRiskBased,true_violation_rate,0.09374999999999997,0.059765624999999975,0.13541666666666663,0.05786375623578446,0.0
order_fixed,Decrease20,value,-796.5915465311973,-1003.1287719161971,-616.5231007353024,319.63485757479305,0.0
order_fixed,Decrease20,loss,1138.5464468706296,974.780925863006,1347.6632892920595,304.7900409398794,0.0
