case,kind,policy,value,revenue,loss,portfolio_loss,reward,default_rate,delinquent_rate,mean_ead,mean_el,budget_utilization,el_violation_rate,any_violation_rate,violation_magnitude,worst_violation,inherited_violation_rate,top_decile_el_share,high_risk_share,increase_rate,decrease_rate,rejection_rate,hard_nonworsening,value_per_ead,decisions,portfolio_months,seconds,solver_exact_fraction,distinct_increase_share,reversals_per_customer,limit_growth,stress_loss,ead_before_stress,true_violation_rate,predicted_safe_true_violated_rate,predicted_violated_true_safe_rate,both_violated_rate,both_safe_rate,true_el_mc_se
buffer_1.1,buffer,Decrease20,-992.3506032608537,362.1500461355479,1297.0825107941457,15564.990129529748,-992.3506032608537,0.9270833333333333,0.28255988401586674,1350.7557969205443,145.53842456015425,1.043662266765051,0.4182577838827839,0.5555860805860806,66.47231499195239,349.94906495934663,0.4286744505494505,0.6647477717807768,0.4927660753037455,0.0,0.8615903413814554,0.0014044943820224625,1.0,-0.769100414347992,115.125,20.25,0.29062527501082513,1.0,0.0,0.0,-0.9910132094219132,411.43995640844355,1243.3867235445334,0.16908195970695966,0.0,0.24917582417582418,0.16908195970695966,0.5817422161172161,1.8562413272666198
buffer_1.1,buffer,Greedy,-1802.979778341095,686.9139356570005,2379.3067998733127,28551.681598479758,-1802.979778341095,0.875,0.24973936874125,2490.6940591427056,318.2925524659345,2.5536925576428677,0.7239583333333334,0.796875,216.09594519596044,714.8312574615236,0.7239583333333334,0.6819307799145361,0.532932872388518,0.07518156323145625,0.16159134833435834,0.19829112284679373,1.0,-0.7608808256262489,136.5,24.0,0.36426637500699144,0.0,0.4270833333333333,0.5520833333333333,-0.8638449623203758,1451.4893119858607,3766.1748522622684,0.28125,0.0,0.4427083333333333,0.28125,0.27604166666666663,3.1128613034359143
buffer_1.1,buffer,Myopic,-1764.6539956680904,639.0738530232268,2300.1980262397647,27602.376314877176,-1764.6539956680904,0.9270833333333333,0.29387219971808043,2318.0890779449282,286.73550274552105,2.2667567486545015,0.7254464285714286,0.7671130952380952,184.1887031121653,738.9209587234029,0.7306547619047619,0.6752205484901698,0.5075195577099698,0.08574160660992376,0.3203041377518289,0.3454296844650761,1.0,-0.7893954851737747,129.5,22.0,0.5600873124785721,1.0,0.4583333333333333,0.90625,-0.8937361503301372,1492.3005978809376,3426.0348872767454,0.33878968253968256,0.0,0.38665674603174605,0.33878968253968256,0.2745535714285714,3.0539184337958156
buffer_1.1,buffer,PPO_hard,-1214.4442556648257,477.5404081707514,1615.756083978796,19389.07300774555,-1214.4442556648257,0.9201388888888888,0.2874618648080255,1583.8228378446877,185.12737645510367,1.3919974446186163,0.5409238909238909,0.6241999898249898,96.42056912759541,416.4389718326011,0.5478683353683355,0.6770247319617191,0.5044424163842116,0.0,0.735201948087347,0.001285158258059775,1.0,-0.7948028295519176,123.79166666666667,21.875,0.37841783750627656,,0.0,0.0,-0.9725778642158769,720.1108598290986,1836.321091620509,0.21770324582824582,0.0,0.32322064509564513,0.21770324582824582,0.4590761090761091,2.105621252438399
buffer_1.1,buffer,PPO_penalty,-991.3129318049561,362.1068923604333,1296.0125852689698,15552.151023227636,-1606.1250462808694,0.9270833333333334,0.28255988401586674,1350.4812922075278,145.53887112336355,1.0436662362158002,0.4182577838827839,0.5555860805860806,66.4727615551617,349.9490649593466,0.42867445054945047,0.6647453540128607,0.4932132028107373,0.0,0.8629948357634779,0.0,0.875,-0.7686200108499474,115.125,20.25,0.31853397918651655,,0.0,0.0,-0.9910132094219132,410.37003088326765,1243.3867235445334,0.16908195970695963,0.0,0.24917582417582418,0.16908195970695963,0.5817422161172161,1.8562147015104555
buffer_1.1,buffer,PPO_unconstrained,-991.3129318049561,362.1068923604333,1296.0125852689698,15552.151023227636,-991.3129318049561,0.9270833333333334,0.28255988401586674,1350.4812922075278,145.53887112336355,1.0436662362158002,0.4182577838827839,0.5555860805860806,66.4727615551617,349.9490649593466,0.42867445054945047,0.6647453540128607,0.4932132028107373,0.0,0.8629948357634779,0.0,0.875,-0.7686200108499474,115.125,20.25,0.31259099164647824,,0.0,0.0,-0.9910132094219132,410.37003088326765,1243.3867235445334,0.16908195970695963,0.0,0.24917582417582418,0.16908195970695963,0.5817422161172161,1.8562147015104555
buffer_1.1,buffer,RiskBased,-1739.6672482588685,623.4519192705577,2262.3043861657884,27147.652633989463,-1739.6672482588685,0.9166666666666666,0.2797358218608779,2334.5159071302205,274.23275871600555,2.159486131324452,0.6537698412698413,0.7162698412698413,176.10171018242903,664.1736952447152,0.6589781746031746,0.6626971590300473,0.49385232941883694,0.021555486996663438,0.603382241959925,0.042083173150752815,1.0,-0.7896767309942762,125.75,22.0,0.30764771249960177,1.0,0.06249999999999998,0.031249999999999986,-0.9156125609518243,1378.8225279765718,3344.7044695513955,0.345734126984127,0.0,0.30803571428571425,0.345734126984127,0.3462301587301587,2.87621826350618
buffer_1.1,buffer,Static,-2404.04643625726,784.2090594336595,3059.2492008722093,36710.99041046651,-2404.04643625726,0.875,0.24358812483013634,2884.8776351319607,415.01237791696894,3.371353391866509,0.7630208333333334,0.8385416666666666,307.072748304697,1067.8591113882803,0.7630208333333334,0.6331180973135567,0.5985507099974172,0.0,0.0,0.0,1.0,-0.8609158036131608,135.0,23.0,0.32661756250308827,1.0,0.0,0.0,-0.8692202940082769,2052.89510371067,4408.411703582264,0.3880208333333333,0.0,0.375,0.3880208333333333,0.23697916666666666,4.193773400548193
buffer_1.25,buffer,BufferedRiskBased,-1740.4382654741012,624.0335874475777,2263.5790319084176,27162.948382901013,-1740.4382654741012,0.9166666666666666,0.2797358218608779,2365.443269773006,116.95297471484123,0.891329420596758,0.4464285714285714,0.6034226190476191,28.728677487934647,127.95021599822546,0.46577380952380953,0.5806442153009276,0.4903223885181398,0.029171237259472522,0.6040506911577859,0.023883643921811824,1.0,-0.7834279811943913,125.75,22.0,0.3053824124945094,1.0,0.09374999999999997,0.062499999999999986,-0.9114064110626254,1380.0971737192012,3400.2624763173994,0.345734126984127,0.05456349206349202,0.15525793650793648,0.2911706349206349,0.4990079365079365,2.876904991390164
buffer_1.25,buffer,Decrease20,-992.3506032608537,362.1500461355479,1297.0825107941457,15564.990129529748,-992.3506032608537,0.9270833333333333,0.28255988401586674,1350.7557969205443,240.3731229867362,1.7091416375582478,0.5370421245421245,0.6428800366300366,151.0039260006272,696.3804285335669,0.5370421245421245,0.6577942181696088,0.4927660753037455,0.0,0.8615903413814554,0.0014044943820224625,1.0,-0.769100414347992,115.125,20.25,0.2680509624769911,1.0,0.0,0.0,-0.9910132094219132,411.43995640844355,1243.3867235445334,0.16908195970695966,0.0,0.3679601648351648,0.16908195970695966,0.4629578754578754,1.8562413272666198
buffer_1.25,buffer,Greedy,-1775.9721892341088,689.5497176721099,2354.5564334270484,28254.677201124585,-1775.9721892341088,0.875,0.25064307995616025,2458.0362192367243,503.35809576248596,3.9993867441334867,0.8125,0.8229166666666667,395.76911769370946,1169.354384476896,0.8125,0.666772017005373,0.5373993032688948,0.049162785505068286,0.16697296123239283,0.21153295332935654,1.0,-0.7553446086061434,137.25,24.0,0.3711667250317987,0.0,0.26041666666666663,0.3229166666666667,-0.8739966900061271,1428.1671729986977,3683.2501820137963,0.2864583333333333,0.0,0.5260416666666666,0.2864583333333333,0.18749999999999997,3.1675071838274773
