feature,importance
utilization,0.21237448878573123
monthly_spend,0.17121266520625963
income,0.1398750297436323
debt_to_income,0.13190555375655588
internal_score,0.11579616479725903
macro_unemployment,0.07588145218158908
tenure_months,0.0684588929942252
macro_inflation,0.049965130987873245
delinquency_30d,0.0326715518707972
late_payments_6m,0.001859069676077214
