policy,reference,scenario,metric,difference,lower,upper,fraction_customers_positive,information_set
PPO,Static,oot_markov,cumulative_reward,2771.266429114533,2434.55208115366,3186.9338384219905,0.8533333333333334,OBSERVABLE_ONLY
PPO,Static,oot_markov,net_economic_value,567.4060018371573,423.70642727126017,744.1469233765743,0.6666666666666666,OBSERVABLE_ONLY
PPO,Static,oot_markov,credit_loss,-1022.0402983817542,-1181.165318643229,-880.4486845132129,0.09666666666666666,OBSERVABLE_ONLY
PPO,Static,oot_markov,defaulted,0.07,0.034916666666666665,0.11,0.09,OBSERVABLE_ONLY
PPO_without_PD,Static,oot_markov,cumulative_reward,2771.266429114533,2434.55208115366,3186.9338384219905,0.8533333333333334,OBSERVABLE_ONLY
PPO_without_PD,Static,oot_markov,net_economic_value,567.4060018371573,423.70642727126017,744.1469233765743,0.6666666666666666,OBSERVABLE_ONLY
PPO_without_PD,Static,oot_markov,credit_loss,-1022.0402983817542,-1181.165318643229,-880.4486845132129,0.09666666666666666,OBSERVABLE_ONLY
PPO_without_PD,Static,oot_markov,defaulted,0.07,0.034916666666666665,0.11,0.09,OBSERVABLE_ONLY
Random,Static,oot_markov,cumulative_reward,566.008851916271,358.06597198885856,855.1064528224622,0.6733333333333333,OBSERVABLE_ONLY
Random,Static,oot_markov,net_economic_value,136.92742616810995,14.671941686292078,262.6348248426098,0.5466666666666666,OBSERVABLE_ONLY
Random,Static,oot_markov,credit_loss,-199.4759527515523,-321.51355861783986,-83.40387864179712,0.25666666666666665,OBSERVABLE_ONLY
Random,Static,oot_markov,defaulted,-0.0033333333333333335,-0.028416666666666666,0.02666666666666667,0.03,OBSERVABLE_ONLY
SIMULATOR_ONLY_ORACLE_Myopic,Static,oot_markov,cumulative_reward,206.01967787605324,-120.41435347335381,610.7544247178563,0.6066666666666667,SIMULATOR_ONLY_ORACLE
SIMULATOR_ONLY_ORACLE_Myopic,Static,oot_markov,net_economic_value,133.10888944693875,-39.50989767566543,292.12329411934354,0.38,SIMULATOR_ONLY_ORACLE
SIMULATOR_ONLY_ORACLE_Myopic,Static,oot_markov,credit_loss,-130.20151334115246,-304.322549044232,31.806860248949306,0.3333333333333333,SIMULATOR_ONLY_ORACLE
SIMULATOR_ONLY_ORACLE_Myopic,Static,oot_markov,defaulted,-0.09666666666666666,-0.13,-0.06333333333333334,0.006666666666666667,SIMULATOR_ONLY_ORACLE
UtilizationPD,Static,oot_markov,cumulative_reward,1557.4441939983908,1320.3192464161948,1840.881996799597,0.69,OBSERVABLE_ONLY
UtilizationPD,Static,oot_markov,net_economic_value,536.6757587117145,401.79902954711395,668.861462802597,0.6766666666666666,OBSERVABLE_ONLY
UtilizationPD,Static,oot_markov,credit_loss,-665.6424706992017,-796.1013713817547,-534.9196797215117,0.04666666666666667,OBSERVABLE_ONLY
UtilizationPD,Static,oot_markov,defaulted,0.0,-0.023333333333333334,0.02666666666666667,0.02666666666666667,OBSERVABLE_ONLY
AlwaysDecrease,MyopicEconomic,oot_markov,cumulative_reward,2443.965107739833,2063.6615384946585,2900.1071635398152,0.6966666666666667,OBSERVABLE_ONLY
AlwaysDecrease,MyopicEconomic,oot_markov,net_economic_value,678.5647230794326,463.8039892529907,908.954490361596,0.5633333333333334,OBSERVABLE_ONLY
AlwaysDecrease,MyopicEconomic,oot_markov,credit_loss,-1023.9204219244099,-1243.894051613157,-840.4848310487644,0.14666666666666667,OBSERVABLE_ONLY
AlwaysDecrease,MyopicEconomic,oot_markov,defaulted,0.08333333333333333,0.04316666666666667,0.12508333333333327,0.10666666666666667,OBSERVABLE_ONLY
AlwaysDecrease20,MyopicEconomic,oot_markov,cumulative_reward,3085.197943568448,2667.3423292286802,3573.8300994009746,0.7733333333333333,OBSERVABLE_ONLY
AlwaysDecrease20,MyopicEconomic,oot_markov,net_economic_value,643.6297186149593,429.4823979678699,879.9368835728783,0.56,OBSERVABLE_ONLY
AlwaysDecrease20,MyopicEconomic,oot_markov,credit_loss,-1160.4032547206398,-1401.3847332832224,-965.4357153389552,0.17,OBSERVABLE_ONLY
AlwaysDecrease20,MyopicEconomic,oot_markov,defaulted,0.14666666666666667,0.10666666666666667,0.18666666666666668,0.16,OBSERVABLE_ONLY
AlwaysIncrease,MyopicEconomic,oot_markov,cumulative_reward,-642.8574719659345,-923.1955362625341,-432.0571289677062,0.2633333333333333,OBSERVABLE_ONLY
AlwaysIncrease,MyopicEconomic,oot_markov,net_economic_value,-334.69342095793274,-468.8452439401045,-227.69387969582087,0.46,OBSERVABLE_ONLY
AlwaysIncrease,MyopicEconomic,oot_markov,credit_loss,352.8615994344126,253.26851793269532,476.3887647748983,0.4166666666666667,OBSERVABLE_ONLY
AlwaysIncrease,MyopicEconomic,oot_markov,defaulted,0.02,0.0033333333333333335,0.03666666666666667,0.02,OBSERVABLE_ONLY
PDThreshold,MyopicEconomic,oot_markov,cumulative_reward,1911.1931337761425,1578.767278025057,2338.4417041351517,0.6033333333333334,OBSERVABLE_ONLY
PDThreshold,MyopicEconomic,oot_markov,net_economic_value,637.8195456885835,424.69771245000805,841.9447514388143,0.72,OBSERVABLE_ONLY
PDThreshold,MyopicEconomic,oot_markov,credit_loss,-826.4048741714447,-1046.1963892010374,-630.1266648202251,0.16333333333333333,OBSERVABLE_ONLY
PDThreshold,MyopicEconomic,oot_markov,defaulted,0.07,0.04,0.10666666666666667,0.08,OBSERVABLE_ONLY
PPO,MyopicEconomic,oot_markov,cumulative_reward,3085.1979435684475,2631.4118074953976,3587.736615752329,0.7733333333333333,OBSERVABLE_ONLY
PPO,MyopicEconomic,oot_markov,net_economic_value,643.6297186149593,436.1542716790642,892.6590519478011,0.56,OBSERVABLE_ONLY
PPO,MyopicEconomic,oot_markov,credit_loss,-1160.4032547206396,-1407.0312832360635,-934.4230405500072,0.17,OBSERVABLE_ONLY
PPO,MyopicEconomic,oot_markov,defaulted,0.14666666666666667,0.1,0.19,0.16,OBSERVABLE_ONLY
PPO_without_PD,MyopicEconomic,oot_markov,cumulative_reward,3085.1979435684475,2631.4118074953976,3587.736615752329,0.7733333333333333,OBSERVABLE_ONLY
PPO_without_PD,MyopicEconomic,oot_markov,net_economic_value,643.6297186149593,436.1542716790642,892.6590519478011,0.56,OBSERVABLE_ONLY
PPO_without_PD,MyopicEconomic,oot_markov,credit_loss,-1160.4032547206396,-1407.0312832360635,-934.4230405500072,0.17,OBSERVABLE_ONLY
PPO_without_PD,MyopicEconomic,oot_markov,defaulted,0.14666666666666667,0.1,0.19,0.16,OBSERVABLE_ONLY
Random,MyopicEconomic,oot_markov,cumulative_reward,879.9403663701861,549.6235426272808,1233.5680264874843,0.49333333333333335,OBSERVABLE_ONLY
Random,MyopicEconomic,oot_markov,net_economic_value,213.15114294591191,26.37164236700525,379.49305706355193,0.6566666666666666,OBSERVABLE_ONLY
Random,MyopicEconomic,oot_markov,credit_loss,-337.8389090904378,-512.6281108597028,-162.04163710145252,0.25,OBSERVABLE_ONLY
Random,MyopicEconomic,oot_markov,defaulted,0.07333333333333333,0.04158333333333333,0.11,0.08333333333333333,OBSERVABLE_ONLY
SIMULATOR_ONLY_ORACLE_Myopic,MyopicEconomic,oot_markov,cumulative_reward,519.9511923299681,249.04238128835382,870.6053590796639,0.3433333333333333,SIMULATOR_ONLY_ORACLE
SIMULATOR_ONLY_ORACLE_Myopic,MyopicEconomic,oot_markov,net_economic_value,209.33260622474072,88.1727894735055,362.1164835241984,0.44333333333333336,SIMULATOR_ONLY_ORACLE
SIMULATOR_ONLY_ORACLE_Myopic,MyopicEconomic,oot_markov,credit_loss,-268.5644696800379,-432.42338243310303,-132.84831351039355,0.23,SIMULATOR_ONLY_ORACLE
SIMULATOR_ONLY_ORACLE_Myopic,MyopicEconomic,oot_markov,defaulted,-0.02,-0.04,0.0,0.006666666666666667,SIMULATOR_ONLY_ORACLE
Static,MyopicEconomic,oot_markov,cumulative_reward,313.931514453915,16.788768302220692,622.4183232642639,0.41333333333333333,OBSERVABLE_ONLY
Static,MyopicEconomic,oot_markov,net_economic_value,76.22371677780197,-85.08361787041326,228.32744874653127,0.66,OBSERVABLE_ONLY
Static,MyopicEconomic,oot_markov,credit_loss,-138.36295633888545,-293.1065711442773,22.324091002901028,0.31,OBSERVABLE_ONLY
Static,MyopicEconomic,oot_markov,defaulted,0.07666666666666666,0.04825,0.10508333333333326,0.08,OBSERVABLE_ONLY
UtilizationPD,MyopicEconomic,oot_markov,cumulative_reward,1871.375708452306,1546.0011662184977,2289.5392203115207,0.5966666666666667,OBSERVABLE_ONLY
UtilizationPD,MyopicEconomic,oot_markov,net_economic_value,612.8994754895165,410.4725740678587,816.404126152919,0.7133333333333334,OBSERVABLE_ONLY
UtilizationPD,MyopicEconomic,oot_markov,credit_loss,-804.0054270380872,-1019.4137492048503,-606.5396517421644,0.17,OBSERVABLE_ONLY
UtilizationPD,MyopicEconomic,oot_markov,defaulted,0.07666666666666666,0.043333333333333335,0.11333333333333333,0.08666666666666667,OBSERVABLE_ONLY
AlwaysDecrease,Static,recovery,cumulative_reward,1307.136204244095,1045.2703797489455,1604.5751688042412,0.8133333333333334,OBSERVABLE_ONLY
AlwaysDecrease,Static,recovery,net_economic_value,395.93882355138794,261.2277782549813,515.0492634297844,0.75,OBSERVABLE_ONLY
AlwaysDecrease,Static,recovery,credit_loss,-554.9969346762118,-660.1959217618814,-435.9721108527967,0.09333333333333334,OBSERVABLE_ONLY
AlwaysDecrease,Static,recovery,defaulted,0.043333333333333335,0.018250000000000002,0.07333333333333333,0.05,OBSERVABLE_ONLY
AlwaysDecrease20,Static,recovery,cumulative_reward,2005.1534027234786,1704.2591892963255,2354.791768625389,0.86,OBSERVABLE_ONLY
AlwaysDecrease20,Static,recovery,net_economic_value,477.8587556643611,287.2215209718655,649.0224890081196,0.7633333333333333,OBSERVABLE_ONLY
AlwaysDecrease20,Static,recovery,credit_loss,-754.2427130688566,-905.9600971897936,-610.63227529407,0.13,OBSERVABLE_ONLY
AlwaysDecrease20,Static,recovery,defaulted,0.10333333333333333,0.07,0.1384166666666666,0.10666666666666667,OBSERVABLE_ONLY
AlwaysIncrease,Static,recovery,cumulative_reward,-501.94840652464586,-752.3990427280017,-294.44560808019236,0.35333333333333333,OBSERVABLE_ONLY
AlwaysIncrease,Static,recovery,net_economic_value,-64.58829851514065,-182.09141664830932,81.88634814880939,0.18,OBSERVABLE_ONLY
AlwaysIncrease,Static,recovery,credit_loss,142.45715549094064,24.496890372499898,257.2546369403521,0.6066666666666667,OBSERVABLE_ONLY
AlwaysIncrease,Static,recovery,defaulted,-0.04666666666666667,-0.07,-0.02666666666666667,0.0,OBSERVABLE_ONLY
MyopicEconomic,Static,recovery,cumulative_reward,-164.24900897581458,-398.04133292580894,63.34661205262358,0.49333333333333335,OBSERVABLE_ONLY
MyopicEconomic,Static,recovery,net_economic_value,48.11356268475544,-74.5032957347687,190.31981893303677,0.3233333333333333,OBSERVABLE_ONLY
MyopicEconomic,Static,recovery,credit_loss,1.1904176623891256,-120.13525498269014,113.51774641260542,0.47333333333333333,OBSERVABLE_ONLY
MyopicEconomic,Static,recovery,defaulted,-0.043333333333333335,-0.07,-0.023333333333333334,0.0033333333333333335,OBSERVABLE_ONLY
PDThreshold,Static,recovery,cumulative_reward,1276.843581273635,1028.226565706678,1580.44841494219,0.83,OBSERVABLE_ONLY
PDThreshold,Static,recovery,net_economic_value,415.8855694572763,297.204998268285,536.1884630083619,0.8133333333333334,OBSERVABLE_ONLY
PDThreshold,Static,recovery,credit_loss,-536.4326490662849,-650.358854609475,-428.15306508642726,0.08666666666666667,OBSERVABLE_ONLY
PDThreshold,Static,recovery,defaulted,0.03,0.01,0.056666666666666664,0.03666666666666667,OBSERVABLE_ONLY
PPO,Static,recovery,cumulative_reward,2005.1534027234788,1697.5817516326272,2381.0403188671044,0.86,OBSERVABLE_ONLY
PPO,Static,recovery,net_economic_value,477.8587556643612,295.6649742938895,648.5784383960718,0.7633333333333333,OBSERVABLE_ONLY
PPO,Static,recovery,credit_loss,-754.2427130688567,-900.7151878148112,-613.8181441332379,0.13,OBSERVABLE_ONLY
PPO,Static,recovery,defaulted,0.10333333333333333,0.07158333333333333,0.13666666666666666,0.10666666666666667,OBSERVABLE_ONLY
PPO_without_PD,Static,recovery,cumulative_reward,2005.1534027234788,1697.5817516326272,2381.0403188671044,0.86,OBSERVABLE_ONLY
PPO_without_PD,Static,recovery,net_economic_value,477.8587556643612,295.6649742938895,648.5784383960718,0.7633333333333333,OBSERVABLE_ONLY
PPO_without_PD,Static,recovery,credit_loss,-754.2427130688567,-900.7151878148112,-613.8181441332379,0.13,OBSERVABLE_ONLY
PPO_without_PD,Static,recovery,defaulted,0.10333333333333333,0.07158333333333333,0.13666666666666666,0.10666666666666667,OBSERVABLE_ONLY
Random,Static,recovery,cumulative_reward,341.8169093049462,141.32929543710853,580.8577575128381,0.58,OBSERVABLE_ONLY
Random,Static,recovery,net_economic_value,73.44986523558315,-47.41593752006149,186.94961850168443,0.5433333333333333,OBSERVABLE_ONLY
Random,Static,recovery,credit_loss,-108.43539613848327,-202.4578226969915,-3.7255239202841484,0.33666666666666667,OBSERVABLE_ONLY
Random,Static,recovery,defaulted,0.02,0.0,0.043333333333333335,0.03,OBSERVABLE_ONLY
SIMULATOR_ONLY_ORACLE_Myopic,Static,recovery,cumulative_reward,-194.76649426329683,-433.1116755020306,73.58924184897253,0.4666666666666667,SIMULATOR_ONLY_ORACLE
SIMULATOR_ONLY_ORACLE_Myopic,Static,recovery,net_economic_value,48.39070029631022,-54.536297256371235,165.38237875434774,0.32,SIMULATOR_ONLY_ORACLE
SIMULATOR_ONLY_ORACLE_Myopic,Static,recovery,credit_loss,5.704677366290425,-106.86045333623778,105.22483396583311,0.5033333333333333,SIMULATOR_ONLY_ORACLE
SIMULATOR_ONLY_ORACLE_Myopic,Static,recovery,defaulted,-0.03666666666666667,-0.06,-0.016666666666666666,0.0033333333333333335,SIMULATOR_ONLY_ORACLE
UtilizationPD,Static,recovery,cumulative_reward,1275.1254467385263,1026.1417260562841,1578.4091697238134,0.8133333333333334,OBSERVABLE_ONLY
UtilizationPD,Static,recovery,net_economic_value,415.68162212076345,297.1086943975543,535.9135195173125,0.81,OBSERVABLE_ONLY
UtilizationPD,Static,recovery,credit_loss,-536.34732874419,-650.3183274564799,-428.15306508642726,0.08666666666666667,OBSERVABLE_ONLY
UtilizationPD,Static,recovery,defaulted,0.03,0.01,0.056666666666666664,0.03666666666666667,OBSERVABLE_ONLY
AlwaysDecrease,MyopicEconomic,recovery,cumulative_reward,1471.38521321991,1105.4144303767303,1833.1312076792026,0.7033333333333334,OBSERVABLE_ONLY
AlwaysDecrease,MyopicEconomic,recovery,net_economic_value,347.82526086663245,147.3988798109036,504.2554391196239,0.6466666666666666,OBSERVABLE_ONLY
AlwaysDecrease,MyopicEconomic,recovery,credit_loss,-556.187352338601,-707.016137734422,-374.2810840471653,0.20666666666666667,OBSERVABLE_ONLY
AlwaysDecrease,MyopicEconomic,recovery,defaulted,0.08666666666666667,0.05333333333333334,0.12666666666666668,0.09666666666666666,OBSERVABLE_ONLY
AlwaysDecrease20,MyopicEconomic,recovery,cumulative_reward,2169.402411699293,1775.3761602236054,2591.5056519404,0.7933333333333333,OBSERVABLE_ONLY
AlwaysDecrease20,MyopicEconomic,recovery,net_economic_value,429.74519297960575,224.81509883321547,603.4802017058582,0.68,OBSERVABLE_ONLY
AlwaysDecrease20,MyopicEconomic,recovery,credit_loss,-755.4331307312458,-935.9336333672208,-569.9110598865396,0.17,OBSERVABLE_ONLY
AlwaysDecrease20,MyopicEconomic,recovery,defaulted,0.14666666666666667,0.11333333333333333,0.18333333333333332,0.14666666666666667,OBSERVABLE_ONLY
AlwaysIncrease,MyopicEconomic,recovery,cumulative_reward,-337.69939754883126,-502.47386209019123,-158.1301617638882,0.41,OBSERVABLE_ONLY
AlwaysIncrease,MyopicEconomic,recovery,net_economic_value,-112.70186119989611,-201.83451282259875,-2.653871383020998,0.5533333333333333,OBSERVABLE_ONLY
AlwaysIncrease,MyopicEconomic,recovery,credit_loss,141.2667378285515,44.83779797345523,217.0759271907964,0.36,OBSERVABLE_ONLY
AlwaysIncrease,MyopicEconomic,recovery,defaulted,-0.0033333333333333335,-0.016666666666666666,0.006666666666666667,0.0033333333333333335,OBSERVABLE_ONLY
PDThreshold,MyopicEconomic,recovery,cumulative_reward,1441.0925902494494,1098.4643931996884,1805.3228130990344,0.7033333333333334,OBSERVABLE_ONLY
PDThreshold,MyopicEconomic,recovery,net_economic_value,367.7720067725208,172.41338272817927,521.0894347783798,0.7366666666666667,OBSERVABLE_ONLY
PDThreshold,MyopicEconomic,recovery,credit_loss,-537.6230667286741,-693.637242517764,-358.7668762569805,0.2,OBSERVABLE_ONLY
PDThreshold,MyopicEconomic,recovery,defaulted,0.07333333333333333,0.043333333333333335,0.10841666666666659,0.08333333333333333,OBSERVABLE_ONLY
PPO,MyopicEconomic,recovery,cumulative_reward,2169.402411699293,1791.206310080915,2580.066453783571,0.7933333333333333,OBSERVABLE_ONLY
PPO,MyopicEconomic,recovery,net_economic_value,429.7451929796057,210.67116397352515,624.8765671042592,0.68,OBSERVABLE_ONLY
PPO,MyopicEconomic,recovery,credit_loss,-755.4331307312458,-918.0634195612203,-577.8681516858672,0.17,OBSERVABLE_ONLY
PPO,MyopicEconomic,recovery,defaulted,0.14666666666666667,0.11,0.18666666666666668,0.14666666666666667,OBSERVABLE_ONLY
PPO_without_PD,MyopicEconomic,recovery,cumulative_reward,2169.402411699293,1791.206310080915,2580.066453783571,0.7933333333333333,OBSERVABLE_ONLY
PPO_without_PD,MyopicEconomic,recovery,net_economic_value,429.7451929796057,210.67116397352515,624.8765671042592,0.68,OBSERVABLE_ONLY
PPO_without_PD,MyopicEconomic,recovery,credit_loss,-755.4331307312458,-918.0634195612203,-577.8681516858672,0.17,OBSERVABLE_ONLY
PPO_without_PD,MyopicEconomic,recovery,defaulted,0.14666666666666667,0.11,0.18666666666666668,0.14666666666666667,OBSERVABLE_ONLY
Random,MyopicEconomic,recovery,cumulative_reward,506.0659182807609,248.31194537308872,768.2126040971826,0.5233333333333333,OBSERVABLE_ONLY
Random,MyopicEconomic,recovery,net_economic_value,25.3363025508277,-135.28442926073666,175.2745640078002,0.64,OBSERVABLE_ONLY
Random,MyopicEconomic,recovery,credit_loss,-109.6258138008724,-245.0637094369683,32.423509701793655,0.28,OBSERVABLE_ONLY
Random,MyopicEconomic,recovery,defaulted,0.06333333333333334,0.03666666666666667,0.09666666666666666,0.07,OBSERVABLE_ONLY
SIMULATOR_ONLY_ORACLE_Myopic,MyopicEconomic,recovery,cumulative_reward,-30.517485287482213,-151.8907120361079,103.40367387435563,0.24333333333333335,SIMULATOR_ONLY_ORACLE
SIMULATOR_ONLY_ORACLE_Myopic,MyopicEconomic,recovery,net_economic_value,0.27713761155475214,-74.196593472515,88.83633685516696,0.31333333333333335,SIMULATOR_ONLY_ORACLE
SIMULATOR_ONLY_ORACLE_Myopic,MyopicEconomic,recovery,credit_loss,4.5142597039013,-76.51468047825492,72.05997129590436,0.15,SIMULATOR_ONLY_ORACLE
SIMULATOR_ONLY_ORACLE_Myopic,MyopicEconomic,recovery,defaulted,0.006666666666666667,-0.0033333333333333335,0.01841666666666659,0.01,SIMULATOR_ONLY_ORACLE
Static,MyopicEconomic,recovery,cumulative_reward,164.24900897581458,-63.3466120526236,398.04133292580866,0.49333333333333335,OBSERVABLE_ONLY
Static,MyopicEconomic,recovery,net_economic_value,-48.11356268475544,-190.31981893303683,74.50329573476853,0.6633333333333333,OBSERVABLE_ONLY
Static,MyopicEconomic,recovery,credit_loss,-1.1904176623891256,-113.51774641260559,120.13525498269,0.30666666666666664,OBSERVABLE_ONLY
Static,MyopicEconomic,recovery,defaulted,0.043333333333333335,0.023333333333333334,0.07,0.04666666666666667,OBSERVABLE_ONLY
UtilizationPD,MyopicEconomic,recovery,cumulative_reward,1439.374455714341,1096.398132219878,1804.291155976027,0.7,OBSERVABLE_ONLY
UtilizationPD,MyopicEconomic,recovery,net_economic_value,367.568059436008,172.15867453292293,521.0148951930299,0.7366666666666667,OBSERVABLE_ONLY
UtilizationPD,MyopicEconomic,recovery,credit_loss,-537.5377464065792,-693.551922195669,-358.6772899187809,0.2,OBSERVABLE_ONLY
UtilizationPD,MyopicEconomic,recovery,defaulted,0.07333333333333333,0.043333333333333335,0.10841666666666659,0.08333333333333333,OBSERVABLE_ONLY
AlwaysDecrease,Static,severe_stress,cumulative_reward,1688.4020475626673,1492.7156050742801,1885.557436737078,0.89,OBSERVABLE_ONLY
AlwaysDecrease,Static,severe_stress,net_economic_value,826.0988362594736,719.8918930532343,920.9206339931616,0.8733333333333333,OBSERVABLE_ONLY
AlwaysDecrease,Static,severe_stress,credit_loss,-928.133862903315,-1026.4232535049812,-818.525011310545,0.06,OBSERVABLE_ONLY
AlwaysDecrease,Static,severe_stress,defaulted,0.02,0.006666666666666667,0.03666666666666667,0.02,OBSERVABLE_ONLY
AlwaysDecrease20,Static,severe_stress,cumulative_reward,2747.200162887738,2492.1265925443467,3026.403509340524,0.9533333333333334,OBSERVABLE_ONLY
AlwaysDecrease20,Static,severe_stress,net_economic_value,1213.3859187176315,1087.7290455783022,1346.0577373488193,0.89,OBSERVABLE_ONLY
AlwaysDecrease20,Static,severe_stress,credit_loss,-1408.2836604620588,-1560.264678173506,-1281.2107277365162,0.056666666666666664,OBSERVABLE_ONLY
AlwaysDecrease20,Static,severe_stress,defaulted,0.04,0.02,0.06508333333333326,0.04,OBSERVABLE_ONLY
AlwaysIncrease,Static,severe_stress,cumulative_reward,-738.1490545939802,-948.9989386635202,-528.1414928557691,0.38333333333333336,OBSERVABLE_ONLY
AlwaysIncrease,Static,severe_stress,net_economic_value,-261.02360729423896,-356.68948556948646,-136.99154154961525,0.31333333333333335,OBSERVABLE_ONLY
AlwaysIncrease,Static,severe_stress,credit_loss,320.43318694141607,200.18890306013523,419.4246074702927,0.6,OBSERVABLE_ONLY
AlwaysIncrease,Static,severe_stress,defaulted,-0.03666666666666667,-0.06,-0.02,0.0,OBSERVABLE_ONLY
MyopicEconomic,Static,severe_stress,cumulative_reward,-265.0933184316048,-460.43673328035135,-31.713416649717338,0.5433333333333333,OBSERVABLE_ONLY
MyopicEconomic,Static,severe_stress,net_economic_value,63.66568508694768,-31.06730637762609,191.80620008191661,0.49,OBSERVABLE_ONLY
MyopicEconomic,Static,severe_stress,credit_loss,-13.663353527984937,-142.62664896572497,78.46746341068966,0.44666666666666666,OBSERVABLE_ONLY
MyopicEconomic,Static,severe_stress,defaulted,-0.04,-0.06508333333333334,-0.02,0.0,OBSERVABLE_ONLY
PDThreshold,Static,severe_stress,cumulative_reward,1224.8028348393016,1058.726365378332,1387.6582674278143,0.8666666666666667,OBSERVABLE_ONLY
PDThreshold,Static,severe_stress,net_economic_value,607.5677623870629,523.8754520249015,685.8942024921038,0.8433333333333334,OBSERVABLE_ONLY
PDThreshold,Static,severe_stress,credit_loss,-672.1318443511453,-759.0657719485583,-584.8848107500502,0.06666666666666667,OBSERVABLE_ONLY
PDThreshold,Static,severe_stress,defaulted,0.006666666666666667,0.0,0.016666666666666666,0.006666666666666667,OBSERVABLE_ONLY
PPO,Static,severe_stress,cumulative_reward,2747.2001628877374,2501.9741569998996,3007.399003533314,0.9533333333333334,OBSERVABLE_ONLY
PPO,Static,severe_stress,net_economic_value,1213.3859187176315,1091.058975048755,1360.014379668017,0.89,OBSERVABLE_ONLY
PPO,Static,severe_stress,credit_loss,-1408.2836604620588,-1551.5899170407831,-1279.8875140033686,0.056666666666666664,OBSERVABLE_ONLY
PPO,Static,severe_stress,defaulted,0.04,0.02,0.06333333333333334,0.04,OBSERVABLE_ONLY
PPO_without_PD,Static,severe_stress,cumulative_reward,2747.2001628877374,2501.9741569998996,3007.399003533314,0.9533333333333334,OBSERVABLE_ONLY
PPO_without_PD,Static,severe_stress,net_economic_value,1213.3859187176315,1091.058975048755,1360.014379668017,0.89,OBSERVABLE_ONLY
PPO_without_PD,Static,severe_stress,credit_loss,-1408.2836604620588,-1551.5899170407831,-1279.8875140033686,0.056666666666666664,OBSERVABLE_ONLY
PPO_without_PD,Static,severe_stress,defaulted,0.04,0.02,0.06333333333333334,0.04,OBSERVABLE_ONLY
Random,Static,severe_stress,cumulative_reward,330.54108033748537,173.21461276332315,472.21182941957596,0.6166666666666667,OBSERVABLE_ONLY
Random,Static,severe_stress,net_economic_value,177.00872813737058,105.55749809125153,246.00982952244667,0.5933333333333334,OBSERVABLE_ONLY
Random,Static,severe_stress,credit_loss,-190.92426566832344,-257.4205927334529,-115.89281021428565,0.3466666666666667,OBSERVABLE_ONLY
Random,Static,severe_stress,defaulted,0.0,-0.011749999999999998,0.013333333333333334,0.006666666666666667,OBSERVABLE_ONLY
SIMULATOR_ONLY_ORACLE_Myopic,Static,severe_stress,cumulative_reward,105.7781303560961,-152.4691669329475,363.2479100922822,0.56,SIMULATOR_ONLY_ORACLE
SIMULATOR_ONLY_ORACLE_Myopic,Static,severe_stress,net_economic_value,238.01839732859307,144.64116073971206,370.607364395257,0.49,SIMULATOR_ONLY_ORACLE
SIMULATOR_ONLY_ORACLE_Myopic,Static,severe_stress,credit_loss,-209.0095580973809,-346.95077482906237,-101.12088575501586,0.44333333333333336,SIMULATOR_ONLY_ORACLE
SIMULATOR_ONLY_ORACLE_Myopic,Static,severe_stress,defaulted,-0.04,-0.06333333333333334,-0.02158333333333341,0.0,SIMULATOR_ONLY_ORACLE
UtilizationPD,Static,severe_stress,cumulative_reward,1227.1413308467004,1056.369727537212,1392.3078323426894,0.8433333333333334,OBSERVABLE_ONLY
UtilizationPD,Static,severe_stress,net_economic_value,612.387798639929,528.2376364983862,691.5107378691742,0.8566666666666667,OBSERVABLE_ONLY
UtilizationPD,Static,severe_stress,credit_loss,-677.1739499940612,-765.240275897124,-587.8805785670439,0.06666666666666667,OBSERVABLE_ONLY
UtilizationPD,Static,severe_stress,defaulted,0.006666666666666667,0.0,0.016666666666666666,0.006666666666666667,OBSERVABLE_ONLY
AlwaysDecrease,MyopicEconomic,severe_stress,cumulative_reward,1953.4953659942719,1659.8828116462469,2253.6752234814862,0.7966666666666666,OBSERVABLE_ONLY
AlwaysDecrease,MyopicEconomic,severe_stress,net_economic_value,762.433151172526,615.4411163565213,875.091705195581,0.7566666666666667,OBSERVABLE_ONLY
AlwaysDecrease,MyopicEconomic,severe_stress,credit_loss,-914.4705093753302,-1037.8211011313826,-767.1885552483045,0.17333333333333334,OBSERVABLE_ONLY
AlwaysDecrease,MyopicEconomic,severe_stress,defaulted,0.06,0.034916666666666665,0.09174999999999993,0.06,OBSERVABLE_ONLY
AlwaysDecrease20,MyopicEconomic,severe_stress,cumulative_reward,3012.293481319342,2652.0919646364537,3364.4947262248374,0.9066666666666666,OBSERVABLE_ONLY
AlwaysDecrease20,MyopicEconomic,severe_stress,net_economic_value,1149.7202336306839,999.1840108885699,1304.3498813658389,0.8066666666666666,OBSERVABLE_ONLY
AlwaysDecrease20,MyopicEconomic,severe_stress,credit_loss,-1394.620306934074,-1544.0359471015304,-1229.2456495752988,0.10333333333333333,OBSERVABLE_ONLY
AlwaysDecrease20,MyopicEconomic,severe_stress,defaulted,0.08,0.05,0.11333333333333333,0.08,OBSERVABLE_ONLY
AlwaysIncrease,MyopicEconomic,severe_stress,cumulative_reward,-473.05573616237535,-648.7927892222334,-336.3750840932876,0.31,OBSERVABLE_ONLY
AlwaysIncrease,MyopicEconomic,severe_stress,net_economic_value,-324.6892923811866,-423.2159415552069,-239.4851067349194,0.36333333333333334,OBSERVABLE_ONLY
