policy,policy_seed,scenario,information_set,episodes,customer_months,cumulative_reward,discounted_reward,net_economic_value,revenue,credit_loss,funding_cost,capital_charge,constraint_penalty,mean_balance,mean_limit,mean_utilization,limit_changes,reversals,default_rate,ever_delinquent_rate,delinquent_month_rate,credit_loss_rate,mean_exposure_at_default,mean_predicted_pd,high_risk_exposure_share,increase_fraction,decrease_fraction,no_change_fraction,requested_change,effective_change,mean_absolute_change,delinquent_increase_fraction,severe_delinquent_increases,blocked_fraction,mean_limit_growth
AlwaysIncrease,-1,baseline,OBSERVABLE_ONLY,300,4512,-6339.5597220736,-5342.919363083907,-1703.1034748670954,1103.2416018863385,2638.013149755643,168.33192699779076,4516.608509821033,119.8477373854714,5008.473106485391,11370.307379878217,0.47562158222670364,6.876666666666667,0.0,0.5933333333333334,0.7166666666666667,0.13652482269503546,0.9593878592219532,8083.799233163359,0.42203480732066484,0.48522416629965337,0.45722517730496454,0.0,0.5427748226950354,0.045722517730496494,0.04351126706507113,0.04351126706507113,0.05585106382978723,0,0.0,1.0459899701867044
AlwaysIncrease,-1,mild_stress,OBSERVABLE_ONLY,300,4179,-6439.533261678997,-5481.179719648052,-1956.3387699065584,982.516738532264,2785.977837140403,152.87767129841896,4360.815014266779,122.37947750565999,4979.5070709210495,11168.838882116268,0.48075917679759866,6.67,0.0,0.65,0.75,0.15434314429289303,1.0131993895714742,7792.944998994135,0.4580524120442764,0.5354072053564235,0.47882268485283563,0.0,0.5211773151471644,0.047882268485283604,0.045674772897225525,0.045674772897225525,0.06317300789662599,0,0.0,0.9944382780451986
AlwaysIncrease,-1,oot_markov,OBSERVABLE_ONLY,300,4570,-5889.727355072897,-4935.583857832064,-1716.612384705435,969.7974662727055,2537.164622877584,149.24522810055612,4045.3875180120735,127.72745235538683,4418.332703916094,10985.732753188271,0.4400315401753529,7.92,0.0,0.62,0.73,0.1387308533916849,1.0591020394876112,7440.365462984118,0.4395828242964617,0.5043824569238801,0.5199124726477025,0.0,0.4800875273522976,0.051991247264770286,0.04982455318492825,0.04982455318492825,0.05908096280087528,0,0.0,1.2482069796993036
AlwaysIncrease,-1,recovery,OBSERVABLE_ONLY,300,3151,-5776.6424507775355,-5150.4736037264265,-2056.5681884272667,668.8293423468513,2617.04705989027,108.35047088384843,3599.160855445846,120.91340690442247,4599.625874772598,10307.109458721696,0.47972389705244706,5.17,0.0,0.7433333333333333,0.7866666666666666,0.2148524278006982,0.9517629495151693,6401.256567200006,0.567012815601028,0.7076565916824471,0.4922246905744208,0.0,0.5077753094255791,0.049222469057442125,0.04698484359421815,0.04698484359421815,0.09425579181212314,0,0.0,0.7260194595472044
AlwaysIncrease,-1,severe_stress,OBSERVABLE_ONLY,300,2949,-6417.613744365352,-5632.2492761739095,-2755.2491137117377,609.6439136354315,3260.9125746397535,103.98045270741571,3540.5497800612266,121.81485059238936,4861.810481020203,10455.027653250227,0.49535346821083226,5.89,0.0,0.8766666666666667,0.8266666666666667,0.2550016954899966,1.1859227973838453,6763.040251586076,0.6113581109361589,0.6796141755953671,0.5991861648016277,0.0,0.4008138351983723,0.05991861648016282,0.05749399050137123,0.05749399050137123,0.10715496778569006,0,0.0,0.811043883134788
MyopicEconomic,-1,baseline,OBSERVABLE_ONLY,300,4648,-5519.783312528076,-4624.679509396606,-1285.2452738069612,1066.1592244536012,2191.299451576829,160.10504668373315,4114.475780840603,120.06225788051216,4522.511104160274,11174.149301597086,0.47315984759595875,6.773333333333333,1.6033333333333333,0.57,0.7166666666666667,0.13532702237521516,0.7969278280350002,6989.790914120667,0.4126769161924155,0.4558541334073215,0.3278829604130809,0.10929432013769363,0.5628227194492255,0.04274956970740102,0.040145854700074896,0.07697890117167558,0.0387263339070568,0,0.0,0.9475575587488049
MyopicEconomic,-1,baseline_biased_pd,OBSERVABLE_ONLY,300,4664,-5512.311788503664,-4619.70633588324,-1280.373320287076,1070.8140149295225,2190.570329803567,160.61700541303128,4111.90472313141,120.03374508517838,4523.097753951689,11424.398508205211,0.4657709485259655,6.06,1.1533333333333333,0.5666666666666667,0.7133333333333334,0.13271869639794168,0.7966626623449705,7028.5679031130485,0.411585984717584,0.45530235295410426,0.30874785591766724,0.08104631217838765,0.6102058319039451,0.04416809605488851,0.04172171211820174,0.06980919067737841,0.037307032590051456,0,0.0,1.014125190725299
MyopicEconomic,-1,mild_stress,OBSERVABLE_ONLY,300,4281,-5620.410802664402,-4774.248258848733,-1525.5889045791337,945.5071016179886,2326.4131931200823,144.68281307704018,3971.6315564892575,123.19034159601118,4498.834682298684,10951.882567372204,0.47812763235615063,6.773333333333333,1.6833333333333333,0.63,0.74,0.153468815697267,0.8460657496039875,6714.035189379746,0.45146682160552926,0.5063524845034141,0.35622518103246903,0.11843027330063069,0.5253445456669003,0.04634431207661761,0.04336028205501015,0.08358452872634861,0.04555010511562719,0,0.0,0.9399463294278576
MyopicEconomic,-1,oot_markov,OBSERVABLE_ONLY,300,4674,-5246.869883106961,-4382.915226919102,-1381.9189637475026,945.929441078566,2184.303023443172,143.54538138289655,3737.776016104626,127.17490325483324,4090.706826151797,11168.651691380957,0.4221562291733962,7.44,1.55,0.6,0.7333333333333333,0.13628583654257595,0.9118051568777682,6619.100071039915,0.4306321906949948,0.4702627949153335,0.376551133932392,0.10098416773641421,0.5224646983311938,0.0532520325203252,0.050086905586381236,0.08483230567196104,0.04214805305947796,0,0.0,1.195863246107396
MyopicEconomic,-1,recovery,OBSERVABLE_ONLY,300,3129,-5438.943053228704,-4856.520850182832,-1943.8663272273711,634.498130140482,2475.7803220617184,102.58413530613458,3375.3446080122867,119.73211798904585,4386.695993585709,10350.856707150135,0.47140213408472165,5.006666666666667,0.9033333333333333,0.7466666666666667,0.7866666666666666,0.22051773729626079,0.9003873173667258,6028.685849176261,0.5660142408173161,0.6908424498753354,0.3828699264940876,0.09715564077980185,0.5199744327261105,0.054522211569191424,0.0514331776948484,0.08499022467471418,0.07158836689038031,0,0.0,0.7624087384028525
MyopicEconomic,-1,severe_stress,OBSERVABLE_ONLY,300,3021,-5944.558008202977,-5176.128671729689,-2430.5598213305507,596.6799296241112,2926.816034170352,100.4237167843097,3389.6088682603126,124.38931861211415,4445.019785883853,10290.866201688992,0.4952447132007473,5.846666666666667,1.2033333333333334,0.8733333333333333,0.8366666666666667,0.26150281363786826,1.0644191707760362,6093.301944837652,0.6097419182608179,0.6708392659952954,0.44654088050314467,0.13406156901688182,0.4193975504799735,0.0602780536246276,0.05713034334540887,0.10393603682438933,0.07116848725587553,0,0.0,0.8319094633790317
PDThreshold,-1,baseline,OBSERVABLE_ONLY,300,4219,-3679.5021388324994,-3239.1614301750756,-827.9712688944412,802.6622639334576,1511.5045967902552,119.12893603764373,2741.555196761822,109.97567317623592,3841.9812675963767,6429.2694079662615,0.7478625392715142,7.206666666666667,0.16,0.64,0.7533333333333333,0.16544204787864422,0.5497012626540804,4294.047149972316,0.41524068439071743,0.35325561986113174,0.11780042664138421,0.3946432803981986,0.48755629296041714,-0.027684285375681423,-0.02821122223215656,0.050712336319122864,0.00023702299123014932,0,0.0,-0.15606716057990566
PDThreshold,-1,baseline_biased_pd,OBSERVABLE_ONLY,300,4339,-5561.210971799724,-4717.63210341879,-1375.9478865625338,1013.7936530417635,2235.2835616798784,154.45797792441851,4066.353446948511,118.90963828867969,4658.656777232735,8424.947095052195,0.631778973196255,2.03,0.0,0.6333333333333333,0.7433333333333333,0.15833141276791887,0.8129238897814914,6417.081995253239,0.43134942505723756,0.4807811773718953,0.14035492048859183,0.0,0.8596450795114081,0.014035492048859195,0.01324464912693818,0.01324464912693818,0.0006914035492048859,0,0.0,0.3003909066096146
PDThreshold,-1,mild_stress,OBSERVABLE_ONLY,300,3779,-3923.798540046859,-3478.785197344392,-1119.5376342182835,696.3227929331039,1709.7705111956398,106.0899159557477,2693.141266631112,111.11963919746321,3869.7178920709266,6231.759761026494,0.7618128368140915,7.033333333333333,0.15,0.7166666666666667,0.7866666666666666,0.19264355649642761,0.6218062524247661,4337.684172166528,0.45866215231034285,0.4325974003657331,0.10346652553585604,0.45488224397988886,0.4416512304842551,-0.03514157184440326,-0.03558623161912902,0.05534167686028393,0.0002646202699126753,0,0.0,-0.21764304962616782
PDThreshold,-1,oot_markov,OBSERVABLE_ONLY,300,4298,-3335.67674933082,-2912.424622612705,-744.099418058919,720.9922983487355,1357.898149271727,107.19356713592742,2472.632481332877,118.94484993902329,3333.2406870486357,5746.034933922203,0.7499607671292741,7.696666666666666,0.12333333333333334,0.67,0.76,0.1665891112145184,0.5668346020365934,3684.9339193262604,0.43602248098097535,0.37414328222622334,0.10725919032107957,0.42996742671009774,0.4627733829688227,-0.0322708236389018,-0.03271871188367721,0.05305211566219873,0.0,0,0.0,-0.19986146078032416
PDThreshold,-1,recovery,OBSERVABLE_ONLY,300,2676,-3997.8504629792537,-3699.4165295504476,-1576.09432045485,433.4675123828285,1938.1572553330443,71.4045775046343,2316.3737702135286,105.3823723108759,3805.4919146844745,5474.518582705213,0.7807982451489642,6.623333333333333,0.14333333333333334,0.82,0.81,0.26756352765321373,0.7048655311675398,4297.466198077704,0.5790719203889881,0.6898107841582923,0.11584454409566518,0.6266816143497758,0.25747384155455905,-0.05108370702541103,-0.05136092264253906,0.0739092757907757,0.0003736920777279522,0,0.0,-0.30150145865216155
PDThreshold,-1,severe_stress,OBSERVABLE_ONLY,300,2614,-4454.661854932071,-3990.074754706739,-1886.6577440304357,458.7723347604524,2268.3475433471917,77.08253544369606,2461.710913047522,106.29319785411305,4015.5445393006394,5924.337588353293,0.7686312020968799,5.846666666666667,0.14333333333333334,0.92,0.8466666666666667,0.28309104820198927,0.8249485389353807,4482.900283294845,0.6034476154198929,0.6203108344512135,0.04246365723029839,0.6285386381025249,0.32899770466717676,-0.05860749808722263,-0.05872745550025374,0.06697529567139245,0.0,0,0.0,-0.3742174313386281
PPO,101,baseline,OBSERVABLE_ONLY,300,3716,-2363.526272135968,-2179.144172572943,-779.4278188459028,385.29348836532785,1105.8893872250517,58.831919986179045,1494.144013722069,89.9544395679964,2663.905498272022,2794.780922950109,1.0981219460698393,8.49,0.0,0.7133333333333334,0.8166666666666667,0.18729817007534985,0.4021878556004914,2818.749500148814,0.3942240858022849,0.42627987697858644,0.0,0.6854144241119483,0.3145855758880517,-0.19999999999999996,-0.13376337634155822,0.13376337634155822,0.0,0,0.0,-0.7740089821486579
PPO,101,baseline_biased_pd,OBSERVABLE_ONLY,300,3716,-2363.526272135968,-2179.144172572943,-779.4278188459028,385.29348836532785,1105.8893872250517,58.831919986179045,1494.144013722069,89.9544395679964,2663.905498272022,2794.780922950109,1.0981219460698393,8.49,0.0,0.7133333333333334,0.8166666666666667,0.18729817007534985,0.4021878556004914,2818.749500148814,0.3942240858022849,0.42627987697858644,0.0,0.6854144241119483,0.3145855758880517,-0.19999999999999996,-0.13376337634155822,0.13376337634155822,0.0,0,0.0,-0.7740089821486579
PPO,101,mild_stress,OBSERVABLE_ONLY,300,3335,-2520.1023318971743,-2315.0854138127015,-887.7298521760283,368.2492334433973,1198.7041730534695,57.27491256595602,1536.9771327268647,95.39534699428147,2785.5961981664946,2921.6027314208145,1.1076498524041583,8.18,0.0,0.7866666666666666,0.8266666666666667,0.22038980509745126,0.43594256932825204,2770.502711217572,0.4501543966804657,0.4649976866246711,0.0,0.735832083958021,0.26416791604197903,-0.19999999999999996,-0.14427244849534132,0.14427244849534132,0.0,0,0.0,-0.7680922563932794
PPO,101,oot_markov,OBSERVABLE_ONLY,300,3656,-2161.671939538514,-1987.3783355397793,-738.2892451325431,337.57529355306247,1023.8997687225321,51.96476996307351,1326.8708125005035,96.51188190546738,2403.3607163320003,2556.7043414253267,1.1114653826365313,8.27,0.0,0.7466666666666667,0.7866666666666666,0.19064551422319476,0.4274118925933208,2493.2624238373346,0.42053943935749827,0.45621175725670804,0.0,0.6786105032822757,0.32138949671772427,-0.19999999999999996,-0.13211477800790478,0.13211477800790478,0.0,0,0.0,-0.7761756381033681
PPO,101,recovery,OBSERVABLE_ONLY,300,2142,-3269.54064152941,-3074.5637317798564,-1514.1211342477652,251.11672197093606,1720.3471913304722,44.89066488822881,1663.916536381019,91.50297090062665,3334.5389134238776,3765.355318380973,1.0260766487297013,5.733333333333333,0.0,0.8933333333333333,0.8233333333333334,0.3188608776844071,0.6256527603594109,3501.3850569819656,0.6197286823895983,0.8358367930038725,0.0,0.8029878618113913,0.19701213818860877,-0.19999999999999998,-0.15879809269611078,0.15879809269611078,0.0,0,0.0,-0.6350424331871488
PPO,101,severe_stress,OBSERVABLE_ONLY,300,2230,-2932.2645268836345,-2700.448105543057,-1280.8395876998673,301.69936204241293,1532.1957272362786,50.343222506001624,1560.0935789445286,91.33136023923919,3162.9267697398554,3423.446592789948,1.0739865489038807,6.723333333333334,0.0,0.9533333333333334,0.85,0.30358744394618836,0.5572261756156899,2922.1787550596537,0.6083440283214893,0.575416318397273,0.0,0.9044843049327355,0.09551569506726458,-0.19999999999999996,-0.17946350561555102,0.17946350561555102,0.0,0,0.0,-0.7225282841210575
PPO,202,baseline,OBSERVABLE_ONLY,300,3716,-2363.526272135968,-2179.144172572943,-779.4278188459028,385.29348836532785,1105.8893872250517,58.831919986179045,1494.144013722069,89.9544395679964,2663.905498272022,2794.780922950109,1.0981219460698393,8.49,0.0,0.7133333333333334,0.8166666666666667,0.18729817007534985,0.4021878556004914,2818.749500148814,0.3942240858022849,0.42627987697858644,0.0,0.6854144241119483,0.3145855758880517,-0.19999999999999996,-0.13376337634155822,0.13376337634155822,0.0,0,0.0,-0.7740089821486579
PPO,202,baseline_biased_pd,OBSERVABLE_ONLY,300,3716,-2363.526272135968,-2179.144172572943,-779.4278188459028,385.29348836532785,1105.8893872250517,58.831919986179045,1494.144013722069,89.9544395679964,2663.905498272022,2794.780922950109,1.0981219460698393,8.49,0.0,0.7133333333333334,0.8166666666666667,0.18729817007534985,0.4021878556004914,2818.749500148814,0.3942240858022849,0.42627987697858644,0.0,0.6854144241119483,0.3145855758880517,-0.19999999999999996,-0.13376337634155822,0.13376337634155822,0.0,0,0.0,-0.7740089821486579
PPO,202,mild_stress,OBSERVABLE_ONLY,300,3335,-2520.1023318971743,-2315.0854138127015,-887.7298521760283,368.2492334433973,1198.7041730534695,57.27491256595602,1536.9771327268647,95.39534699428147,2785.5961981664946,2921.6027314208145,1.1076498524041583,8.18,0.0,0.7866666666666666,0.8266666666666667,0.22038980509745126,0.43594256932825204,2770.502711217572,0.4501543966804657,0.4649976866246711,0.0,0.735832083958021,0.26416791604197903,-0.19999999999999996,-0.14427244849534132,0.14427244849534132,0.0,0,0.0,-0.7680922563932794
PPO,202,oot_markov,OBSERVABLE_ONLY,300,3656,-2161.671939538514,-1987.3783355397793,-738.2892451325431,337.57529355306247,1023.8997687225321,51.96476996307351,1326.8708125005035,96.51188190546738,2403.3607163320003,2556.7043414253267,1.1114653826365313,8.27,0.0,0.7466666666666667,0.7866666666666666,0.19064551422319476,0.4274118925933208,2493.2624238373346,0.42053943935749827,0.45621175725670804,0.0,0.6786105032822757,0.32138949671772427,-0.19999999999999996,-0.13211477800790478,0.13211477800790478,0.0,0,0.0,-0.7761756381033681
PPO,202,recovery,OBSERVABLE_ONLY,300,2142,-3269.54064152941,-3074.5637317798564,-1514.1211342477652,251.11672197093606,1720.3471913304722,44.89066488822881,1663.916536381019,91.50297090062665,3334.5389134238776,3765.355318380973,1.0260766487297013,5.733333333333333,0.0,0.8933333333333333,0.8233333333333334,0.3188608776844071,0.6256527603594109,3501.3850569819656,0.6197286823895983,0.8358367930038725,0.0,0.8029878618113913,0.19701213818860877,-0.19999999999999998,-0.15879809269611078,0.15879809269611078,0.0,0,0.0,-0.6350424331871488
PPO,202,severe_stress,OBSERVABLE_ONLY,300,2230,-2932.2645268836345,-2700.448105543057,-1280.8395876998673,301.69936204241293,1532.1957272362786,50.343222506001624,1560.0935789445286,91.33136023923919,3162.9267697398554,3423.446592789948,1.0739865489038807,6.723333333333334,0.0,0.9533333333333334,0.85,0.30358744394618836,0.5572261756156899,2922.1787550596537,0.6083440283214893,0.575416318397273,0.0,0.9044843049327355,0.09551569506726458,-0.19999999999999996,-0.17946350561555102,0.17946350561555102,0.0,0,0.0,-0.7225282841210575
PPO,303,baseline,OBSERVABLE_ONLY,300,3716,-2363.526272135968,-2179.144172572943,-779.4278188459028,385.29348836532785,1105.8893872250517,58.831919986179045,1494.144013722069,89.9544395679964,2663.905498272022,2794.780922950109,1.0981219460698393,8.49,0.0,0.7133333333333334,0.8166666666666667,0.18729817007534985,0.4021878556004914,2818.749500148814,0.3942240858022849,0.42627987697858644,0.0,0.6854144241119483,0.3145855758880517,-0.19999999999999996,-0.13376337634155822,0.13376337634155822,0.0,0,0.0,-0.7740089821486579
PPO,303,baseline_biased_pd,OBSERVABLE_ONLY,300,3716,-2363.526272135968,-2179.144172572943,-779.4278188459028,385.29348836532785,1105.8893872250517,58.831919986179045,1494.144013722069,89.9544395679964,2663.905498272022,2794.780922950109,1.0981219460698393,8.49,0.0,0.7133333333333334,0.8166666666666667,0.18729817007534985,0.4021878556004914,2818.749500148814,0.3942240858022849,0.42627987697858644,0.0,0.6854144241119483,0.3145855758880517,-0.19999999999999996,-0.13376337634155822,0.13376337634155822,0.0,0,0.0,-0.7740089821486579
PPO,303,mild_stress,OBSERVABLE_ONLY,300,3335,-2520.1023318971743,-2315.0854138127015,-887.7298521760283,368.2492334433973,1198.7041730534695,57.27491256595602,1536.9771327268647,95.39534699428147,2785.5961981664946,2921.6027314208145,1.1076498524041583,8.18,0.0,0.7866666666666666,0.8266666666666667,0.22038980509745126,0.43594256932825204,2770.502711217572,0.4501543966804657,0.4649976866246711,0.0,0.735832083958021,0.26416791604197903,-0.19999999999999996,-0.14427244849534132,0.14427244849534132,0.0,0,0.0,-0.7680922563932794
PPO,303,oot_markov,OBSERVABLE_ONLY,300,3656,-2161.671939538514,-1987.3783355397793,-738.2892451325431,337.57529355306247,1023.8997687225321,51.96476996307351,1326.8708125005035,96.51188190546738,2403.3607163320003,2556.7043414253267,1.1114653826365313,8.27,0.0,0.7466666666666667,0.7866666666666666,0.19064551422319476,0.4274118925933208,2493.2624238373346,0.42053943935749827,0.45621175725670804,0.0,0.6786105032822757,0.32138949671772427,-0.19999999999999996,-0.13211477800790478,0.13211477800790478,0.0,0,0.0,-0.7761756381033681
PPO,303,recovery,OBSERVABLE_ONLY,300,2142,-3269.54064152941,-3074.5637317798564,-1514.1211342477652,251.11672197093606,1720.3471913304722,44.89066488822881,1663.916536381019,91.50297090062665,3334.5389134238776,3765.355318380973,1.0260766487297013,5.733333333333333,0.0,0.8933333333333333,0.8233333333333334,0.3188608776844071,0.6256527603594109,3501.3850569819656,0.6197286823895983,0.8358367930038725,0.0,0.8029878618113913,0.19701213818860877,-0.19999999999999998,-0.15879809269611078,0.15879809269611078,0.0,0,0.0,-0.6350424331871488
PPO,303,severe_stress,OBSERVABLE_ONLY,300,2230,-2932.2645268836345,-2700.448105543057,-1280.8395876998673,301.69936204241293,1532.1957272362786,50.343222506001624,1560.0935789445286,91.33136023923919,3162.9267697398554,3423.446592789948,1.0739865489038807,6.723333333333334,0.0,0.9533333333333334,0.85,0.30358744394618836,0.5572261756156899,2922.1787550596537,0.6083440283214893,0.575416318397273,0.0,0.9044843049327355,0.09551569506726458,-0.19999999999999996,-0.17946350561555102,0.17946350561555102,0.0,0,0.0,-0.7225282841210575
PPO,404,baseline,OBSERVABLE_ONLY,300,3716,-2363.526272135968,-2179.144172572943,-779.4278188459028,385.29348836532785,1105.8893872250517,58.831919986179045,1494.144013722069,89.9544395679964,2663.905498272022,2794.780922950109,1.0981219460698393,8.49,0.0,0.7133333333333334,0.8166666666666667,0.18729817007534985,0.4021878556004914,2818.749500148814,0.3942240858022849,0.42627987697858644,0.0,0.6854144241119483,0.3145855758880517,-0.19999999999999996,-0.13376337634155822,0.13376337634155822,0.0,0,0.0,-0.7740089821486579
PPO,404,baseline_biased_pd,OBSERVABLE_ONLY,300,3716,-2363.526272135968,-2179.144172572943,-779.4278188459028,385.29348836532785,1105.8893872250517,58.831919986179045,1494.144013722069,89.9544395679964,2663.905498272022,2794.780922950109,1.0981219460698393,8.49,0.0,0.7133333333333334,0.8166666666666667,0.18729817007534985,0.4021878556004914,2818.749500148814,0.3942240858022849,0.42627987697858644,0.0,0.6854144241119483,0.3145855758880517,-0.19999999999999996,-0.13376337634155822,0.13376337634155822,0.0,0,0.0,-0.7740089821486579
PPO,404,mild_stress,OBSERVABLE_ONLY,300,3335,-2520.1023318971743,-2315.0854138127015,-887.7298521760283,368.2492334433973,1198.7041730534695,57.27491256595602,1536.9771327268647,95.39534699428147,2785.5961981664946,2921.6027314208145,1.1076498524041583,8.18,0.0,0.7866666666666666,0.8266666666666667,0.22038980509745126,0.43594256932825204,2770.502711217572,0.4501543966804657,0.4649976866246711,0.0,0.735832083958021,0.26416791604197903,-0.19999999999999996,-0.14427244849534132,0.14427244849534132,0.0,0,0.0,-0.7680922563932794
PPO,404,oot_markov,OBSERVABLE_ONLY,300,3656,-2161.671939538514,-1987.3783355397793,-738.2892451325431,337.57529355306247,1023.8997687225321,51.96476996307351,1326.8708125005035,96.51188190546738,2403.3607163320003,2556.7043414253267,1.1114653826365313,8.27,0.0,0.7466666666666667,0.7866666666666666,0.19064551422319476,0.4274118925933208,2493.2624238373346,0.42053943935749827,0.45621175725670804,0.0,0.6786105032822757,0.32138949671772427,-0.19999999999999996,-0.13211477800790478,0.13211477800790478,0.0,0,0.0,-0.7761756381033681
