policy,policy_seed,scenario,information_set,episodes,customer_months,cumulative_reward,discounted_reward,net_economic_value,revenue,credit_loss,funding_cost,capital_charge,constraint_penalty,mean_balance,mean_limit,mean_utilization,limit_changes,reversals,default_rate,ever_delinquent_rate,delinquent_month_rate,credit_loss_rate,mean_exposure_at_default,mean_predicted_pd,high_risk_exposure_share,increase_fraction,decrease_fraction,no_change_fraction,requested_change,effective_change,mean_absolute_change,delinquent_increase_fraction,severe_delinquent_increases,blocked_fraction,mean_limit_growth
PPO,404,recovery,OBSERVABLE_ONLY,300,2142,-3269.54064152941,-3074.5637317798564,-1514.1211342477652,251.11672197093606,1720.3471913304722,44.89066488822881,1663.916536381019,91.50297090062665,3334.5389134238776,3765.355318380973,1.0260766487297013,5.733333333333333,0.0,0.8933333333333333,0.8233333333333334,0.3188608776844071,0.6256527603594109,3501.3850569819656,0.6197286823895983,0.8358367930038725,0.0,0.8029878618113913,0.19701213818860877,-0.19999999999999998,-0.15879809269611078,0.15879809269611078,0.0,0,0.0,-0.6350424331871488
PPO,404,severe_stress,OBSERVABLE_ONLY,300,2230,-2932.2645268836345,-2700.448105543057,-1280.8395876998673,301.69936204241293,1532.1957272362786,50.343222506001624,1560.0935789445286,91.33136023923919,3162.9267697398554,3423.446592789948,1.0739865489038807,6.723333333333334,0.0,0.9533333333333334,0.85,0.30358744394618836,0.5572261756156899,2922.1787550596537,0.6083440283214893,0.575416318397273,0.0,0.9044843049327355,0.09551569506726458,-0.19999999999999996,-0.17946350561555102,0.17946350561555102,0.0,0,0.0,-0.7225282841210575
PPO,505,baseline,OBSERVABLE_ONLY,300,3716,-2363.526272135968,-2179.144172572943,-779.4278188459028,385.29348836532785,1105.8893872250517,58.831919986179045,1494.144013722069,89.9544395679964,2663.905498272022,2794.780922950109,1.0981219460698393,8.49,0.0,0.7133333333333334,0.8166666666666667,0.18729817007534985,0.4021878556004914,2818.749500148814,0.3942240858022849,0.42627987697858644,0.0,0.6854144241119483,0.3145855758880517,-0.19999999999999996,-0.13376337634155822,0.13376337634155822,0.0,0,0.0,-0.7740089821486579
PPO,505,baseline_biased_pd,OBSERVABLE_ONLY,300,3716,-2363.526272135968,-2179.144172572943,-779.4278188459028,385.29348836532785,1105.8893872250517,58.831919986179045,1494.144013722069,89.9544395679964,2663.905498272022,2794.780922950109,1.0981219460698393,8.49,0.0,0.7133333333333334,0.8166666666666667,0.18729817007534985,0.4021878556004914,2818.749500148814,0.3942240858022849,0.42627987697858644,0.0,0.6854144241119483,0.3145855758880517,-0.19999999999999996,-0.13376337634155822,0.13376337634155822,0.0,0,0.0,-0.7740089821486579
PPO,505,mild_stress,OBSERVABLE_ONLY,300,3335,-2520.1023318971743,-2315.0854138127015,-887.7298521760283,368.2492334433973,1198.7041730534695,57.27491256595602,1536.9771327268647,95.39534699428147,2785.5961981664946,2921.6027314208145,1.1076498524041583,8.18,0.0,0.7866666666666666,0.8266666666666667,0.22038980509745126,0.43594256932825204,2770.502711217572,0.4501543966804657,0.4649976866246711,0.0,0.735832083958021,0.26416791604197903,-0.19999999999999996,-0.14427244849534132,0.14427244849534132,0.0,0,0.0,-0.7680922563932794
PPO,505,oot_markov,OBSERVABLE_ONLY,300,3656,-2161.671939538514,-1987.3783355397793,-738.2892451325431,337.57529355306247,1023.8997687225321,51.96476996307351,1326.8708125005035,96.51188190546738,2403.3607163320003,2556.7043414253267,1.1114653826365313,8.27,0.0,0.7466666666666667,0.7866666666666666,0.19064551422319476,0.4274118925933208,2493.2624238373346,0.42053943935749827,0.45621175725670804,0.0,0.6786105032822757,0.32138949671772427,-0.19999999999999996,-0.13211477800790478,0.13211477800790478,0.0,0,0.0,-0.7761756381033681
PPO,505,recovery,OBSERVABLE_ONLY,300,2142,-3269.54064152941,-3074.5637317798564,-1514.1211342477652,251.11672197093606,1720.3471913304722,44.89066488822881,1663.916536381019,91.50297090062665,3334.5389134238776,3765.355318380973,1.0260766487297013,5.733333333333333,0.0,0.8933333333333333,0.8233333333333334,0.3188608776844071,0.6256527603594109,3501.3850569819656,0.6197286823895983,0.8358367930038725,0.0,0.8029878618113913,0.19701213818860877,-0.19999999999999998,-0.15879809269611078,0.15879809269611078,0.0,0,0.0,-0.6350424331871488
PPO,505,severe_stress,OBSERVABLE_ONLY,300,2230,-2932.2645268836345,-2700.448105543057,-1280.8395876998673,301.69936204241293,1532.1957272362786,50.343222506001624,1560.0935789445286,91.33136023923919,3162.9267697398554,3423.446592789948,1.0739865489038807,6.723333333333334,0.0,0.9533333333333334,0.85,0.30358744394618836,0.5572261756156899,2922.1787550596537,0.6083440283214893,0.575416318397273,0.0,0.9044843049327355,0.09551569506726458,-0.19999999999999996,-0.17946350561555102,0.17946350561555102,0.0,0,0.0,-0.7225282841210575
PPO_without_PD,101,baseline,OBSERVABLE_ONLY,300,3716,-2363.526272135968,-2179.144172572943,-779.4278188459028,385.29348836532785,1105.8893872250517,58.831919986179045,1494.144013722069,89.9544395679964,2663.905498272022,2794.780922950109,1.0981219460698393,8.49,0.0,0.7133333333333334,0.8166666666666667,0.18729817007534985,0.4021878556004914,2818.749500148814,0.3942240858022849,0.42627987697858644,0.0,0.6854144241119483,0.3145855758880517,-0.19999999999999996,-0.13376337634155822,0.13376337634155822,0.0,0,0.0,-0.7740089821486579
PPO_without_PD,101,mild_stress,OBSERVABLE_ONLY,300,3335,-2520.1023318971743,-2315.0854138127015,-887.7298521760283,368.2492334433973,1198.7041730534695,57.27491256595602,1536.9771327268647,95.39534699428147,2785.5961981664946,2921.6027314208145,1.1076498524041583,8.18,0.0,0.7866666666666666,0.8266666666666667,0.22038980509745126,0.43594256932825204,2770.502711217572,0.4501543966804657,0.4649976866246711,0.0,0.735832083958021,0.26416791604197903,-0.19999999999999996,-0.14427244849534132,0.14427244849534132,0.0,0,0.0,-0.7680922563932794
PPO_without_PD,101,oot_markov,OBSERVABLE_ONLY,300,3656,-2161.671939538514,-1987.3783355397793,-738.2892451325431,337.57529355306247,1023.8997687225321,51.96476996307351,1326.8708125005035,96.51188190546738,2403.3607163320003,2556.7043414253267,1.1114653826365313,8.27,0.0,0.7466666666666667,0.7866666666666666,0.19064551422319476,0.4274118925933208,2493.2624238373346,0.42053943935749827,0.45621175725670804,0.0,0.6786105032822757,0.32138949671772427,-0.19999999999999996,-0.13211477800790478,0.13211477800790478,0.0,0,0.0,-0.7761756381033681
PPO_without_PD,101,recovery,OBSERVABLE_ONLY,300,2142,-3269.54064152941,-3074.5637317798564,-1514.1211342477652,251.11672197093606,1720.3471913304722,44.89066488822881,1663.916536381019,91.50297090062665,3334.5389134238776,3765.355318380973,1.0260766487297013,5.733333333333333,0.0,0.8933333333333333,0.8233333333333334,0.3188608776844071,0.6256527603594109,3501.3850569819656,0.6197286823895983,0.8358367930038725,0.0,0.8029878618113913,0.19701213818860877,-0.19999999999999998,-0.15879809269611078,0.15879809269611078,0.0,0,0.0,-0.6350424331871488
PPO_without_PD,101,severe_stress,OBSERVABLE_ONLY,300,2230,-2932.2645268836345,-2700.448105543057,-1280.8395876998673,301.69936204241293,1532.1957272362786,50.343222506001624,1560.0935789445286,91.33136023923919,3162.9267697398554,3423.446592789948,1.0739865489038807,6.723333333333334,0.0,0.9533333333333334,0.85,0.30358744394618836,0.5572261756156899,2922.1787550596537,0.6083440283214893,0.575416318397273,0.0,0.9044843049327355,0.09551569506726458,-0.19999999999999996,-0.17946350561555102,0.17946350561555102,0.0,0,0.0,-0.7225282841210575
PPO_without_PD,202,baseline,OBSERVABLE_ONLY,300,3716,-2363.526272135968,-2179.144172572943,-779.4278188459028,385.29348836532785,1105.8893872250517,58.831919986179045,1494.144013722069,89.9544395679964,2663.905498272022,2794.780922950109,1.0981219460698393,8.49,0.0,0.7133333333333334,0.8166666666666667,0.18729817007534985,0.4021878556004914,2818.749500148814,0.3942240858022849,0.42627987697858644,0.0,0.6854144241119483,0.3145855758880517,-0.19999999999999996,-0.13376337634155822,0.13376337634155822,0.0,0,0.0,-0.7740089821486579
PPO_without_PD,202,mild_stress,OBSERVABLE_ONLY,300,3335,-2520.1023318971743,-2315.0854138127015,-887.7298521760283,368.2492334433973,1198.7041730534695,57.27491256595602,1536.9771327268647,95.39534699428147,2785.5961981664946,2921.6027314208145,1.1076498524041583,8.18,0.0,0.7866666666666666,0.8266666666666667,0.22038980509745126,0.43594256932825204,2770.502711217572,0.4501543966804657,0.4649976866246711,0.0,0.735832083958021,0.26416791604197903,-0.19999999999999996,-0.14427244849534132,0.14427244849534132,0.0,0,0.0,-0.7680922563932794
PPO_without_PD,202,oot_markov,OBSERVABLE_ONLY,300,3656,-2161.671939538514,-1987.3783355397793,-738.2892451325431,337.57529355306247,1023.8997687225321,51.96476996307351,1326.8708125005035,96.51188190546738,2403.3607163320003,2556.7043414253267,1.1114653826365313,8.27,0.0,0.7466666666666667,0.7866666666666666,0.19064551422319476,0.4274118925933208,2493.2624238373346,0.42053943935749827,0.45621175725670804,0.0,0.6786105032822757,0.32138949671772427,-0.19999999999999996,-0.13211477800790478,0.13211477800790478,0.0,0,0.0,-0.7761756381033681
PPO_without_PD,202,recovery,OBSERVABLE_ONLY,300,2142,-3269.54064152941,-3074.5637317798564,-1514.1211342477652,251.11672197093606,1720.3471913304722,44.89066488822881,1663.916536381019,91.50297090062665,3334.5389134238776,3765.355318380973,1.0260766487297013,5.733333333333333,0.0,0.8933333333333333,0.8233333333333334,0.3188608776844071,0.6256527603594109,3501.3850569819656,0.6197286823895983,0.8358367930038725,0.0,0.8029878618113913,0.19701213818860877,-0.19999999999999998,-0.15879809269611078,0.15879809269611078,0.0,0,0.0,-0.6350424331871488
PPO_without_PD,202,severe_stress,OBSERVABLE_ONLY,300,2230,-2932.2645268836345,-2700.448105543057,-1280.8395876998673,301.69936204241293,1532.1957272362786,50.343222506001624,1560.0935789445286,91.33136023923919,3162.9267697398554,3423.446592789948,1.0739865489038807,6.723333333333334,0.0,0.9533333333333334,0.85,0.30358744394618836,0.5572261756156899,2922.1787550596537,0.6083440283214893,0.575416318397273,0.0,0.9044843049327355,0.09551569506726458,-0.19999999999999996,-0.17946350561555102,0.17946350561555102,0.0,0,0.0,-0.7225282841210575
PPO_without_PD,303,baseline,OBSERVABLE_ONLY,300,3716,-2363.526272135968,-2179.144172572943,-779.4278188459028,385.29348836532785,1105.8893872250517,58.831919986179045,1494.144013722069,89.9544395679964,2663.905498272022,2794.780922950109,1.0981219460698393,8.49,0.0,0.7133333333333334,0.8166666666666667,0.18729817007534985,0.4021878556004914,2818.749500148814,0.3942240858022849,0.42627987697858644,0.0,0.6854144241119483,0.3145855758880517,-0.19999999999999996,-0.13376337634155822,0.13376337634155822,0.0,0,0.0,-0.7740089821486579
PPO_without_PD,303,mild_stress,OBSERVABLE_ONLY,300,3335,-2520.1023318971743,-2315.0854138127015,-887.7298521760283,368.2492334433973,1198.7041730534695,57.27491256595602,1536.9771327268647,95.39534699428147,2785.5961981664946,2921.6027314208145,1.1076498524041583,8.18,0.0,0.7866666666666666,0.8266666666666667,0.22038980509745126,0.43594256932825204,2770.502711217572,0.4501543966804657,0.4649976866246711,0.0,0.735832083958021,0.26416791604197903,-0.19999999999999996,-0.14427244849534132,0.14427244849534132,0.0,0,0.0,-0.7680922563932794
PPO_without_PD,303,oot_markov,OBSERVABLE_ONLY,300,3656,-2161.671939538514,-1987.3783355397793,-738.2892451325431,337.57529355306247,1023.8997687225321,51.96476996307351,1326.8708125005035,96.51188190546738,2403.3607163320003,2556.7043414253267,1.1114653826365313,8.27,0.0,0.7466666666666667,0.7866666666666666,0.19064551422319476,0.4274118925933208,2493.2624238373346,0.42053943935749827,0.45621175725670804,0.0,0.6786105032822757,0.32138949671772427,-0.19999999999999996,-0.13211477800790478,0.13211477800790478,0.0,0,0.0,-0.7761756381033681
PPO_without_PD,303,recovery,OBSERVABLE_ONLY,300,2142,-3269.54064152941,-3074.5637317798564,-1514.1211342477652,251.11672197093606,1720.3471913304722,44.89066488822881,1663.916536381019,91.50297090062665,3334.5389134238776,3765.355318380973,1.0260766487297013,5.733333333333333,0.0,0.8933333333333333,0.8233333333333334,0.3188608776844071,0.6256527603594109,3501.3850569819656,0.6197286823895983,0.8358367930038725,0.0,0.8029878618113913,0.19701213818860877,-0.19999999999999998,-0.15879809269611078,0.15879809269611078,0.0,0,0.0,-0.6350424331871488
PPO_without_PD,303,severe_stress,OBSERVABLE_ONLY,300,2230,-2932.2645268836345,-2700.448105543057,-1280.8395876998673,301.69936204241293,1532.1957272362786,50.343222506001624,1560.0935789445286,91.33136023923919,3162.9267697398554,3423.446592789948,1.0739865489038807,6.723333333333334,0.0,0.9533333333333334,0.85,0.30358744394618836,0.5572261756156899,2922.1787550596537,0.6083440283214893,0.575416318397273,0.0,0.9044843049327355,0.09551569506726458,-0.19999999999999996,-0.17946350561555102,0.17946350561555102,0.0,0,0.0,-0.7225282841210575
PPO_without_PD,404,baseline,OBSERVABLE_ONLY,300,3716,-2363.526272135968,-2179.144172572943,-779.4278188459028,385.29348836532785,1105.8893872250517,58.831919986179045,1494.144013722069,89.9544395679964,2663.905498272022,2794.780922950109,1.0981219460698393,8.49,0.0,0.7133333333333334,0.8166666666666667,0.18729817007534985,0.4021878556004914,2818.749500148814,0.3942240858022849,0.42627987697858644,0.0,0.6854144241119483,0.3145855758880517,-0.19999999999999996,-0.13376337634155822,0.13376337634155822,0.0,0,0.0,-0.7740089821486579
PPO_without_PD,404,mild_stress,OBSERVABLE_ONLY,300,3335,-2520.1023318971743,-2315.0854138127015,-887.7298521760283,368.2492334433973,1198.7041730534695,57.27491256595602,1536.9771327268647,95.39534699428147,2785.5961981664946,2921.6027314208145,1.1076498524041583,8.18,0.0,0.7866666666666666,0.8266666666666667,0.22038980509745126,0.43594256932825204,2770.502711217572,0.4501543966804657,0.4649976866246711,0.0,0.735832083958021,0.26416791604197903,-0.19999999999999996,-0.14427244849534132,0.14427244849534132,0.0,0,0.0,-0.7680922563932794
PPO_without_PD,404,oot_markov,OBSERVABLE_ONLY,300,3656,-2161.671939538514,-1987.3783355397793,-738.2892451325431,337.57529355306247,1023.8997687225321,51.96476996307351,1326.8708125005035,96.51188190546738,2403.3607163320003,2556.7043414253267,1.1114653826365313,8.27,0.0,0.7466666666666667,0.7866666666666666,0.19064551422319476,0.4274118925933208,2493.2624238373346,0.42053943935749827,0.45621175725670804,0.0,0.6786105032822757,0.32138949671772427,-0.19999999999999996,-0.13211477800790478,0.13211477800790478,0.0,0,0.0,-0.7761756381033681
PPO_without_PD,404,recovery,OBSERVABLE_ONLY,300,2142,-3269.54064152941,-3074.5637317798564,-1514.1211342477652,251.11672197093606,1720.3471913304722,44.89066488822881,1663.916536381019,91.50297090062665,3334.5389134238776,3765.355318380973,1.0260766487297013,5.733333333333333,0.0,0.8933333333333333,0.8233333333333334,0.3188608776844071,0.6256527603594109,3501.3850569819656,0.6197286823895983,0.8358367930038725,0.0,0.8029878618113913,0.19701213818860877,-0.19999999999999998,-0.15879809269611078,0.15879809269611078,0.0,0,0.0,-0.6350424331871488
PPO_without_PD,404,severe_stress,OBSERVABLE_ONLY,300,2230,-2932.2645268836345,-2700.448105543057,-1280.8395876998673,301.69936204241293,1532.1957272362786,50.343222506001624,1560.0935789445286,91.33136023923919,3162.9267697398554,3423.446592789948,1.0739865489038807,6.723333333333334,0.0,0.9533333333333334,0.85,0.30358744394618836,0.5572261756156899,2922.1787550596537,0.6083440283214893,0.575416318397273,0.0,0.9044843049327355,0.09551569506726458,-0.19999999999999996,-0.17946350561555102,0.17946350561555102,0.0,0,0.0,-0.7225282841210575
PPO_without_PD,505,baseline,OBSERVABLE_ONLY,300,3716,-2363.526272135968,-2179.144172572943,-779.4278188459028,385.29348836532785,1105.8893872250517,58.831919986179045,1494.144013722069,89.9544395679964,2663.905498272022,2794.780922950109,1.0981219460698393,8.49,0.0,0.7133333333333334,0.8166666666666667,0.18729817007534985,0.4021878556004914,2818.749500148814,0.3942240858022849,0.42627987697858644,0.0,0.6854144241119483,0.3145855758880517,-0.19999999999999996,-0.13376337634155822,0.13376337634155822,0.0,0,0.0,-0.7740089821486579
PPO_without_PD,505,mild_stress,OBSERVABLE_ONLY,300,3335,-2520.1023318971743,-2315.0854138127015,-887.7298521760283,368.2492334433973,1198.7041730534695,57.27491256595602,1536.9771327268647,95.39534699428147,2785.5961981664946,2921.6027314208145,1.1076498524041583,8.18,0.0,0.7866666666666666,0.8266666666666667,0.22038980509745126,0.43594256932825204,2770.502711217572,0.4501543966804657,0.4649976866246711,0.0,0.735832083958021,0.26416791604197903,-0.19999999999999996,-0.14427244849534132,0.14427244849534132,0.0,0,0.0,-0.7680922563932794
PPO_without_PD,505,oot_markov,OBSERVABLE_ONLY,300,3656,-2161.671939538514,-1987.3783355397793,-738.2892451325431,337.57529355306247,1023.8997687225321,51.96476996307351,1326.8708125005035,96.51188190546738,2403.3607163320003,2556.7043414253267,1.1114653826365313,8.27,0.0,0.7466666666666667,0.7866666666666666,0.19064551422319476,0.4274118925933208,2493.2624238373346,0.42053943935749827,0.45621175725670804,0.0,0.6786105032822757,0.32138949671772427,-0.19999999999999996,-0.13211477800790478,0.13211477800790478,0.0,0,0.0,-0.7761756381033681
PPO_without_PD,505,recovery,OBSERVABLE_ONLY,300,2142,-3269.54064152941,-3074.5637317798564,-1514.1211342477652,251.11672197093606,1720.3471913304722,44.89066488822881,1663.916536381019,91.50297090062665,3334.5389134238776,3765.355318380973,1.0260766487297013,5.733333333333333,0.0,0.8933333333333333,0.8233333333333334,0.3188608776844071,0.6256527603594109,3501.3850569819656,0.6197286823895983,0.8358367930038725,0.0,0.8029878618113913,0.19701213818860877,-0.19999999999999998,-0.15879809269611078,0.15879809269611078,0.0,0,0.0,-0.6350424331871488
PPO_without_PD,505,severe_stress,OBSERVABLE_ONLY,300,2230,-2932.2645268836345,-2700.448105543057,-1280.8395876998673,301.69936204241293,1532.1957272362786,50.343222506001624,1560.0935789445286,91.33136023923919,3162.9267697398554,3423.446592789948,1.0739865489038807,6.723333333333334,0.0,0.9533333333333334,0.85,0.30358744394618836,0.5572261756156899,2922.1787550596537,0.6083440283214893,0.575416318397273,0.0,0.9044843049327355,0.09551569506726458,-0.19999999999999996,-0.17946350561555102,0.17946350561555102,0.0,0,0.0,-0.7225282841210575
Random,991,baseline,OBSERVABLE_ONLY,300,4267,-4874.623058097304,-4191.698467076848,-1294.6345501483004,912.6556476084035,2068.4026308686293,138.8875668880743,3467.163888038689,112.82461991031428,4348.316179664226,6829.576369561036,0.6966381883262753,11.326666666666666,5.346666666666667,0.6433333333333333,0.7633333333333333,0.1593625498007968,0.7522329341769671,5845.697496567015,0.4206185085727387,0.4255230566601927,0.3831731895945629,0.4131708460276541,0.203655964377783,-0.0041246777595500125,-0.005305255228830814,0.11702893741236906,0.04429341457698617,0,0.0,-0.11070363072347524
Random,991,mild_stress,OBSERVABLE_ONLY,300,3921,-5127.593182539195,-4439.252196353008,-1480.9247982104714,833.4841176574305,2184.9857402345306,129.4231756333714,3529.1130871942196,117.55529713450446,4391.85932196886,6837.833639673939,0.7003079061030122,10.38,4.84,0.7033333333333334,0.7866666666666666,0.18719714358581993,0.7946316688937941,5648.390539167248,0.466471303352549,0.5011132718021396,0.37898495281815864,0.4152002040295843,0.20581484315225707,-0.005024228513134382,-0.006197569997190476,0.11652622495307728,0.0504973221117062,0,0.0,-0.11146464980514476
Random,991,oot_markov,OBSERVABLE_ONLY,300,4283,-4366.929516736775,-3742.0030845353604,-1168.7678208015905,799.8340201244448,1846.464114352734,122.1377265733014,3078.6777199804137,119.48397595477164,3816.076659621259,6256.389720988917,0.6919635855554157,11.46,5.213333333333333,0.6733333333333333,0.7466666666666667,0.16320336212934858,0.7707792753052359,4985.951703922774,0.43914562306074856,0.4452326509297694,0.37520429605416766,0.42750408592108335,0.197291618024749,-0.007634835395750619,-0.008564343492099884,0.11896642645101002,0.03829091758113472,0,0.0,-0.1309296116723725
Random,991,recovery,OBSERVABLE_ONLY,300,2811,-4932.877134947943,-4469.3473462506045,-1918.530024676543,536.1704639944923,2366.154508260846,88.54598041018949,2903.514240358321,110.83286991307861,4259.939475135124,6913.639455542569,0.6637082607102783,7.413333333333333,3.33,0.81,0.8033333333333333,0.2529348986125934,0.8605187993391997,5311.233464109642,0.5800144276050011,0.6979993011590984,0.37104233368907863,0.4201351832088225,0.2088224831020989,-0.006972607612949106,-0.008137657435225574,0.1157328512805339,0.064034151547492,0,0.0,-0.09762613093722138
Random,991,severe_stress,OBSERVABLE_ONLY,300,2727,-5348.923609433887,-4740.665186606731,-2317.216778280128,520.9628421185928,2749.555122030014,88.62449836870705,2920.51675392075,111.19007723300916,4368.494449382852,6938.983393731277,0.6827864820647992,7.226666666666667,3.23,0.9133333333333333,0.8433333333333334,0.2761276127612761,0.9999532423033892,5473.566931712037,0.6049470647619085,0.6477752311418317,0.37403740374037403,0.420975430876421,0.204987165383205,-0.007187385405207165,-0.008277904728673157,0.1172079771928523,0.07187385405207188,0,0.0,-0.09268694518937676
SIMULATOR_ONLY_ORACLE_Myopic,-1,baseline,SIMULATOR_ONLY_ORACLE,300,4648,-4849.255645479147,-4125.2337912461835,-1156.5444291666088,957.5545230219616,1971.012465321261,143.08648686730947,3575.702778655045,117.00843765749273,4187.736627129282,10191.44353507453,0.5108703848802428,7.443333333333333,1.52,0.5633333333333334,0.7333333333333333,0.13919965576592083,0.7168142546141241,6361.524901521013,0.40478474123578595,0.432684984508952,0.30486230636833045,0.17555938037865748,0.5195783132530121,0.02555938037865749,0.0232726867268771,0.08281310401629034,0.0382960413080895,0,0.0,0.7199019550554769
SIMULATOR_ONLY_ORACLE_Myopic,-1,mild_stress,SIMULATOR_ONLY_ORACLE,300,4293,-5050.364338723889,-4328.747648325612,-1389.5794565752944,866.5144135780168,2124.091904551912,132.00196560139946,3540.2727301653326,120.51215198326202,4192.993770357572,10073.973644671114,0.5133351455427502,7.39,1.5133333333333334,0.6266666666666667,0.75,0.1563009550430934,0.7724859086799862,6162.742469686397,0.4427822992947828,0.4832018550386072,0.332401583973911,0.1840204984859073,0.4835779175401817,0.028884230142091776,0.026448645988437904,0.0899355978163814,0.043093407873282086,0,0.0,0.7232916090074394
SIMULATOR_ONLY_ORACLE_Myopic,-1,oot_markov,SIMULATOR_ONLY_ORACLE,300,4735,-4726.918690776994,-3981.439495053943,-1172.5863575227618,875.125269499308,1915.738553763134,131.97307325893587,3425.978509143245,128.35382411098684,3773.9334253699703,10002.376767168113,0.4774957493423174,7.983333333333333,1.4933333333333334,0.58,0.7333333333333333,0.137909186906019,0.7996968707195622,6005.450011796657,0.4295869129188773,0.4665116047117642,0.3324181626187962,0.173389651531151,0.4941921858500528,0.031890179514255546,0.02980177594215578,0.08730102011283528,0.03505807814149947,0,0.0,0.8718286225750783
SIMULATOR_ONLY_ORACLE_Myopic,-1,recovery,SIMULATOR_ONLY_ORACLE,300,3133,-5469.460538516186,-4882.078156044425,-1943.5891896158162,640.0783049486356,2480.29458176562,103.37291279883223,3405.7267155980953,120.1446333022747,4390.932543347249,10321.746186110175,0.4631832268495804,5.293333333333333,0.9966666666666667,0.7533333333333333,0.7866666666666666,0.22119374401532077,0.9020290551850907,5986.229883585565,0.5667007432206232,0.6973466892489636,0.3954676029364826,0.1113948292371529,0.49313756782636453,0.05496329396744333,0.05171224806391169,0.08899280982580125,0.07053941908713693,0,0.0,0.767155026854216
SIMULATOR_ONLY_ORACLE_Myopic,-1,severe_stress,SIMULATOR_ONLY_ORACLE,300,2990,-5573.686559415277,-4873.998970137766,-2256.2071090889053,570.9410656693206,2731.4698296009565,95.6783451572697,3194.5482881600665,122.93116216630442,4322.686031511284,9619.401036168649,0.5239389493189608,6.083333333333333,1.0333333333333334,0.8733333333333333,0.8433333333333334,0.262876254180602,0.9933760158068027,5686.6131081213525,0.6089268438754422,0.6634896725851308,0.41906354515050165,0.19130434782608696,0.3896321070234114,0.045752508361204015,0.04255886200077233,0.1070877526593616,0.07023411371237458,0,0.0,0.651818210194186
Static,-1,baseline,OBSERVABLE_ONLY,300,4322,-5588.648343483968,-4738.270500430295,-1379.3397643061305,1012.6403651611513,2237.25739703213,154.7227324351519,4089.38221784438,119.92636133345808,4664.724156353401,7312.6447297424465,0.6610157926194086,0.0,0.0,0.64,0.7466666666666667,0.16057380842202684,0.8136417306585275,6355.844877932187,0.4361990227498852,0.47822894922594883,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Static,-1,mild_stress,OBSERVABLE_ONLY,300,3968,-5749.419654941678,-4921.652069254556,-1615.283812538547,908.9278050927094,2382.6734049196675,141.53821271158887,4012.152874046528,121.9829683566041,4666.574239429172,7312.6447297424465,0.6618575900519329,0.0,0.0,0.6966666666666667,0.7833333333333333,0.17867943548387097,0.8665263618502825,6218.373392569814,0.47551749401091065,0.5356683732016119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Static,-1,oot_markov,OBSERVABLE_ONLY,300,4345,-4932.938368653046,-4183.018135239085,-1305.6952469697005,874.2402003825217,2045.9400671042863,133.9953802479359,3502.086443212149,125.15667847119842,4069.11319739739,6543.690717047564,0.6471684960061431,0.0,0.0,0.6766666666666666,0.7566666666666667,0.16455696202531644,0.8540475766534913,5497.3759080276395,0.450057154680851,0.47614095873489826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Static,-1,recovery,OBSERVABLE_ONLY,300,2876,-5274.6940442528885,-4752.996913282302,-1991.9798899121265,577.681622151217,2474.589904399329,95.07160766401412,3169.1116754548684,113.60247888589409,4418.933355385882,7312.6447297424465,0.6232678919062637,0.0,0.0,0.79,0.8033333333333333,0.24130737134909597,0.8999543884206341,5695.258698272334,0.5802559196348079,0.7117738315392801,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Static,-1,severe_stress,OBSERVABLE_ONLY,300,2720,-5679.464689771372,-5025.696192052137,-2494.2255064174983,538.2997494255627,2940.479387698337,92.04586814472404,3073.8566837582257,111.38249959564801,4556.046322862403,7312.6447297424465,0.646918746253583,0.0,0.0,0.9133333333333333,0.8233333333333334,0.26875,1.0693882345171404,5853.641780421374,0.6069123492338309,0.6627399265853248,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0
UtilizationPD,-1,baseline,OBSERVABLE_ONLY,300,4200,-3703.994207719472,-3257.431342006911,-852.879575225136,799.0215572443997,1533.0049764756002,118.89615599393547,2741.035173183137,110.07945931119927,3846.214745789597,5699.2443097648575,0.7670354517001953,5.573333333333333,0.023333333333333334,0.65,0.7533333333333333,0.16642857142857143,0.5575204819179013,4288.125808323357,0.4174227014309047,0.35258327032359715,0.0014285714285714286,0.39666666666666667,0.6019047619047619,-0.03952380952380952,-0.0395212492295057,0.03980696351521999,0.0,0,0.0,-0.3780030037813601
UtilizationPD,-1,mild_stress,OBSERVABLE_ONLY,300,3779,-3936.6996317675244,-3487.7066365176825,-1125.9306581439835,697.651788101986,1717.1508543998716,106.43159184609786,2699.4366954135717,111.33227820996882,3875.476086307942,5687.065400407167,0.7754168895492829,5.74,0.023333333333333334,0.72,0.79,0.19317279703625298,0.6244903223156562,4336.239531312807,0.4596933409498583,0.4331127334427764,0.0013231013495633766,0.4543530034400635,0.5443238952103732,-0.04530299020905,-0.0452787200507676,0.045543340320680276,0.0,0,0.0,-0.391131603382494
