policy,scenario,information_set,unique_customers,training_seeds,episodes,customer_months,cumulative_reward,discounted_reward,net_economic_value,revenue,credit_loss,funding_cost,capital_charge,constraint_penalty,mean_balance,mean_limit,mean_utilization,limit_changes,reversals,default_rate,ever_delinquent_rate,delinquent_month_rate,credit_loss_rate,mean_exposure_at_default,mean_predicted_pd,high_risk_exposure_share,increase_fraction,decrease_fraction,no_change_fraction,requested_change,effective_change,mean_absolute_change,delinquent_increase_fraction,severe_delinquent_increases,blocked_fraction,mean_limit_growth,cumulative_reward_lower,cumulative_reward_upper,cumulative_reward_seed_sd,net_economic_value_lower,net_economic_value_upper,net_economic_value_seed_sd,credit_loss_lower,credit_loss_upper,credit_loss_seed_sd,defaulted_lower,defaulted_upper,defaulted_seed_sd,default_alert,loss_alert,high_risk_exposure_alert
SIMULATOR_ONLY_ORACLE_Myopic,baseline,SIMULATOR_ONLY_ORACLE,300,1,300,4648,-4849.255645479147,-4125.2337912461835,-1156.5444291666088,957.5545230219616,1971.012465321261,143.08648686730947,3575.702778655045,117.00843765749273,4187.736627129282,10191.44353507453,0.5108703848802428,7.443333333333333,1.52,0.5633333333333334,0.7333333333333333,0.13919965576592083,0.7168142546141241,6361.524901521013,0.40478474123578595,0.432684984508952,0.30486230636833045,0.17555938037865748,0.5195783132530121,0.02555938037865749,0.0232726867268771,0.08281310401629034,0.0382960413080895,0,0.0,0.7199019550554769,-5373.931441321409,-4304.641140850156,0.0,-1427.5627831020006,-863.2921147833368,0.0,1708.8038150116686,2226.7684970868786,0.0,0.5,0.6184166666666666,0.0,False,True,False
SIMULATOR_ONLY_ORACLE_Myopic,mild_stress,SIMULATOR_ONLY_ORACLE,300,1,300,4293,-5050.364338723889,-4328.747648325612,-1389.5794565752944,866.5144135780168,2124.091904551912,132.00196560139946,3540.2727301653326,120.51215198326202,4192.993770357572,10073.973644671114,0.5133351455427502,7.39,1.5133333333333334,0.6266666666666667,0.75,0.1563009550430934,0.7724859086799862,6162.742469686397,0.4427822992947828,0.4832018550386072,0.332401583973911,0.1840204984859073,0.4835779175401817,0.028884230142091776,0.026448645988437904,0.0899355978163814,0.043093407873282086,0,0.0,0.7232916090074394,-5573.452047014742,-4550.506107722311,0.0,-1633.5595012682331,-1125.62231283036,0.0,1870.3451765269517,2365.068474918302,0.0,0.5715833333333333,0.6766666666666666,0.0,False,True,False
SIMULATOR_ONLY_ORACLE_Myopic,oot_markov,SIMULATOR_ONLY_ORACLE,300,1,300,4735,-4726.918690776994,-3981.439495053943,-1172.5863575227618,875.125269499308,1915.738553763134,131.97307325893587,3425.978509143245,128.35382411098684,3773.9334253699703,10002.376767168113,0.4774957493423174,7.983333333333333,1.4933333333333334,0.58,0.7333333333333333,0.137909186906019,0.7996968707195622,6005.450011796657,0.4295869129188773,0.4665116047117642,0.3324181626187962,0.173389651531151,0.4941921858500528,0.031890179514255546,0.02980177594215578,0.08730102011283528,0.03505807814149947,0,0.0,0.8718286225750783,-5227.039588010731,-4221.736588403143,0.0,-1471.675948937969,-896.8010865489993,0.0,1667.2978375169735,2171.1745917216326,0.0,0.52,0.6368333333333331,0.0,False,True,False
SIMULATOR_ONLY_ORACLE_Myopic,recovery,SIMULATOR_ONLY_ORACLE,300,1,300,3133,-5469.460538516186,-4882.078156044425,-1943.5891896158162,640.0783049486356,2480.29458176562,103.37291279883223,3405.7267155980953,120.1446333022747,4390.932543347249,10321.746186110175,0.4631832268495804,5.293333333333333,0.9966666666666667,0.7533333333333333,0.7866666666666666,0.22119374401532077,0.9020290551850907,5986.229883585565,0.5667007432206232,0.6973466892489636,0.3954676029364826,0.1113948292371529,0.49313756782636453,0.05496329396744333,0.05171224806391169,0.08899280982580125,0.07053941908713693,0,0.0,0.767155026854216,-6062.396153388951,-5024.766191054454,0.0,-2210.9550585301736,-1702.0011641991516,0.0,2244.5446601374056,2724.7824996468266,0.0,0.7033333333333334,0.80175,0.0,True,True,True
SIMULATOR_ONLY_ORACLE_Myopic,severe_stress,SIMULATOR_ONLY_ORACLE,300,1,300,2990,-5573.686559415277,-4873.998970137766,-2256.2071090889053,570.9410656693206,2731.4698296009565,95.6783451572697,3194.5482881600665,122.93116216630442,4322.686031511284,9619.401036168649,0.5239389493189608,6.083333333333333,1.0333333333333334,0.8733333333333333,0.8433333333333334,0.262876254180602,0.9933760158068027,5686.6131081213525,0.6089268438754422,0.6634896725851308,0.41906354515050165,0.19130434782608696,0.3896321070234114,0.045752508361204015,0.04255886200077233,0.1070877526593616,0.07023411371237458,0,0.0,0.651818210194186,-5987.174655269609,-5193.772598968019,0.0,-2467.187939945069,-2053.6766101964495,0.0,2531.516386504007,2942.860290635843,0.0,0.8333333333333334,0.91,0.0,True,True,True
Static,baseline,OBSERVABLE_ONLY,300,1,300,4322,-5588.648343483968,-4738.270500430295,-1379.3397643061305,1012.6403651611513,2237.25739703213,154.7227324351519,4089.38221784438,119.92636133345808,4664.724156353401,7312.6447297424465,0.6610157926194086,0.0,0.0,0.64,0.7466666666666667,0.16057380842202684,0.8136417306585275,6355.844877932187,0.4361990227498852,0.47822894922594883,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-6186.930010329397,-5087.594909879634,0.0,-1640.6793386687557,-1078.3214515907673,0.0,1972.7807202318136,2492.7684854700847,0.0,0.5814166666666667,0.6966666666666667,0.0,False,True,False
Static,mild_stress,OBSERVABLE_ONLY,300,1,300,3968,-5749.419654941678,-4921.652069254556,-1615.283812538547,908.9278050927094,2382.6734049196675,141.53821271158887,4012.152874046528,121.9829683566041,4666.574239429172,7312.6447297424465,0.6618575900519329,0.0,0.0,0.6966666666666667,0.7833333333333333,0.17867943548387097,0.8665263618502825,6218.373392569814,0.47551749401091065,0.5356683732016119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-6386.630323811751,-5274.422063648976,0.0,-1871.0164239401633,-1377.36691239344,0.0,2142.6611455349935,2628.4230544386296,0.0,0.6466666666666666,0.7450833333333332,0.0,False,True,False
Static,oot_markov,OBSERVABLE_ONLY,300,1,300,4345,-4932.938368653046,-4183.018135239085,-1305.6952469697005,874.2402003825217,2045.9400671042863,133.9953802479359,3502.086443212149,125.15667847119842,4069.11319739739,6543.690717047564,0.6471684960061431,0.0,0.0,0.6766666666666666,0.7566666666666667,0.16455696202531644,0.8540475766534913,5497.3759080276395,0.450057154680851,0.47614095873489826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-5384.686828662477,-4521.770095429231,0.0,-1549.231414257925,-1053.2037257850384,0.0,1809.9109706283025,2245.5500992719235,0.0,0.61825,0.7317499999999999,0.0,False,True,False
Static,recovery,OBSERVABLE_ONLY,300,1,300,2876,-5274.6940442528885,-4752.996913282302,-1991.9798899121265,577.681622151217,2474.589904399329,95.07160766401412,3169.1116754548684,113.60247888589409,4418.933355385882,7312.6447297424465,0.6232678919062637,0.0,0.0,0.79,0.8033333333333333,0.24130737134909597,0.8999543884206341,5695.258698272334,0.5802559196348079,0.7117738315392801,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-5818.011085824885,-4884.254130573039,0.0,-2251.5191686721014,-1729.9046713521643,0.0,2235.6738829309825,2695.939421923245,0.0,0.7415833333333333,0.8350833333333333,0.0,True,True,True
Static,severe_stress,OBSERVABLE_ONLY,300,1,300,2720,-5679.464689771372,-5025.696192052137,-2494.2255064174983,538.2997494255627,2940.479387698337,92.04586814472404,3073.8566837582257,111.38249959564801,4556.046322862403,7312.6447297424465,0.646918746253583,0.0,0.0,0.9133333333333333,0.8233333333333334,0.26875,1.0693882345171404,5853.641780421374,0.6069123492338309,0.6627399265853248,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-6086.995605975787,-5302.92573824355,0.0,-2714.2236014381633,-2302.0761475096765,0.0,2738.294137665113,3164.6356639164137,0.0,0.88,0.9450833333333333,0.0,True,True,True
UtilizationPD,baseline,OBSERVABLE_ONLY,300,1,300,4200,-3703.994207719472,-3257.431342006911,-852.879575225136,799.0215572443997,1533.0049764756002,118.89615599393547,2741.035173183137,110.07945931119927,3846.214745789597,5699.2443097648575,0.7670354517001953,5.573333333333333,0.023333333333333334,0.65,0.7533333333333333,0.16642857142857143,0.5575204819179013,4288.125808323357,0.4174227014309047,0.35258327032359715,0.0014285714285714286,0.39666666666666667,0.6019047619047619,-0.03952380952380952,-0.0395212492295057,0.03980696351521999,0.0,0,0.0,-0.3780030037813601,-4034.029916104674,-3427.566234509763,0.0,-1055.00903999795,-659.9856842650902,0.0,1355.90733147138,1711.7341803543245,0.0,0.59825,0.7017499999999999,0.0,False,False,False
UtilizationPD,mild_stress,OBSERVABLE_ONLY,300,1,300,3779,-3936.6996317675244,-3487.7066365176825,-1125.9306581439835,697.651788101986,1717.1508543998716,106.43159184609786,2699.4366954135717,111.33227820996882,3875.476086307942,5687.065400407167,0.7754168895492829,5.74,0.023333333333333334,0.72,0.79,0.19317279703625298,0.6244903223156562,4336.239531312807,0.4596933409498583,0.4331127334427764,0.0013231013495633766,0.4543530034400635,0.5443238952103732,-0.04530299020905,-0.0452787200507676,0.045543340320680276,0.0,0,0.0,-0.391131603382494,-4260.081453201763,-3641.431224927998,0.0,-1316.5356535057072,-931.604256638451,0.0,1553.1047936083783,1889.2393661383678,0.0,0.67,0.7733333333333333,0.0,False,False,False
UtilizationPD,oot_markov,OBSERVABLE_ONLY,300,1,300,4290,-3375.4941746546556,-2939.60874215521,-769.019488257986,718.5458039030676,1380.2975964050845,107.26769575596903,2486.4926245526394,119.98206184403054,3339.457930106596,5056.185509955229,0.7704754396195749,6.276666666666666,0.023333333333333334,0.6766666666666666,0.7666666666666667,0.1703962703962704,0.5761849216526014,3708.8157538873743,0.4401742582946929,0.37653849597860983,0.0013986013986013986,0.4375291375291375,0.561072261072261,-0.04361305361305361,-0.04350151710864508,0.04378123738836537,0.0,0,0.0,-0.40787137804854656,-3635.6069289088423,-3084.0840215598646,0.0,-947.4514500842336,-601.6858755415019,0.0,1230.731154920553,1528.4765195737496,0.0,0.6249166666666667,0.7333333333333333,0.0,False,False,False
UtilizationPD,recovery,OBSERVABLE_ONLY,300,1,300,2676,-3999.5685975143633,-3700.6012463774573,-1576.2982677913628,433.3902804355257,1938.2425756551395,71.44597257174946,2317.813587023566,105.45674269943349,3806.184406880132,5231.066157034938,0.7873767149690828,5.736666666666666,0.06,0.82,0.81,0.2679372197309417,0.7048965603082288,4297.655378392768,0.5796798303710439,0.6894149517518388,0.016068759342301942,0.6270553064275037,0.3568759342301943,-0.06109865470852017,-0.061065592490199994,0.06427934435866038,0.0,0,0.0,-0.397498620830147,-4329.763564685515,-3728.4478218391973,0.0,-1774.1052753118176,-1402.069912394759,0.0,1792.0652312948864,2116.2855319975233,0.0,0.7766666666666666,0.8650833333333332,0.0,True,True,True
UtilizationPD,severe_stress,OBSERVABLE_ONLY,300,1,300,2610,-4452.323358924672,-3988.744149617705,-1881.8377077775697,458.54161530261376,2263.305437704276,77.07388537590722,2463.890642366876,106.59500878022627,4016.596140754576,5774.201394621787,0.7746624240169333,5.503333333333333,0.0033333333333333335,0.92,0.8466666666666667,0.2842911877394636,0.8231148350589704,4472.9356476369085,0.6057034724527712,0.620585613277492,0.0003831417624521073,0.632183908045977,0.3674329501915709,-0.06318007662835248,-0.06317758459055234,0.06325421294304275,0.0,0,0.0,-0.40896788198841666,-4754.738454902332,-4185.651643105969,0.0,-2057.8984654576197,-1731.8379544986906,0.0,2107.1960577055434,2435.4089698059543,0.0,0.89,0.9484166666666666,0.0,True,True,True
