,count,mean,std,min,1%,5%,50%,95%,99%,max
reward_interest_income,12822.0,50.40567422385325,36.405130146350885,0.0,0.0,8.514666076189952,41.80532764854436,125.64692987959172,177.07267835310807,225.0
reward_fee_income,12822.0,11.803139663236086,8.09138955089856,0.0,0.0,1.4213473529609149,10.029790171738874,26.75734762338684,39.72873906165621,94.12089419644343
reward_credit_loss,12822.0,142.13197190097986,750.082721046309,0.0,0.0,0.0,0.0,0.0,4284.738100931549,8250.0
reward_funding_cost,12822.0,9.396707670641623,6.324551717201091,1.1530466685188487,1.765964611399496,2.5032456461864303,7.741951160557013,22.508930926170237,30.71110017420459,37.5
reward_capital_cost,12822.0,236.88375028222,281.4748384387314,0.015209963378545709,0.23358439331194672,2.059634273884583,134.4770780935698,828.5773363122908,1316.5973893769237,1784.4596908520707
reward_constraint_penalty,12822.0,8.044096324853475,7.2983983024473185,0.0,0.0,0.0,6.641181014980125,20.730538441505338,21.68170776225344,21.95582994708774
reward,12822.0,-334.24771229160564,906.6504113572807,-10092.21771320105,-5216.359750643253,-1176.8187204352528,-96.37317920964165,35.33230851991124,55.6888620808341,94.65459225719788
