world_id,policy,parameter,endpoint,parameter_value,value,delta_static,delta_myopic
oat_dynamics_spend_limit_elasticity_low,MyopicEconomic,dynamics.spend_limit_elasticity,low,0.05,-1645.0241574009763,199.4376227043083,0.0
oat_dynamics_spend_limit_elasticity_low,PDThreshold,dynamics.spend_limit_elasticity,low,0.05,-1078.1236257852888,766.3381543199957,566.9005316156874
oat_dynamics_spend_limit_elasticity_low,PPO,dynamics.spend_limit_elasticity,low,0.05,-796.7712544521664,1047.6905256531181,848.2529029488098
oat_dynamics_spend_limit_elasticity_low,PPO_without_PD,dynamics.spend_limit_elasticity,low,0.05,-796.7712544521664,1047.6905256531181,848.2529029488098
oat_dynamics_spend_limit_elasticity_low,Random,dynamics.spend_limit_elasticity,low,0.05,-1549.9297385260702,294.53204157921436,95.09441887490607
oat_dynamics_spend_limit_elasticity_low,SIMULATOR_ONLY_ORACLE_Myopic,dynamics.spend_limit_elasticity,low,0.05,-1515.963682021655,328.49809808362966,129.06047537932136
oat_dynamics_spend_limit_elasticity_low,Static,dynamics.spend_limit_elasticity,low,0.05,-1844.4617801052846,0.0,-199.4376227043083
oat_dynamics_spend_limit_elasticity_low,UtilizationPD,dynamics.spend_limit_elasticity,low,0.05,-1082.0014491916702,762.4603309136144,563.0227082093061
oat_reference,AlwaysDecrease,,reference,,-874.9150005215711,969.5467795837135,758.3708942169401
oat_reference,AlwaysDecrease20,,reference,,-794.0342662451696,1050.427513860115,839.2516284933415
oat_reference,AlwaysIncrease,,reference,,-2167.503002035007,-323.04122192972227,-534.2171072964957
oat_reference,MyopicEconomic,,reference,,-1633.2858947385112,211.1758853667734,0.0
oat_reference,PDThreshold,,reference,,-1067.9161497585392,776.5456303467454,565.369744979972
oat_reference,PPO,,reference,,-794.0342662451696,1050.427513860115,839.2516284933415
oat_reference,PPO_without_PD,,reference,,-794.0342662451696,1050.427513860115,839.2516284933415
oat_reference,Random,,reference,,-1551.307837618387,293.15394248689745,81.97805712012405
oat_reference,SIMULATOR_ONLY_ORACLE_Myopic,,reference,,-1636.6840081571818,207.77777194810278,-3.3981134186706186
oat_reference,Static,,reference,,-1844.4617801052846,0.0,-211.1758853667734
oat_reference,UtilizationPD,,reference,,-1072.4860558657128,771.9757242395717,560.7998388727983
