customer_id,net_economic_value_ppo,reward_ppo,net_economic_value_myopic,reward_myopic,immediate_reward_gap,total_value_gap,lower_immediate_higher_total,world_id,policy_seed
ROBUST_TEST_000006,-1652.2441109295378,-131.68831877863437,-3189.544802488033,-137.65174264967106,5.963423871036696,1537.3006915584951,False,macro_unexpected,202
ROBUST_TEST_000007,596.2089247090212,15.507350418772653,1387.8300379913346,15.8324654487621,-0.32511502998944763,-791.6211132823134,False,macro_unexpected,202
ROBUST_TEST_000008,-1423.251235081977,-250.52497443208628,-1654.0381556394743,-250.52497443208628,0.0,230.7869205574973,False,macro_unexpected,202
ROBUST_TEST_000009,-1445.7663305844897,-57.70243666225685,-3088.566086291848,-60.88960838539919,3.1871717231423418,1642.7997557073584,False,macro_unexpected,202
ROBUST_TEST_000010,-785.6767462419862,-156.14673184052492,-2076.1614579240213,-158.13005533219314,1.9833234916682159,1290.4847116820351,False,macro_unexpected,202
ROBUST_TEST_000011,-1797.3699784762148,-293.20134758659657,-3150.7944919656434,-264.5135771905012,-28.687770396095345,1353.4245134894286,True,macro_unexpected,202
ROBUST_TEST_000012,36.15535533464865,-241.10893706482227,-904.2756166860167,-241.10893706482227,0.0,940.4309720206654,False,macro_unexpected,202
ROBUST_TEST_000013,-1092.291405934949,-77.4822511035296,-5274.349789376171,-78.7709285114577,1.2886774079280912,4182.058383441223,False,macro_unexpected,202
ROBUST_TEST_000014,-829.9730594913988,-59.043108384446526,-1559.022218900246,-59.97458361214789,0.9314752277013625,729.0491594088471,False,macro_unexpected,202
ROBUST_TEST_000015,-601.2706548384966,-102.63450117861387,-2209.779848043107,-105.47754616727022,2.843044988656345,1608.5091932046103,False,macro_unexpected,202
ROBUST_TEST_000016,-1515.6352626188743,-137.11288333611623,-2552.9314091583,-142.6129453629371,5.500062026820871,1037.2961465394258,False,macro_unexpected,202
ROBUST_TEST_000017,-3565.4942106827702,-597.510347007084,-3076.449446769024,-597.510347007084,0.0,-489.04476391374646,False,macro_unexpected,202
ROBUST_TEST_000018,-703.4246678940087,-104.40820312334314,-1287.526703133686,-106.0623407311036,1.654137607760461,584.1020352396772,False,macro_unexpected,202
ROBUST_TEST_000019,3.934213328223223,-226.3953794451516,-4220.845919716853,-226.3953794451516,0.0,4224.780133045077,False,macro_unexpected,202
ROBUST_TEST_000020,-789.1094692957266,-97.17597101829264,-876.90421297392,-98.95099342478466,1.7750224064920133,87.79474367819341,False,macro_unexpected,202
ROBUST_TEST_000021,-2588.415672592146,-180.1417648190081,-3309.5505661736047,-180.1417648190081,0.0,721.1348935814585,False,macro_unexpected,202
ROBUST_TEST_000022,-2565.938244847883,-322.1539604216773,-3217.637027588969,-330.47468455114813,8.320724129470818,651.6987827410858,False,macro_unexpected,202
ROBUST_TEST_000023,-898.6636314606698,-112.14686475229595,864.1492997629998,-112.47548097227816,0.3286162199822087,-1762.8129312236697,False,macro_unexpected,202
ROBUST_TEST_000024,-2526.0234146512908,-106.0006501061124,-5359.109535560719,-108.04151743914584,2.0408673330334324,2833.0861209094287,False,macro_unexpected,202
ROBUST_TEST_000025,-1501.7641709402749,-135.9073265086693,-4512.077042841323,-139.55913495694847,3.651808448279155,3010.3128719010483,False,macro_unexpected,202
ROBUST_TEST_000026,-1498.2697620768806,-193.4161938316312,-3918.568679160505,-199.4220863187937,6.005892487162498,2420.2989170836245,False,macro_unexpected,202
ROBUST_TEST_000027,-158.9918566805269,-200.21529820925184,-4175.0005552879,-200.21529820925184,0.0,4016.0086986073734,False,macro_unexpected,202
ROBUST_TEST_000028,-974.1197580272468,-208.19235343224187,-1862.5831391498896,-214.27482454925803,6.082471117016155,888.4633811226428,False,macro_unexpected,202
ROBUST_TEST_000029,309.9705234647997,-139.34484883594644,1354.302301637252,-142.4206928046302,3.075843968683756,-1044.3317781724522,False,macro_unexpected,202
ROBUST_TEST_000030,108.2560819549803,-11.338533570242465,-1677.7417838221766,-12.256439205590857,0.9179056353483919,1785.997865777157,False,macro_unexpected,202
ROBUST_TEST_000031,-577.5463910602102,-374.9130085396963,-4718.66165947774,-374.9130085396963,0.0,4141.1152684175295,False,macro_unexpected,202
ROBUST_TEST_000032,-1217.3505116238523,-291.55371250446285,-1551.3382955518755,-306.93257708182267,15.37886457735982,333.9877839280232,False,macro_unexpected,202
ROBUST_TEST_000033,-272.5770445450845,-87.34550657061214,-2251.970129764125,-88.34699894352671,1.0014923729145693,1979.3930852190406,False,macro_unexpected,202
