policy,policy_seed,world_id,world_kind,signal,seconds,steps,steps_per_second,policy_inference_ms
PPO_without_PD,101,macro_unexpected,macro,pd_flat,2.17701930005569,707,324.75596334029484,0.6032041033606086
PPO_without_PD,202,macro_unexpected,macro,pd_flat,2.3506114999763668,707,300.77279891088267,0.6378466766288101
PPO_without_PD,303,macro_unexpected,macro,pd_flat,2.265952499932609,707,312.01007082938696,0.6463118836078187
PPO_without_PD,404,macro_unexpected,macro,pd_flat,2.243061100016348,707,315.1942673317491,0.6449381885733956
PPO_without_PD,505,macro_unexpected,macro,pd_flat,2.27526200003922,707,310.7334451978775,0.6285718532840299
Static,-1,macro_unexpected,macro,pd_lag,1.9927238000091163,826,414.5080216316085,0.0931253039715563
AlwaysDecrease,-1,macro_unexpected,macro,pd_lag,1.9427947000367567,770,396.33626753533554,0.0954168816943737
AlwaysDecrease20,-1,macro_unexpected,macro,pd_lag,1.806208899943158,707,391.4275918041648,0.0931493603048748
AlwaysIncrease,-1,macro_unexpected,macro,pd_lag,2.245135599980131,923,411.1110259924472,0.0925306607903519
Random,991,macro_unexpected,macro,pd_lag,2.2336532999761403,805,360.3961277287746,0.1388960286558415
PDThreshold,-1,macro_unexpected,macro,pd_lag,2.07276200002525,819,395.1249588664898,0.0991852277712453
UtilizationPD,-1,macro_unexpected,macro,pd_lag,2.225710700033233,819,367.9723514775624,0.1179152648777715
MyopicEconomic,-1,macro_unexpected,macro,pd_lag,2.511109299957752,959,381.9029303169458,0.2926326374065935
SIMULATOR_ONLY_ORACLE_Myopic,-1,macro_unexpected,macro,pd_lag,5.632701699971221,957,169.90070679668506,2.823935214881644
PPO,101,macro_unexpected,macro,pd_lag,2.2653346000006422,707,312.09517569713523,0.6322251743791149
PPO,202,macro_unexpected,macro,pd_lag,2.1564435999607667,707,327.85462138349584,0.608662944754699
PPO,303,macro_unexpected,macro,pd_lag,2.227732000057585,707,317.3631298476318,0.5950776519598979
PPO,404,macro_unexpected,macro,pd_lag,2.156674899975769,707,327.81945948735404,0.6129885427627444
PPO,505,macro_unexpected,macro,pd_lag,2.067931500030681,707,341.88753350365346,0.5961623746912289
PPO_without_PD,101,macro_unexpected,macro,pd_lag,2.309371000039391,707,306.1439673348027,0.6343902380481004
PPO_without_PD,202,macro_unexpected,macro,pd_lag,2.1017882999731228,707,336.3802148908341,0.6025169732028031
PPO_without_PD,303,macro_unexpected,macro,pd_lag,2.0546079999767244,707,344.1045688559615,0.5824243290220746
PPO_without_PD,404,macro_unexpected,macro,pd_lag,2.089415900059976,707,338.3720780432971,0.5725596898368427
PPO_without_PD,505,macro_unexpected,macro,pd_lag,2.2097228000639006,707,319.9496334922892,0.6039637908908568
Static,-1,macro_unexpected,macro,pd_noise_high,2.307011099997908,826,358.03902287281977,0.0958579894579207
AlwaysDecrease,-1,macro_unexpected,macro,pd_noise_high,1.965840700082481,770,391.689926842848,0.0925026019103825
AlwaysDecrease20,-1,macro_unexpected,macro,pd_noise_high,1.9282035999931395,707,366.6625246434119,0.0908463905846023
AlwaysIncrease,-1,macro_unexpected,macro,pd_noise_high,2.175076400046237,923,424.3529100772641,0.0889477770793718
Random,991,macro_unexpected,macro,pd_noise_high,2.067476600059308,805,389.363536195238,0.129051549614679
PDThreshold,-1,macro_unexpected,macro,pd_noise_high,2.042886900017038,807,395.0292108649135,0.0950001237009186
UtilizationPD,-1,macro_unexpected,macro,pd_noise_high,2.0166087000397965,800,396.70561769579416,0.1044423755956813
MyopicEconomic,-1,macro_unexpected,macro,pd_noise_high,2.601736700045876,959,368.5999432544769,0.2786673616852934
SIMULATOR_ONLY_ORACLE_Myopic,-1,macro_unexpected,macro,pd_noise_high,5.669856299995445,959,169.14008914137216,2.847179770955236
PPO,101,macro_unexpected,macro,pd_noise_high,2.3283609999343757,707,303.647071918799,0.633495190784156
PPO,202,macro_unexpected,macro,pd_noise_high,2.3230231000343338,707,304.3447996662412,0.6504637879797665
PPO,303,macro_unexpected,macro,pd_noise_high,2.3583561000414197,707,299.78509182204635,0.6386172541784705
PPO,404,macro_unexpected,macro,pd_noise_high,2.2958390000276268,707,307.9484232088977,0.6300970280340107
PPO,505,macro_unexpected,macro,pd_noise_high,2.456523300032132,707,287.80512685988054,0.6453776503208355
PPO_without_PD,101,macro_unexpected,macro,pd_noise_high,2.481199900037609,707,284.94278110735195,0.6346183870504103
PPO_without_PD,202,macro_unexpected,macro,pd_noise_high,2.2277729000197724,707,317.3573033381118,0.6173691684986126
PPO_without_PD,303,macro_unexpected,macro,pd_noise_high,2.261690499959513,707,312.5980323181514,0.6358628022936311
PPO_without_PD,404,macro_unexpected,macro,pd_noise_high,2.2725394999142736,707,311.10570356496333,0.6503666188934083
PPO_without_PD,505,macro_unexpected,macro,pd_noise_high,2.279169699992053,707,310.2006840484344,0.6217212146846248
Static,-1,macro_unexpected,macro,pd_noise_low,2.217379300040193,826,372.5118205915549,0.0915605315237281
AlwaysDecrease,-1,macro_unexpected,macro,pd_noise_low,1.915818999987096,770,401.91688254745696,0.0912790912409107
AlwaysDecrease20,-1,macro_unexpected,macro,pd_noise_low,1.8177962999325248,707,388.93246731014,0.0912874111776599
AlwaysIncrease,-1,macro_unexpected,macro,pd_noise_low,2.366381400031969,923,390.0470143940156,0.0947719376296095
Random,991,macro_unexpected,macro,pd_noise_low,2.0490234000608325,805,392.8700862938416,0.1304863375085203
PDThreshold,-1,macro_unexpected,macro,pd_noise_low,1.9636227999581024,817,416.06768877272776,0.091599264738436
UtilizationPD,-1,macro_unexpected,macro,pd_noise_low,2.104158599977381,817,388.2787162568365,0.1131226439735734
MyopicEconomic,-1,macro_unexpected,macro,pd_noise_low,2.6076500999042764,959,367.7640646784642,0.2977331612031903
SIMULATOR_ONLY_ORACLE_Myopic,-1,macro_unexpected,macro,pd_noise_low,5.9612607000162825,959,160.87201151886893,2.8798604798983933
PPO,101,macro_unexpected,macro,pd_noise_low,2.295708700083196,707,307.96590176026183,0.619785855405686
PPO,202,macro_unexpected,macro,pd_noise_low,2.213812500005588,707,319.35857259737014,0.6090923633342121
PPO,303,macro_unexpected,macro,pd_noise_low,2.2170483000809327,707,318.89246615610097,0.6151063646989462
PPO,404,macro_unexpected,macro,pd_noise_low,2.3721295000286773,707,298.0444364405286,0.6493685982431137
PPO,505,macro_unexpected,macro,pd_noise_low,2.391546899918467,707,295.6245599967549,0.6659872690940215
PPO_without_PD,101,macro_unexpected,macro,pd_noise_low,2.3466977999778464,707,301.274412072434,0.6562841572381208
PPO_without_PD,202,macro_unexpected,macro,pd_noise_low,2.286671199952252,707,309.1830605181728,0.6359055155197941
PPO_without_PD,303,macro_unexpected,macro,pd_noise_low,2.563781599979848,707,275.7645191016104,0.6814483743189943
PPO_without_PD,404,macro_unexpected,macro,pd_noise_low,2.287570299929939,707,309.0615401072715,0.6282123046448979
PPO_without_PD,505,macro_unexpected,macro,pd_noise_low,2.218203300028108,707,318.726421510166,0.6020183886086523
Static,-1,macro_unexpected,macro,pd_over,2.2370261000469327,826,369.2402158305934,0.0939918900434081
AlwaysDecrease,-1,macro_unexpected,macro,pd_over,1.9310316999908537,770,398.7505746299489,0.0900281833593624
AlwaysDecrease20,-1,macro_unexpected,macro,pd_over,1.7966935998992994,707,393.5005946699124,0.0901598293305265
AlwaysIncrease,-1,macro_unexpected,macro,pd_over,2.235000899992883,923,412.975225201448,0.0911863510146785
Random,991,macro_unexpected,macro,pd_over,2.0597214000299573,805,390.82955587502846,0.1339029817211424
PDThreshold,-1,macro_unexpected,macro,pd_over,2.1324266999727115,793,371.87679183071,0.09357679678153
UtilizationPD,-1,macro_unexpected,macro,pd_over,1.9722836000146344,786,398.52280878579927,0.1004212494446652
MyopicEconomic,-1,macro_unexpected,macro,pd_over,2.7567489000502974,959,347.8735404528512,0.3268397280876451
SIMULATOR_ONLY_ORACLE_Myopic,-1,macro_unexpected,macro,pd_over,6.098050400032662,948,155.45952194736245,3.118395779693484
PPO,101,macro_unexpected,macro,pd_over,2.302211500005797,707,307.0960248431649,0.6266755326565413
PPO,202,macro_unexpected,macro,pd_over,2.3167027999879792,707,305.1750962633914,0.6329350797867842
PPO,303,macro_unexpected,macro,pd_over,2.32627700001467,707,303.9190947576499,0.6562455440706757
PPO,404,macro_unexpected,macro,pd_over,2.4383728000102565,707,289.94746004262606,0.6302291322552205
PPO,505,macro_unexpected,macro,pd_over,2.2812878999393438,707,309.91265943189296,0.6299736875648145
PPO_without_PD,101,macro_unexpected,macro,pd_over,2.2172951999818906,707,318.85695689314366,0.6095374820100558
PPO_without_PD,202,macro_unexpected,macro,pd_over,2.392537500010804,707,295.5021603618784,0.6665888237813027
PPO_without_PD,303,macro_unexpected,macro,pd_over,2.2080697000492364,707,320.1891679344339,0.6192033972770313
PPO_without_PD,404,macro_unexpected,macro,pd_over,2.1766700000735,707,324.80807838401165,0.5923640727206454
PPO_without_PD,505,macro_unexpected,macro,pd_over,2.2974007000448182,707,307.7390896530186,0.6431741160808244
Static,-1,macro_unexpected,macro,pd_steep,1.991727799992077,826,414.7153039703948,0.0885709422272934
AlwaysDecrease,-1,macro_unexpected,macro,pd_steep,1.962784899980761,770,392.29973697451385,0.0888373997582533
AlwaysDecrease20,-1,macro_unexpected,macro,pd_steep,2.0422410999890417,707,346.1883124396006,0.092293637214542
AlwaysIncrease,-1,macro_unexpected,macro,pd_steep,2.095431699999608,923,440.4820257325365,0.0852234030943586
Random,991,macro_unexpected,macro,pd_steep,2.21109539992176,805,364.0729387020049,0.1346633532402678
PDThreshold,-1,macro_unexpected,macro,pd_steep,1.961729499977082,808,411.8814546090271,0.0904629947525439
UtilizationPD,-1,macro_unexpected,macro,pd_steep,1.9373594999779016,808,417.0625018274701,0.0966658425577316
MyopicEconomic,-1,macro_unexpected,macro,pd_steep,2.463651799946092,959,389.2595536516095,0.2761078183660604
SIMULATOR_ONLY_ORACLE_Myopic,-1,macro_unexpected,macro,pd_steep,5.6727415000787005,957,168.70149996905783,2.803783596039807
PPO,101,macro_unexpected,macro,pd_steep,2.502656399970874,707,282.4998269871278,0.6415964648604414
PPO,202,macro_unexpected,macro,pd_steep,2.328706699889153,707,303.60199506174536,0.6637470966305115
PPO,303,macro_unexpected,macro,pd_steep,2.2591893000062555,707,312.94411672277414,0.6373289987692528
PPO,404,macro_unexpected,macro,pd_steep,2.468970000045374,707,286.3542286811938,0.683048089783075
PPO,505,macro_unexpected,macro,pd_steep,2.1272467999951914,707,332.35447809892025,0.5919828868037699
PPO_without_PD,101,macro_unexpected,macro,pd_steep,2.301674199989065,707,307.16771296448417,0.6754134374616676
PPO_without_PD,202,macro_unexpected,macro,pd_steep,2.2521583000198007,707,313.92109515294027,0.6373342287317024
PPO_without_PD,303,macro_unexpected,macro,pd_steep,2.397014699992724,707,294.95021453232897,0.6437377667955559
PPO_without_PD,404,macro_unexpected,macro,pd_steep,2.279517799965106,707,310.153314008262,0.6347512047477014
PPO_without_PD,505,macro_unexpected,macro,pd_steep,2.1952220000093803,707,322.06309885605145,0.6043168301516261
Static,-1,macro_unexpected,macro,pd_under,2.007557100034319,826,411.4453332290672,0.0885878940457906
AlwaysDecrease,-1,macro_unexpected,macro,pd_under,1.9411941000726076,770,396.6630642300012,0.0914664957188553
AlwaysDecrease20,-1,macro_unexpected,macro,pd_under,1.8118308000266552,707,390.213037547214,0.0901683182633433
AlwaysIncrease,-1,macro_unexpected,macro,pd_under,2.3395596999907866,923,394.5186780246022,0.0940266524149934
Random,991,macro_unexpected,macro,pd_under,2.09202290000394,805,384.79502303654704,0.1325854672963574
PDThreshold,-1,macro_unexpected,macro,pd_under,2.017907900037244,788,390.5034516121653,0.0968610411060756
UtilizationPD,-1,macro_unexpected,macro,pd_under,2.161482800031081,788,364.56454799856334,0.1014639608098695
MyopicEconomic,-1,macro_unexpected,macro,pd_under,2.7317064999369904,959,351.0626050134304,0.3044403530074608
SIMULATOR_ONLY_ORACLE_Myopic,-1,macro_unexpected,macro,pd_under,5.895449299947359,959,162.6678394144723,2.854164754967006
PPO,101,macro_unexpected,macro,pd_under,2.2900909000309184,707,308.7213699641594,0.6539369139641186
PPO,202,macro_unexpected,macro,pd_under,2.253877699957229,707,313.6816163598479,0.6387024051529557
PPO,303,macro_unexpected,macro,pd_under,2.228303600102663,707,317.2817204834327,0.640591372349833
PPO,404,macro_unexpected,macro,pd_under,2.262028699973598,707,312.55129521931,0.6409663365511
PPO,505,macro_unexpected,macro,pd_under,2.444660200038925,707,289.2017467248589,0.7127473832936655
PPO_without_PD,101,macro_unexpected,macro,pd_under,2.5120161999948323,707,281.44722952083447,0.6836543160673795
PPO_without_PD,202,macro_unexpected,macro,pd_under,2.2143967000301927,707,319.27431972345346,0.6350311172383151
PPO_without_PD,303,macro_unexpected,macro,pd_under,2.432181900017895,707,290.68549519047,0.6706186680879334
PPO_without_PD,404,macro_unexpected,macro,pd_under,2.2020818000892177,707,321.05982619326664,0.6052902436985133
PPO_without_PD,505,macro_unexpected,macro,pd_under,2.3135126000270247,707,305.5959150564995,0.6362036782115319
Static,-1,macro_unexpected,macro,reporting_error,2.036658199969679,826,405.566334111584,0.0938205806691803
AlwaysDecrease,-1,macro_unexpected,macro,reporting_error,1.958928400068544,770,393.0720489697619,0.0929089621398839
AlwaysDecrease20,-1,macro_unexpected,macro,reporting_error,1.8651727000251408,707,379.053371299328,0.0945493670133017
AlwaysIncrease,-1,macro_unexpected,macro,reporting_error,2.2061173000838608,923,418.3821050516734,0.0883079083981486
Random,991,macro_unexpected,macro,reporting_error,1.8725689999992028,805,429.8907009569969,0.1209105596362804
PDThreshold,-1,macro_unexpected,macro,reporting_error,1.902437699958682,808,424.7182443964123,0.092245295608075
UtilizationPD,-1,macro_unexpected,macro,reporting_error,1.844363300013356,808,438.09156254310034,0.0971319306051672
MyopicEconomic,-1,macro_unexpected,macro,reporting_error,2.5156342000700533,959,381.2159971323711,0.2808794579531791
SIMULATOR_ONLY_ORACLE_Myopic,-1,macro_unexpected,macro,reporting_error,5.39195409999229,957,177.48667408006466,2.614268022925129
PPO,101,macro_unexpected,macro,reporting_error,2.147290900000371,707,329.25208223994144,0.5879306924019583
PPO,202,macro_unexpected,macro,reporting_error,2.1900913999415934,707,322.8175773937356,0.5772079209714095
PPO,303,macro_unexpected,macro,reporting_error,2.006361300009303,707,352.3792050797241,0.571047809980072
PPO,404,macro_unexpected,macro,reporting_error,1.9925713000120595,707,354.8179179313288,0.5660291352471313
PPO,505,macro_unexpected,macro,reporting_error,1.8842089999234304,707,375.223767654613,0.5368671857170982
PPO_without_PD,101,macro_unexpected,macro,reporting_error,1.8828482000390068,707,375.4949549227353,0.5436592649397094
PPO_without_PD,202,macro_unexpected,macro,reporting_error,1.933947200071998,707,365.57357924439685,0.561148514431049
PPO_without_PD,303,macro_unexpected,macro,reporting_error,1.919411899987608,707,368.3419905881403,0.5572900985192397
PPO_without_PD,404,macro_unexpected,macro,reporting_error,2.161145499907434,707,327.14132390914085,0.5788366330716406
PPO_without_PD,505,macro_unexpected,macro,reporting_error,1.9488808999303728,707,362.7722966679282,0.5535736929986209
Static,-1,nominal,nominal,identity,2.1983748000347987,1040,473.0767474151985,0.0930418254798636
AlwaysDecrease,-1,nominal,nominal,identity,2.018408100004308,970,480.5767475853519,0.0972484524083352
AlwaysDecrease20,-1,nominal,nominal,identity,1.6614053000230342,847,509.80937642865166,0.0830139329001624
AlwaysIncrease,-1,nominal,nominal,identity,2.9033181000268087,1079,371.64374099759743,0.1149013921388867
Random,991,nominal,nominal,identity,2.388538399944082,1006,421.1780727592872,0.1446685891933591
PDThreshold,-1,nominal,nominal,identity,2.848318300093524,1014,355.9995383825977,0.1227113407259509
UtilizationPD,-1,nominal,nominal,identity,3.286546800052747,1014,308.53052206155286,0.152405229474269
MyopicEconomic,-1,nominal,nominal,identity,2.7807774000102654,1122,403.4842918371885,0.2892768285868095
SIMULATOR_ONLY_ORACLE_Myopic,-1,nominal,nominal,identity,9.456475700018927,1129,119.38908699334364,3.905860497121286
PPO,101,nominal,nominal,identity,3.236219000071287,847,261.7251799032582,0.7712426194052487
PPO,202,nominal,nominal,identity,2.87030379998032,847,295.090714789775,0.7000242022098149
PPO,303,nominal,nominal,identity,2.825878700008616,847,299.72977962480047,0.6683717829251162
PPO,404,nominal,nominal,identity,2.930568900075741,847,289.02238059583215,0.6478878394827036
PPO,505,nominal,nominal,identity,2.7640816000057384,847,306.4308955271948,0.6773617449013127
PPO_without_PD,101,nominal,nominal,identity,2.826744999969378,847,299.6379227730749,0.6707158217859732
PPO_without_PD,202,nominal,nominal,identity,2.739782299962826,847,309.14865024549295,0.6539142838214143
PPO_without_PD,303,nominal,nominal,identity,2.8045091000385582,847,302.0136393882105,0.7019913803462771
PPO_without_PD,404,nominal,nominal,identity,2.854845999972895,847,296.6885078943109,0.7267438023435798
PPO_without_PD,505,nominal,nominal,identity,2.8731550000375137,847,294.7978789828398,0.7418204247929516
Static,-1,nominal,nominal,pd_flat,2.40699729998596,1040,432.07360473818,0.0898579807164004
AlwaysDecrease,-1,nominal,nominal,pd_flat,2.4509901999263093,970,395.75841634502,0.094517937755769
AlwaysDecrease20,-1,nominal,nominal,pd_flat,2.1023216999601573,847,402.8879119765791,0.0902217248764764
AlwaysIncrease,-1,nominal,nominal,pd_flat,2.606143799959682,1079,414.0216668077535,0.0930911040518767
Random,991,nominal,nominal,pd_flat,2.7861936999252066,1006,361.066066593649,0.1513036783779073
PDThreshold,-1,nominal,nominal,pd_flat,2.7535643000155687,1014,368.2499805776342,0.1055590713789771
UtilizationPD,-1,nominal,nominal,pd_flat,2.7875799000030383,1014,363.7563895473973,0.1096915166882
MyopicEconomic,-1,nominal,nominal,pd_flat,2.748373699956573,1122,408.241426563545,0.2705614091230825
SIMULATOR_ONLY_ORACLE_Myopic,-1,nominal,nominal,pd_flat,6.701006799936295,1131,168.78060771565734,2.9027316535869985
PPO,101,nominal,nominal,pd_flat,2.603649700060487,847,325.3125794842228,0.5994534834399116
PPO,202,nominal,nominal,pd_flat,2.6602255000034347,847,318.39406095419594,0.6278373062975678
PPO,303,nominal,nominal,pd_flat,2.640840800013393,847,320.7311853087488,0.6131397890380046
PPO,404,nominal,nominal,pd_flat,2.6155651999870315,847,323.8305816288577,0.5959819370348539
PPO,505,nominal,nominal,pd_flat,2.6149348000762984,847,323.90864964407,0.5953577342976452
PPO_without_PD,101,nominal,nominal,pd_flat,2.643459100043401,847,320.4135066761932,0.6150595057335679
PPO_without_PD,202,nominal,nominal,pd_flat,2.648805300006643,847,319.76680203632776,0.61627048375074
PPO_without_PD,303,nominal,nominal,pd_flat,2.700389600009657,847,313.6584439508176,0.6206773307807788
PPO_without_PD,404,nominal,nominal,pd_flat,2.8050460000522435,847,301.95583244774764,0.6463805191854396
PPO_without_PD,505,nominal,nominal,pd_flat,2.718847899930552,847,311.5290119839492,0.6113101530615614
Static,-1,nominal,nominal,pd_lag,2.613745499984361,1040,397.8964287097663,0.0939058631327218
AlwaysDecrease,-1,nominal,nominal,pd_lag,2.3141448000678797,970,419.1613247241692,0.094319692303993
AlwaysDecrease20,-1,nominal,nominal,pd_lag,2.1544362000422552,847,393.14229865956935,0.0946840618812911
AlwaysIncrease,-1,nominal,nominal,pd_lag,2.977697500027716,1079,362.36051512618616,0.104312882611944
Random,991,nominal,nominal,pd_lag,2.607454200042412,1006,385.81693975051866,0.145790656536973
PDThreshold,-1,nominal,nominal,pd_lag,2.6055180999683216,1025,393.3958470725888,0.1017397083342075
UtilizationPD,-1,nominal,nominal,pd_lag,2.743408799986355,1025,373.62277178854936,0.1130108305866398
MyopicEconomic,-1,nominal,nominal,pd_lag,3.1878464000765234,1122,351.96175072082104,0.31635605828893
SIMULATOR_ONLY_ORACLE_Myopic,-1,nominal,nominal,pd_lag,7.045707999961451,1129,160.23939680812447,2.935964483611015
PPO,101,nominal,nominal,pd_lag,2.8255461999215186,847,299.7650507443573,0.6658527751342166
PPO,202,nominal,nominal,pd_lag,2.878117499989457,847,294.2895833832714,0.6740563168380642
PPO,303,nominal,nominal,pd_lag,2.8799800000851974,847,294.099264569526,0.6618060215861221
PPO,404,nominal,nominal,pd_lag,2.844775200006552,847,297.7388160576095,0.6704201900929107
PPO,505,nominal,nominal,pd_lag,2.9094428000971675,847,291.1210352620483,0.6882839436492186
PPO_without_PD,101,nominal,nominal,pd_lag,2.9269469999708235,847,289.38002635799114,0.6882318778242806
PPO_without_PD,202,nominal,nominal,pd_lag,2.896830999990925,847,292.3884755453989,0.6396702486348758
PPO_without_PD,303,nominal,nominal,pd_lag,2.9319130999501795,847,288.88987194552004,0.7051536010703624
PPO_without_PD,404,nominal,nominal,pd_lag,2.832223100005649,847,299.0583616094052,0.6690421479797033
PPO_without_PD,505,nominal,nominal,pd_lag,2.9601197000592947,847,286.13707749150603,0.7054767426523383
Static,-1,nominal,nominal,pd_noise_high,2.601784799946472,1040,399.7256037553131,0.0892670192675163
AlwaysDecrease,-1,nominal,nominal,pd_noise_high,2.286803500028327,970,424.1728683675639,0.0900236096415553
AlwaysDecrease20,-1,nominal,nominal,pd_noise_high,2.1427571999374777,847,395.2851027753934,0.0934716617279502
AlwaysIncrease,-1,nominal,nominal,pd_noise_high,2.619434799998998,1079,411.9209227885392,0.0940909159505278
Random,991,nominal,nominal,pd_noise_high,2.4682050000410527,1006,407.5836488392446,0.1321590452771597
PDThreshold,-1,nominal,nominal,pd_noise_high,2.3715766000095755,1024,431.7802764607584,0.0925161141367425
UtilizationPD,-1,nominal,nominal,pd_noise_high,2.8821882000193,1024,355.2856125055064,0.1143513661645556
MyopicEconomic,-1,nominal,nominal,pd_noise_high,3.142322100000456,1122,357.0607863528176,0.3050871661560421
SIMULATOR_ONLY_ORACLE_Myopic,-1,nominal,nominal,pd_noise_high,7.389667600044049,1131,153.05153915086223,3.060735366863028
PPO,101,nominal,nominal,pd_noise_high,2.888135500019416,847,293.2687888065868,0.6725165288985532
PPO,202,nominal,nominal,pd_noise_high,2.8287541000172496,847,299.4251073272276,0.6679475808861405
PPO,303,nominal,nominal,pd_noise_high,2.7722737999865785,847,305.52537776178553,0.6525174753384174
PPO,404,nominal,nominal,pd_noise_high,2.945003299973905,847,287.6057897821388,0.7154021259296109
PPO,505,nominal,nominal,pd_noise_high,2.865481600048952,847,295.5873106934382,0.6676687131368653
PPO_without_PD,101,nominal,nominal,pd_noise_high,2.893250400084071,847,292.7503267520116,0.6770024773221652
PPO_without_PD,202,nominal,nominal,pd_noise_high,3.030366199905984,847,279.5041734646716,0.661287130732991
PPO_without_PD,303,nominal,nominal,pd_noise_high,2.9389152999501675,847,288.20156879456914,0.6793905562229692
PPO_without_PD,404,nominal,nominal,pd_noise_high,2.895829699933529,847,292.48957561953387,0.6637564361911298
PPO_without_PD,505,nominal,nominal,pd_noise_high,2.859750600066036,847,296.17967384304126,0.6611782769093107
Static,-1,nominal,nominal,pd_noise_low,2.4958568000001837,1040,416.6905729527125,0.0886449988823957
AlwaysDecrease,-1,nominal,nominal,pd_noise_low,2.2398784999968484,970,433.0592038815341,0.087272884689041
AlwaysDecrease20,-1,nominal,nominal,pd_noise_low,1.997104599955492,847,424.1139898325188,0.085997167884547
AlwaysIncrease,-1,nominal,nominal,pd_noise_low,2.477125499979593,1079,435.5855203980941,0.0883019480731707
Random,991,nominal,nominal,pd_noise_low,2.46216779993847,1006,408.583038095592,0.1354304175392519
PDThreshold,-1,nominal,nominal,pd_noise_low,2.608402500045486,1031,395.26108412410326,0.0941425794058061
UtilizationPD,-1,nominal,nominal,pd_noise_low,2.466132399975322,1031,418.0635232764944,0.1016291973761903
MyopicEconomic,-1,nominal,nominal,pd_noise_low,3.116162299993448,1122,360.0582678258957,0.3022213918638354
SIMULATOR_ONLY_ORACLE_Myopic,-1,nominal,nominal,pd_noise_low,6.579866299987771,1131,171.8879910982541,2.8525442093945084
PPO,101,nominal,nominal,pd_noise_low,2.53550430003088,847,334.0558325969648,0.5940435663989383
PPO,202,nominal,nominal,pd_noise_low,2.7341077000601217,847,309.79028367513644,0.6353344732275344
PPO,303,nominal,nominal,pd_noise_low,2.6721152000827715,847,316.977351864831,0.6398332934472556
PPO,404,nominal,nominal,pd_noise_low,2.6524728999938816,847,319.32465737989395,0.604259149433106
PPO,505,nominal,nominal,pd_noise_low,3.019315000041388,847,280.5272056702893,0.7111700096386435
PPO_without_PD,101,nominal,nominal,pd_noise_low,2.806279600015841,847,301.82309702683176,0.6794267991852397
PPO_without_PD,202,nominal,nominal,pd_noise_low,2.809092399897054,847,301.5208755792584,0.6733451016882815
PPO_without_PD,303,nominal,nominal,pd_noise_low,2.8992583999643102,847,292.14367370994825,0.6900815824552526
PPO_without_PD,404,nominal,nominal,pd_noise_low,2.9248484999407083,847,289.58764873365925,0.6912030707637932
PPO_without_PD,505,nominal,nominal,pd_noise_low,2.802043200004846,847,302.27942238668385,0.6608185341852193
Static,-1,nominal,nominal,pd_over,2.47890870005358,1040,419.53945297683657,0.0911012502351345
AlwaysDecrease,-1,nominal,nominal,pd_over,2.3375971000641584,970,414.9560247030496,0.0922675254111437
AlwaysDecrease20,-1,nominal,nominal,pd_over,2.149865699931979,847,393.9780982722775,0.0925500577023206
AlwaysIncrease,-1,nominal,nominal,pd_over,2.79097269999329,1079,386.6035665639417,0.0936395713741838
Random,991,nominal,nominal,pd_over,2.539141699904576,1006,396.1968723674645,0.1370972178637552
PDThreshold,-1,nominal,nominal,pd_over,2.3797488000709563,983,413.0688079223698,0.0940435389549464
UtilizationPD,-1,nominal,nominal,pd_over,2.6306349000660703,983,373.6740510723519,0.1060049831658783
MyopicEconomic,-1,nominal,nominal,pd_over,2.8001358999172226,1122,400.6948377159725,0.2779052592813968
SIMULATOR_ONLY_ORACLE_Myopic,-1,nominal,nominal,pd_over,6.61611509998329,1130,170.79509393705288,2.906808320770815
PPO,101,nominal,nominal,pd_over,2.614189199986868,847,324.0010325206205,0.6058523045201845
PPO,202,nominal,nominal,pd_over,2.681027699960396,847,315.9236288429664,0.6327667032228838
PPO,303,nominal,nominal,pd_over,3.0343227999983355,847,279.1397144695563,0.7409169979133987
PPO,404,nominal,nominal,pd_over,2.919876799918711,847,290.08073218143323,0.6892005918457348
PPO,505,nominal,nominal,pd_over,2.774026000057347,847,305.33239413851567,0.6618191247009876
PPO_without_PD,101,nominal,nominal,pd_over,2.634866400039755,847,321.4584238454065,0.6218213686134574
PPO_without_PD,202,nominal,nominal,pd_over,2.5765303999651223,847,328.7366607479056,0.6234871331875025
PPO_without_PD,303,nominal,nominal,pd_over,2.659098699921742,847,318.52898127659853,0.6269819347557327
PPO_without_PD,404,nominal,nominal,pd_over,2.7180886999703944,847,311.6160263678024,0.602668122258675
PPO_without_PD,505,nominal,nominal,pd_over,2.523930000024848,847,335.5877540152308,0.5884507645983711
Static,-1,nominal,nominal,pd_steep,2.713173200027086,1040,383.3150054665208,0.09569653876287
AlwaysDecrease,-1,nominal,nominal,pd_steep,2.774854699964635,970,349.5678530527607,0.1042123719540991
AlwaysDecrease20,-1,nominal,nominal,pd_steep,2.2543339000549167,847,375.7207394962063,0.0953521810960213
AlwaysIncrease,-1,nominal,nominal,pd_steep,2.611252099974081,1079,413.21173088217336,0.0937941609955184
Random,991,nominal,nominal,pd_steep,2.4084310999605805,1006,417.69930641423184,0.1302934409106228
PDThreshold,-1,nominal,nominal,pd_steep,2.4226198999676853,1014,418.55513529527497,0.0940244533516525
UtilizationPD,-1,nominal,nominal,pd_steep,2.3773884000256658,1014,426.5184435109775,0.0985136073766022
MyopicEconomic,-1,nominal,nominal,pd_steep,2.7921153000788763,1122,401.8458693193307,0.274597149721634
