policy,policy_seed,world_id,world_kind,signal,seconds,steps,steps_per_second,policy_inference_ms
SIMULATOR_ONLY_ORACLE_Myopic,-1,nominal,nominal,pd_steep,6.573106499970891,1129,171.7604910258186,2.77886217962406
PPO,101,nominal,nominal,pd_steep,2.5910096999723464,847,326.8995866781355,0.6089603279331323
PPO,202,nominal,nominal,pd_steep,2.646684799925424,847,320.02299632501234,0.6061957499238859
PPO,303,nominal,nominal,pd_steep,2.620374999940396,847,323.2361780353065,0.6016301075843248
PPO,404,nominal,nominal,pd_steep,2.799727899953723,847,302.5293993798469,0.6073074383164152
PPO,505,nominal,nominal,pd_steep,2.711317299981601,847,312.39427418021035,0.6122232576691432
PPO_without_PD,101,nominal,nominal,pd_steep,2.785896599991247,847,304.031384367482,0.6511939789576471
PPO_without_PD,202,nominal,nominal,pd_steep,2.785728199989535,847,304.04976336283704,0.6744035400357867
PPO_without_PD,303,nominal,nominal,pd_steep,2.609426400042139,847,324.59240850262034,0.6199082621640428
PPO_without_PD,404,nominal,nominal,pd_steep,2.521612900076434,847,335.8961242521904,0.5938399043220064
PPO_without_PD,505,nominal,nominal,pd_steep,2.671168399974704,847,317.0897050174827,0.6225624582438852
Static,-1,nominal,nominal,pd_under,2.498796900035813,1040,416.20029222266703,0.0907050009118393
AlwaysDecrease,-1,nominal,nominal,pd_under,2.3359046999830757,970,415.2566669380939,0.0906450509516157
AlwaysDecrease20,-1,nominal,nominal,pd_under,2.239102700026706,847,378.2765301430336,0.0898094451683875
AlwaysIncrease,-1,nominal,nominal,pd_under,2.5067471999209374,1079,430.4382986980225,0.0897515280322414
Random,991,nominal,nominal,pd_under,2.5881183000747114,1006,388.6993882663554,0.1357819073348422
PDThreshold,-1,nominal,nominal,pd_under,2.305356899974868,984,426.8319582146813,0.0904346567794408
UtilizationPD,-1,nominal,nominal,pd_under,2.32226000004448,984,423.7251642715082,0.0989698172912259
MyopicEconomic,-1,nominal,nominal,pd_under,2.753660899936221,1122,407.4575776654224,0.2668608719177557
SIMULATOR_ONLY_ORACLE_Myopic,-1,nominal,nominal,pd_under,6.44380100001581,1131,175.51752451654312,2.689649162062211
PPO,101,nominal,nominal,pd_under,2.741606399999,847,308.9429613238096,0.6016225513090614
PPO,202,nominal,nominal,pd_under,2.890237999963574,847,293.055450800479,0.6623520663474305
PPO,303,nominal,nominal,pd_under,2.703016099985689,847,313.3536644507905,0.6150286870105841
PPO,404,nominal,nominal,pd_under,2.6930794999934733,847,314.50983901591195,0.6255541920965403
PPO,505,nominal,nominal,pd_under,2.690443600062281,847,314.81797276121785,0.6315178274140729
PPO_without_PD,101,nominal,nominal,pd_under,2.531911400030367,847,334.5298733556954,0.5969416769056491
PPO_without_PD,202,nominal,nominal,pd_under,2.543222300009802,847,333.0420624247969,0.6055448630631164
PPO_without_PD,303,nominal,nominal,pd_under,2.6529829999199137,847,319.26325951789687,0.6256260955321394
PPO_without_PD,404,nominal,nominal,pd_under,2.581870699999854,847,328.0567071000294,0.6018319951179036
PPO_without_PD,505,nominal,nominal,pd_under,2.591987499967217,847,326.7762672507921,0.6034119225655811
Static,-1,nominal,nominal,reporting_error,2.778770199976861,1040,374.2662851388935,0.0974879813908885
AlwaysDecrease,-1,nominal,nominal,reporting_error,2.604746300028637,970,372.3971121446014,0.0989308219508642
AlwaysDecrease20,-1,nominal,nominal,reporting_error,2.256754099973477,847,375.31780711507486,0.0980838264889548
AlwaysIncrease,-1,nominal,nominal,reporting_error,2.758066299953498,1079,391.21612124342056,0.0986281732326862
Random,991,nominal,nominal,reporting_error,2.691083999932744,1006,373.8270526022756,0.1478648117778611
PDThreshold,-1,nominal,nominal,reporting_error,2.690133799915202,1014,376.9329243147546,0.1054385585592842
UtilizationPD,-1,nominal,nominal,reporting_error,2.7119104000739758,1014,373.9061585413516,0.1152891523794397
MyopicEconomic,-1,nominal,nominal,reporting_error,3.330128400004469,1122,336.92394563479724,0.3121551670965783
SIMULATOR_ONLY_ORACLE_Myopic,-1,nominal,nominal,reporting_error,6.985465699923225,1129,161.62129319630165,3.0064156762158465
PPO,101,nominal,nominal,reporting_error,2.9077569999499246,847,291.2898154882222,0.6770175927590223
PPO,202,nominal,nominal,reporting_error,2.9889957000268623,847,283.3727729994352,0.7095591478773262
PPO,303,nominal,nominal,reporting_error,3.127754500019364,847,270.80130489613435,0.8007155825057394
PPO,404,nominal,nominal,reporting_error,2.9206612999551,847,290.0028154627245,0.6879324655883111
PPO,505,nominal,nominal,reporting_error,2.8502811000216752,847,297.16367273163297,0.6861622192937586
PPO_without_PD,101,nominal,nominal,reporting_error,2.794858100009151,847,303.0565308475685,0.6670231391854997
PPO_without_PD,202,nominal,nominal,reporting_error,2.881252399994992,847,293.9693863687445,0.6713338826872065
PPO_without_PD,303,nominal,nominal,reporting_error,2.839057400007732,847,298.33845557250555,0.6426141656156731
PPO_without_PD,404,nominal,nominal,reporting_error,2.56791240000166,847,329.8399119843233,0.5888082654684905
PPO_without_PD,505,nominal,nominal,reporting_error,2.565208800020628,847,330.18754652377186,0.5923508862451317
Static,-1,oat_default_debt_to_income_high,oat,identity,2.078874200000428,811,390.1149958952943,0.0961177549456991
AlwaysDecrease,-1,oat_default_debt_to_income_high,oat,identity,2.0041740000015125,737,367.7325421841835,0.0975527817995023
AlwaysDecrease20,-1,oat_default_debt_to_income_high,oat,identity,1.8259390000021083,669,366.3868289133577,0.0879455889228547
AlwaysIncrease,-1,oat_default_debt_to_income_high,oat,identity,2.149940100032836,860,400.011144490428,0.095129769490382
Random,991,oat_default_debt_to_income_high,oat,identity,2.087210400030017,785,376.10008075310026,0.142645859901028
PDThreshold,-1,oat_default_debt_to_income_high,oat,identity,2.0087454000022262,773,384.8173093509727,0.1093759394237557
UtilizationPD,-1,oat_default_debt_to_income_high,oat,identity,1.9983731999527663,773,386.8146350332714,0.1057294981414392
MyopicEconomic,-1,oat_default_debt_to_income_high,oat,identity,2.432303500012494,915,376.18660664481206,0.2893321300078122
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_default_debt_to_income_high,oat,identity,5.583325500017963,901,161.37336073225558,2.8976094352131034
PPO,101,oat_default_debt_to_income_high,oat,identity,2.440977500053122,669,274.07053116443745,0.6632234679148025
PPO,202,oat_default_debt_to_income_high,oat,identity,2.0697820000350475,669,323.22244564339235,0.6068375164166828
PPO,303,oat_default_debt_to_income_high,oat,identity,2.310262600076385,669,289.5774705342504,0.6671100137936249
PPO,404,oat_default_debt_to_income_high,oat,identity,2.178902200073935,669,307.03535017647846,0.6201153968061321
PPO,505,oat_default_debt_to_income_high,oat,identity,2.100659999996424,669,318.47133758016,0.6159254115197379
PPO_without_PD,101,oat_default_debt_to_income_high,oat,identity,2.219765799934976,669,301.3831459244922,0.6342405070145636
PPO_without_PD,202,oat_default_debt_to_income_high,oat,identity,2.307149500004016,669,289.9682053541981,0.6947584468690381
PPO_without_PD,303,oat_default_debt_to_income_high,oat,identity,2.2448073000414297,669,298.0211263513145,0.6315357245641283
PPO_without_PD,404,oat_default_debt_to_income_high,oat,identity,2.284427599981427,669,292.85235391370645,0.6486279524511954
PPO_without_PD,505,oat_default_debt_to_income_high,oat,identity,2.182268399978057,669,306.5617409878304,0.6075541125833208
Static,-1,oat_default_debt_to_income_low,oat,identity,2.2670773999998346,867,382.4307013073587,0.0960417521522394
AlwaysDecrease,-1,oat_default_debt_to_income_low,oat,identity,2.117382099968381,812,383.4924268095615,0.0978390396035877
AlwaysDecrease20,-1,oat_default_debt_to_income_low,oat,identity,2.7026948999846354,706,261.22075414580223,0.1257342774824637
AlwaysIncrease,-1,oat_default_debt_to_income_low,oat,identity,3.4003531000344083,949,279.0886628775103,0.1346673363784389
Random,991,oat_default_debt_to_income_low,oat,identity,2.872538199997507,855,297.6461722948513,0.1767279510794763
PDThreshold,-1,oat_default_debt_to_income_low,oat,identity,3.0087508000433445,859,285.50054726620266,0.1254556448512186
UtilizationPD,-1,oat_default_debt_to_income_low,oat,identity,3.34498270007316,848,253.514016673824,0.169144810604608
MyopicEconomic,-1,oat_default_debt_to_income_low,oat,identity,3.5210753999417648,1008,286.2761757435445,0.3739905757053445
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_default_debt_to_income_low,oat,identity,5.939633700065315,976,164.3198973682952,2.8876839147176456
PPO,101,oat_default_debt_to_income_low,oat,identity,2.416230299975723,706,292.1906906005994,0.5978130334434192
PPO,202,oat_default_debt_to_income_low,oat,identity,2.2906376000028104,706,308.2111286390889,0.611762605903
PPO,303,oat_default_debt_to_income_low,oat,identity,2.45021080004517,706,288.1384736313238,0.6650841353651105
PPO,404,oat_default_debt_to_income_low,oat,identity,2.2745513999834657,706,310.3908753194727,0.6133978757690691
PPO,505,oat_default_debt_to_income_low,oat,identity,2.3284899999853224,706,303.2007867778905,0.6289927779615094
PPO_without_PD,101,oat_default_debt_to_income_low,oat,identity,2.3519351000431925,706,300.17835100425793,0.641515296943243
PPO_without_PD,202,oat_default_debt_to_income_low,oat,identity,2.2295366000616923,706,316.65773057076734,0.6156110486065806
PPO_without_PD,303,oat_default_debt_to_income_low,oat,identity,2.368795600021258,706,298.0417559006207,0.6549960309336168
PPO_without_PD,404,oat_default_debt_to_income_low,oat,identity,2.2770485999062657,706,310.05047500042923,0.6369328628908896
PPO_without_PD,505,oat_default_debt_to_income_low,oat,identity,2.4443683000281453,706,288.8271787814753,0.6840223789138576
Static,-1,oat_default_intercept_high,oat,identity,2.9664968999568373,812,273.7235289245759,0.1265653952430897
AlwaysDecrease,-1,oat_default_intercept_high,oat,identity,2.7041563000530005,723,267.36620216288145,0.1236921159246547
AlwaysDecrease20,-1,oat_default_intercept_high,oat,identity,2.1091785000171512,666,315.7627483850154,0.1085836332998946
AlwaysIncrease,-1,oat_default_intercept_high,oat,identity,2.464053199975752,852,345.77175525608965,0.1100767586935538
Random,991,oat_default_intercept_high,oat,identity,2.3564197999658063,797,338.2249631460257,0.1577420342465865
PDThreshold,-1,oat_default_intercept_high,oat,identity,2.3042826000601053,763,331.12258018183087,0.1003604172027107
UtilizationPD,-1,oat_default_intercept_high,oat,identity,1.966542800073512,763,387.99053850822776,0.1084332894179896
MyopicEconomic,-1,oat_default_intercept_high,oat,identity,2.3894112000707537,918,384.19506863147575,0.2935398722570673
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_default_intercept_high,oat,identity,5.530945500009693,902,163.0824241530529,2.896053323670891
PPO,101,oat_default_intercept_high,oat,identity,2.2615059999516234,666,294.49402301574554,0.6624292788534865
PPO,202,oat_default_intercept_high,oat,identity,2.358949500019662,666,282.32906215010064,0.6744259761789025
PPO,303,oat_default_intercept_high,oat,identity,2.2997161999810487,666,289.6009516328529,0.6731403900685163
PPO,404,oat_default_intercept_high,oat,identity,2.302233000053093,666,289.2843600038055,0.6158752246289976
PPO,505,oat_default_intercept_high,oat,identity,2.2000243000220507,666,302.7239290008409,0.6238418913029649
PPO_without_PD,101,oat_default_intercept_high,oat,identity,2.224164200015366,666,299.43832384110794,0.620143241235041
PPO_without_PD,202,oat_default_intercept_high,oat,identity,2.288021999993361,666,291.08111722786424,0.619218767587062
PPO_without_PD,303,oat_default_intercept_high,oat,identity,2.158759000012651,666,308.5105840884031,0.6199469955920525
PPO_without_PD,404,oat_default_intercept_high,oat,identity,2.1004747999832034,666,317.07116886397574,0.5930243241782482
PPO_without_PD,505,oat_default_intercept_high,oat,identity,2.087976000038907,666,318.96918354789034,0.5808572060087355
Static,-1,oat_default_intercept_low,oat,identity,2.13463879993651,883,413.65312015609504,0.0934659098385752
AlwaysDecrease,-1,oat_default_intercept_low,oat,identity,2.144751899992116,817,380.9298408841617,0.0955465130309598
AlwaysDecrease20,-1,oat_default_intercept_low,oat,identity,1.8359751000534743,722,393.2515206654879,0.0932961218626628
AlwaysIncrease,-1,oat_default_intercept_low,oat,identity,2.4825541999889538,962,387.5041278068694,0.0971273379690805
Random,991,oat_default_intercept_low,oat,identity,2.21284320007544,856,386.8326503978308,0.1398068911202304
PDThreshold,-1,oat_default_intercept_low,oat,identity,2.164200900006108,873,403.38214441992704,0.0971586501891516
UtilizationPD,-1,oat_default_intercept_low,oat,identity,2.1325449000578374,873,409.3700442022689,0.1035166111159194
MyopicEconomic,-1,oat_default_intercept_low,oat,identity,2.7029234999790788,1019,376.9992010531882,0.2963087345328149
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_default_intercept_low,oat,identity,7.664044399978593,990,129.17461699501183,3.761345453941348
PPO,101,oat_default_intercept_low,oat,identity,2.505090999999084,722,288.21308287813264,0.65948448799824
PPO,202,oat_default_intercept_low,oat,identity,2.803232099977322,722,257.55983602137013,0.7205228540540732
PPO,303,oat_default_intercept_low,oat,identity,3.3613306999905035,722,214.79588426156337,0.8476490319004782
PPO,404,oat_default_intercept_low,oat,identity,3.0835013000760227,722,234.14940670924943,0.805194456603667
PPO,505,oat_default_intercept_low,oat,identity,2.7490482000866905,722,262.63635536737115,0.7291634362629534
PPO_without_PD,101,oat_default_intercept_low,oat,identity,2.666743299923837,722,270.74221955319825,0.7155011071039266
PPO_without_PD,202,oat_default_intercept_low,oat,identity,2.6576648999471217,722,271.6670562998237,0.705245708778418
PPO_without_PD,303,oat_default_intercept_low,oat,identity,2.28508870000951,722,315.96147668009354,0.6299288074326007
PPO_without_PD,404,oat_default_intercept_low,oat,identity,2.290521000046283,722,315.2121285879549,0.6350005531510715
PPO_without_PD,505,oat_default_intercept_low,oat,identity,2.371124799945392,722,304.4968362764491,0.6399029076429615
Static,-1,oat_default_months_delinquent_high,oat,identity,2.096772000077181,808,385.3542492794916,0.0978139870843877
AlwaysDecrease,-1,oat_default_months_delinquent_high,oat,identity,2.06131080002524,776,376.4594839315344,0.0971860834997454
AlwaysDecrease20,-1,oat_default_months_delinquent_high,oat,identity,1.8032257999293504,664,368.2289816538867,0.0960137079685859
AlwaysIncrease,-1,oat_default_months_delinquent_high,oat,identity,2.221888699918054,892,401.4602531769022,0.0949025789960684
Random,991,oat_default_months_delinquent_high,oat,identity,2.266577700036578,820,361.77890569856345,0.1450410980174726
PDThreshold,-1,oat_default_months_delinquent_high,oat,identity,2.176067099906504,824,378.664793946567,0.1024197828300405
UtilizationPD,-1,oat_default_months_delinquent_high,oat,identity,2.7647419000277296,813,294.0599988707249,0.1356065200829619
MyopicEconomic,-1,oat_default_months_delinquent_high,oat,identity,3.888400599942543,941,242.00181432281047,0.4517395344021454
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_default_months_delinquent_high,oat,identity,8.302480600075796,930,112.01471521553567,4.126089997339233
PPO,101,oat_default_months_delinquent_high,oat,identity,3.1979854999808595,664,207.63071002166024,0.8993069294150021
PPO,202,oat_default_months_delinquent_high,oat,identity,2.172047500032932,664,305.702338457116,0.6148337378834251
PPO,303,oat_default_months_delinquent_high,oat,identity,2.190269200014882,664,303.1590819957147,0.6059283158862514
PPO,404,oat_default_months_delinquent_high,oat,identity,2.20773000002373,664,300.76141556841776,0.6202472905426409
PPO,505,oat_default_months_delinquent_high,oat,identity,2.175257800030522,664,305.2511752816991,0.6035932233481365
PPO_without_PD,101,oat_default_months_delinquent_high,oat,identity,2.148112199967727,664,309.10862105339555,0.5942445752598031
PPO_without_PD,202,oat_default_months_delinquent_high,oat,identity,2.395602199947461,664,277.1745659669883,0.7413670212712071
PPO_without_PD,303,oat_default_months_delinquent_high,oat,identity,2.1565294000320137,664,307.9021320043877,0.6139224420753252
PPO_without_PD,404,oat_default_months_delinquent_high,oat,identity,2.2146481999661773,664,299.82188593662,0.631439005668522
PPO_without_PD,505,oat_default_months_delinquent_high,oat,identity,2.3124215999851003,664,287.1448701241497,0.6579766547902072
Static,-1,oat_default_months_delinquent_low,oat,identity,2.33817799994722,861,368.2354380288565,0.0952498243124366
AlwaysDecrease,-1,oat_default_months_delinquent_low,oat,identity,2.0710008000023663,814,393.0466854474754,0.0961549145041413
AlwaysDecrease20,-1,oat_default_months_delinquent_low,oat,identity,1.7451808000914752,692,396.5205209475879,0.0905891630739361
AlwaysIncrease,-1,oat_default_months_delinquent_low,oat,identity,2.186571200028993,935,427.6101322415672,0.0920011759063298
Random,991,oat_default_months_delinquent_low,oat,identity,2.2401501999702305,865,386.1348225719396,0.1393634675210611
PDThreshold,-1,oat_default_months_delinquent_low,oat,identity,2.170812200056389,874,402.61428417312976,0.0982359275477565
UtilizationPD,-1,oat_default_months_delinquent_low,oat,identity,2.23220049997326,863,386.61401608428014,0.1085989548461047
MyopicEconomic,-1,oat_default_months_delinquent_low,oat,identity,2.820688900072128,987,349.91451910019623,0.3011045621740117
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_default_months_delinquent_low,oat,identity,6.328477300005034,977,154.38152871295327,3.078956602016386
PPO,101,oat_default_months_delinquent_low,oat,identity,3.152067900053225,692,219.5384179345613,0.8540975410730788
PPO,202,oat_default_months_delinquent_low,oat,identity,3.3345396999502555,692,207.5248946684675,0.9299460968414504
PPO,303,oat_default_months_delinquent_low,oat,identity,2.963820799952373,692,233.48240217867425,0.823984103784708
PPO,404,oat_default_months_delinquent_low,oat,identity,3.5827059000730515,692,193.15009919901323,0.9700394502364508
PPO,505,oat_default_months_delinquent_low,oat,identity,3.00895639997907,692,229.98006883875536,0.8069760099825896
PPO_without_PD,101,oat_default_months_delinquent_low,oat,identity,2.695371999987401,692,256.73636143850814,0.6717011570389453
PPO_without_PD,202,oat_default_months_delinquent_low,oat,identity,2.217641100054607,692,312.0432787717365,0.6047050595469234
PPO_without_PD,303,oat_default_months_delinquent_low,oat,identity,2.2184603000059724,692,311.92805208104784,0.6028735558327417
PPO_without_PD,404,oat_default_months_delinquent_low,oat,identity,2.213469900074415,692,312.63131248215103,0.6150273097116457
PPO_without_PD,505,oat_default_months_delinquent_low,oat,identity,2.1882874000584707,692,316.22902914009825,0.5900434984131097
Static,-1,oat_default_stress_high,oat,identity,2.031556600006297,817,402.1546827676214,0.0942758883827228
AlwaysDecrease,-1,oat_default_stress_high,oat,identity,2.0493040999863297,766,373.78542306391216,0.0983561343858723
AlwaysDecrease20,-1,oat_default_stress_high,oat,identity,1.7655584000749514,675,382.3153060081983,0.093140743534874
AlwaysIncrease,-1,oat_default_stress_high,oat,identity,2.156550499959849,869,402.9583355530878,0.0968989669650758
Random,991,oat_default_stress_high,oat,identity,2.0461354000726715,815,398.3118614589504,0.1337618401354076
PDThreshold,-1,oat_default_stress_high,oat,identity,2.111990500008688,805,381.1570175134257,0.093185959343353
UtilizationPD,-1,oat_default_stress_high,oat,identity,1.9917694999603557,805,404.1632327515924,0.1038518064707425
MyopicEconomic,-1,oat_default_stress_high,oat,identity,2.53752610005904,918,361.7696779468165,0.3045421575088549
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_default_stress_high,oat,identity,5.960433300002478,907,152.17014507982546,3.0694657118062776
PPO,101,oat_default_stress_high,oat,identity,2.2088170000351965,675,305.5934466228955,0.6075213311447037
PPO,202,oat_default_stress_high,oat,identity,2.3695534999715164,675,284.86379396291915,0.6535934775860773
PPO,303,oat_default_stress_high,oat,identity,2.2131103998981416,675,305.00060007447746,0.613273778171451
PPO,404,oat_default_stress_high,oat,identity,2.408230500062928,675,280.28878464181986,0.619740591349977
PPO,505,oat_default_stress_high,oat,identity,2.134357300004922,675,316.25445280340057,0.6030000025337493
PPO_without_PD,101,oat_default_stress_high,oat,identity,2.2360019999323413,675,301.8780841968946,0.6265208911564615
PPO_without_PD,202,oat_default_stress_high,oat,identity,2.2358852999750525,675,301.8938404432157,0.640565184013987
PPO_without_PD,303,oat_default_stress_high,oat,identity,2.174687599996105,675,310.38940949551056,0.6297037055439971
PPO_without_PD,404,oat_default_stress_high,oat,identity,2.2212993999710307,675,303.8761906696608,0.6739265173328696
PPO_without_PD,505,oat_default_stress_high,oat,identity,2.093263700022362,675,322.46295581048344,0.6110659265821731
Static,-1,oat_default_stress_low,oat,identity,2.1770639000460505,864,396.86478655115457,0.1054738413249315
AlwaysDecrease,-1,oat_default_stress_low,oat,identity,2.130891599925235,806,378.2454255431293,0.0996244434329678
AlwaysDecrease20,-1,oat_default_stress_low,oat,identity,1.7970456999028102,694,386.1893996560765,0.0901548976953589
AlwaysIncrease,-1,oat_default_stress_low,oat,identity,2.2532097999937832,938,416.2950116773805,0.0931623659636785
Random,991,oat_default_stress_low,oat,identity,2.254037500009872,841,373.1082557394527,0.142358026276791
PDThreshold,-1,oat_default_stress_low,oat,identity,2.1584969999967143,853,395.1823884866639,0.1010195759385998
UtilizationPD,-1,oat_default_stress_low,oat,identity,2.404384800000116,853,354.76850460872936,0.1092488870105475
MyopicEconomic,-1,oat_default_stress_low,oat,identity,2.6640869999537244,997,374.2370275510214,0.2887371095895035
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_default_stress_low,oat,identity,5.773355499957688,980,169.74530669507226,2.787261940325059
PPO,101,oat_default_stress_low,oat,identity,2.2361844000406563,694,310.3500766696084,0.6174233417303143
PPO,202,oat_default_stress_low,oat,identity,2.352582799969241,694,294.9949306817485,0.6561906354418642
PPO,303,oat_default_stress_low,oat,identity,2.3712600999278948,694,292.6713944291068,0.6537131119052468
PPO,404,oat_default_stress_low,oat,identity,2.3807345000095665,694,291.5066757747289,0.6417412126654227
PPO,505,oat_default_stress_low,oat,identity,2.2531045000068843,694,308.0194460567095,0.6165069183039477
PPO_without_PD,101,oat_default_stress_low,oat,identity,2.348731799982488,694,295.4786067975809,0.6444596541879071
PPO_without_PD,202,oat_default_stress_low,oat,identity,2.3510584000032395,694,295.1862020947858,0.6475283874008235
PPO_without_PD,303,oat_default_stress_low,oat,identity,2.269183599972166,694,305.8368657381944,0.6229605185879818
PPO_without_PD,404,oat_default_stress_low,oat,identity,2.1866808000486344,694,317.37599744076255,0.6036044682861877
PPO_without_PD,505,oat_default_stress_low,oat,identity,2.3262560999719426,694,298.33344660906874,0.6419391935269861
Static,-1,oat_default_utilization_high,oat,identity,2.013498799991794,813,403.77476261883714,0.0929023373441319
AlwaysDecrease,-1,oat_default_utilization_high,oat,identity,1.742117700050585,699,401.23580627170224,0.0898763958767099
AlwaysDecrease20,-1,oat_default_utilization_high,oat,identity,1.7257388000143692,622,360.42534362374016,0.0935953359008793
AlwaysIncrease,-1,oat_default_utilization_high,oat,identity,2.4168097000801936,881,364.5301489690177,0.1446076065712057
Random,991,oat_default_utilization_high,oat,identity,2.1670318000251427,805,371.4758592793424,0.1414013672215135
PDThreshold,-1,oat_default_utilization_high,oat,identity,1.9449579999782145,770,395.8954383635147,0.0954416888923227
UtilizationPD,-1,oat_default_utilization_high,oat,identity,2.021561799920164,759,375.4522864598919,0.1104223969538496
MyopicEconomic,-1,oat_default_utilization_high,oat,identity,2.6664191000163555,929,348.4073452647791,0.293293110956112
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_default_utilization_high,oat,identity,5.76544330001343,916,158.87763565342254,2.9774899550003924
PPO,101,oat_default_utilization_high,oat,identity,2.0861500001046807,622,298.15689186721414,0.6048725094418625
PPO,202,oat_default_utilization_high,oat,identity,2.21091569995042,622,281.3313958618814,0.6684154343950021
PPO,303,oat_default_utilization_high,oat,identity,2.090622799936682,622,297.5189976971639,0.6112879420289249
PPO,404,oat_default_utilization_high,oat,identity,2.085299100028351,622,298.27855389739705,0.5977892289177733
PPO,505,oat_default_utilization_high,oat,identity,2.007759799947962,622,309.7980146908615,0.6032059466244707
PPO_without_PD,101,oat_default_utilization_high,oat,identity,2.308659499976784,622,269.42041474988184,0.6286241159058652
PPO_without_PD,202,oat_default_utilization_high,oat,identity,2.0693527000257745,622,300.57708383508174,0.63055305527613
PPO_without_PD,303,oat_default_utilization_high,oat,identity,2.158466099994257,622,288.16760198441614,0.6511173616432947
PPO_without_PD,404,oat_default_utilization_high,oat,identity,2.145618800073862,622,289.89306021115584,0.6529381049503468
PPO_without_PD,505,oat_default_utilization_high,oat,identity,2.095217699999921,622,296.8665260894004,0.6464545014598841
Static,-1,oat_default_utilization_low,oat,identity,2.4757623999612406,872,352.2147359591743,0.1078069961945945
AlwaysDecrease,-1,oat_default_utilization_low,oat,identity,2.600037800031714,818,314.6108106543768,0.1062177254563347
AlwaysDecrease20,-1,oat_default_utilization_low,oat,identity,1.905396200018004,735,385.7465444683133,0.0956880299336448
AlwaysIncrease,-1,oat_default_utilization_low,oat,identity,2.2226534000365064,916,412.1200363425782,0.0962006568951394
Random,991,oat_default_utilization_low,oat,identity,2.174893799936399,855,393.122643517124,0.1379265488065474
PDThreshold,-1,oat_default_utilization_low,oat,identity,2.2205094000091776,875,394.0537247878273,0.1025848033438835
UtilizationPD,-1,oat_default_utilization_low,oat,identity,2.179110600030981,864,396.49203669961327,0.1084756935327917
MyopicEconomic,-1,oat_default_utilization_low,oat,identity,2.663223900017329,973,365.3466762571743,0.3036195280667842
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_default_utilization_low,oat,identity,6.375501799979247,970,152.1448868547347,3.0895155658897435
PPO,101,oat_default_utilization_low,oat,identity,2.3800431999843568,735,308.817923979208,0.6158317002106686
PPO,202,oat_default_utilization_low,oat,identity,2.4333124000113457,735,302.05739304027423,0.6311542877205172
PPO,303,oat_default_utilization_low,oat,identity,2.493735500029288,735,294.7385558698457,0.6343416331120494
PPO,404,oat_default_utilization_low,oat,identity,2.409622099949047,735,305.02708288388544,0.6328153758164065
PPO,505,oat_default_utilization_low,oat,identity,2.339265700080432,735,314.2011614904319,0.6014363262105454
PPO_without_PD,101,oat_default_utilization_low,oat,identity,2.448689400102012,735,300.16056751394444,0.6200576886902152
PPO_without_PD,202,oat_default_utilization_low,oat,identity,2.516215699957684,735,292.1053230898928,0.6102955109775573
PPO_without_PD,303,oat_default_utilization_low,oat,identity,2.27781999995932,735,322.6769455062852,0.6090068001756255
PPO_without_PD,404,oat_default_utilization_low,oat,identity,2.248846699949354,735,326.8341946192032,0.5852625836763962
PPO_without_PD,505,oat_default_utilization_low,oat,identity,2.46152000001166,735,298.59598946850656,0.6432853034082927
Static,-1,oat_dynamics_income_sigma_high,oat,identity,2.2107388000004,827,374.0830893273555,0.0935120888430503
AlwaysDecrease,-1,oat_dynamics_income_sigma_high,oat,identity,2.0016457000747323,780,389.6793523303741,0.0946455126186498
AlwaysDecrease20,-1,oat_dynamics_income_sigma_high,oat,identity,1.8043714999221263,679,376.3083156818341,0.0956761434712668
AlwaysIncrease,-1,oat_dynamics_income_sigma_high,oat,identity,2.28390749997925,911,398.8778004399376,0.0928576297559146
Random,991,oat_dynamics_income_sigma_high,oat,identity,2.090892000007443,828,396.0032368946136,0.1363322461599817
PDThreshold,-1,oat_dynamics_income_sigma_high,oat,identity,2.0262633999809623,791,390.3737293026325,0.0999652346132226
UtilizationPD,-1,oat_dynamics_income_sigma_high,oat,identity,2.0336690000258386,780,383.5432412993903,0.1043693583387021
MyopicEconomic,-1,oat_dynamics_income_sigma_high,oat,identity,2.6700227999826893,946,354.30409058908907,0.293148942040693
SIMULATOR_ONLY_ORACLE_Myopic,-1,oat_dynamics_income_sigma_high,oat,identity,6.623794799903408,940,141.912608768271,3.38447893452038
PPO,101,oat_dynamics_income_sigma_high,oat,identity,3.247555000009015,679,209.0803696929275,0.8539138425248558
PPO,202,oat_dynamics_income_sigma_high,oat,identity,2.252822400070727,679,301.3997019821371,0.6301207675369503
PPO,303,oat_dynamics_income_sigma_high,oat,identity,2.2131262000184506,679,306.80582065059787,0.6055820363660142
PPO,404,oat_dynamics_income_sigma_high,oat,identity,2.2445448000216857,679,302.51122632679903,0.6228899814679516
PPO,505,oat_dynamics_income_sigma_high,oat,identity,2.236710499972105,679,303.57080185766915,0.6088254798755094
