policy,policy_seed,replicate,metric,clipping,IS,WIS,ESS,mean_weight,max_weight,weight_p99,nonzero_weights,zero_weight_fraction,IS_lower,IS_upper,IS_valid_bootstraps,WIS_lower,WIS_upper,WIS_valid_bootstraps,unreliable,episodes,true_MC_value,MC_standard_error,MC_lower,MC_upper,customers,IS_error,IS_covers_MC_point,WIS_error,WIS_covers_MC_point
PPO,303,2,cumulative_reward,20.0,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO,404,2,net_economic_value,none,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO,404,2,net_economic_value,20.0,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO,404,2,cumulative_reward,none,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO,404,2,cumulative_reward,20.0,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO,505,2,net_economic_value,none,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO,505,2,net_economic_value,20.0,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO,505,2,cumulative_reward,none,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO,505,2,cumulative_reward,20.0,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO_without_PD,101,2,net_economic_value,none,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO_without_PD,101,2,net_economic_value,20.0,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO_without_PD,101,2,cumulative_reward,none,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO_without_PD,101,2,cumulative_reward,20.0,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO_without_PD,202,2,net_economic_value,none,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO_without_PD,202,2,net_economic_value,20.0,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO_without_PD,202,2,cumulative_reward,none,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO_without_PD,202,2,cumulative_reward,20.0,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO_without_PD,303,2,net_economic_value,none,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO_without_PD,303,2,net_economic_value,20.0,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO_without_PD,303,2,cumulative_reward,none,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO_without_PD,303,2,cumulative_reward,20.0,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO_without_PD,404,2,net_economic_value,none,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO_without_PD,404,2,net_economic_value,20.0,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO_without_PD,404,2,cumulative_reward,none,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO_without_PD,404,2,cumulative_reward,20.0,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO_without_PD,505,2,net_economic_value,none,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO_without_PD,505,2,net_economic_value,20.0,-9.856042624487905,-1419.2701379262585,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-29.568127873463716,0.0,400,-1419.2701379262585,-1419.2701379262585,243,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,760.7459007896382,False,-648.6681945121323,False
PPO_without_PD,505,2,cumulative_reward,none,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
PPO_without_PD,505,2,cumulative_reward,20.0,-11.547783867854225,-1662.8808769710085,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-34.64335160356267,0.0,400,-1662.8808769710085,-1662.8808769710085,243,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2287.3463493702134,False,636.0132562670592,False
Behavior,-1,2,net_economic_value,none,-940.7478421639763,-940.7478421639763,600.0,1.0,1.0,1.0,600,0.0,-1091.0071644144712,-793.1047415500345,400,-1091.0071644144712,-793.1047415500343,400,False,600,-998.668179087975,45.905702222563924,-1090.3156771582808,-911.7654998906797,2000,57.92033692399866,True,57.92033692399866,True
Behavior,-1,2,net_economic_value,20.0,-940.7478421639763,-940.7478421639763,600.0,1.0,1.0,1.0,600,0.0,-1091.0071644144712,-793.1047415500345,400,-1091.0071644144712,-793.1047415500343,400,False,600,-998.668179087975,45.905702222563924,-1090.3156771582808,-911.7654998906797,2000,57.92033692399866,True,57.92033692399866,True
Behavior,-1,2,cumulative_reward,none,-4021.1205938399553,-4021.1205938399553,600.0,1.0,1.0,1.0,600,0.0,-4314.704798528588,-3743.82484708427,400,-4314.704798528589,-3743.8248470842686,400,False,600,-4265.936456771599,81.5242143751003,-4423.220811099285,-4110.460256918664,2000,244.815862931644,True,244.815862931644,True
Behavior,-1,2,cumulative_reward,20.0,-4021.1205938399553,-4021.1205938399553,600.0,1.0,1.0,1.0,600,0.0,-4314.704798528588,-3743.82484708427,400,-4314.704798528589,-3743.8248470842686,400,False,600,-4265.936456771599,81.5242143751003,-4423.220811099285,-4110.460256918664,2000,244.815862931644,True,244.815862931644,True
SoftPDThreshold,-1,2,net_economic_value,none,-832.5613462261699,-828.0038036115944,388.6541875191952,1.0055042532349443,4.967404800096318,3.860387777768284,600,0.0,-1004.5152854983276,-666.6686537227404,400,-1005.205294398126,-653.7444242871293,400,False,600,-925.0986101443532,44.35827735921656,-1019.6318482062359,-836.234778131052,2000,92.53726391818327,True,97.09480653275875,True
SoftPDThreshold,-1,2,net_economic_value,20.0,-832.5613462261699,-828.0038036115944,388.6541875191952,1.0055042532349443,4.967404800096318,3.860387777768284,600,0.0,-1004.5152854983276,-666.6686537227404,400,-1005.205294398126,-653.7444242871293,400,False,600,-925.0986101443532,44.35827735921656,-1019.6318482062359,-836.234778131052,2000,92.53726391818327,True,97.09480653275875,True
SoftPDThreshold,-1,2,cumulative_reward,none,-3713.577124662694,-3693.2485493872755,388.6541875191952,1.0055042532349443,4.967404800096318,3.860387777768284,600,0.0,-4058.860052284823,-3379.8399242550363,400,-3998.403561155354,-3380.021677645824,400,False,600,-4056.4473529690804,75.70146221106306,-4201.8759946626415,-3909.628425416655,2000,342.87022830638625,True,363.1988035818049,False
SoftPDThreshold,-1,2,cumulative_reward,20.0,-3713.577124662694,-3693.2485493872755,388.6541875191952,1.0055042532349443,4.967404800096318,3.860387777768284,600,0.0,-4058.860052284823,-3379.8399242550363,400,-3998.403561155354,-3380.021677645824,400,False,600,-4056.4473529690804,75.70146221106306,-4201.8759946626415,-3909.628425416655,2000,342.87022830638625,True,363.1988035818049,False
Static,-1,3,net_economic_value,none,-1300.7523607083758,-3337.2368800286795,4.6215439990246425,0.389769263456419,72.33796296296293,11.795511937557336,10,0.9833333333333333,-2743.808793869579,-278.2282518594818,400,-4239.644914546361,-2139.8344586835005,400,True,600,-1306.9756689475205,50.61578745178668,-1408.9221336881667,-1205.7495203821013,2000,6.2233082391446715,True,-2030.261211081159,False
Static,-1,3,net_economic_value,20.0,-677.6510097654215,-3147.3361170202074,7.696383845898496,0.21530938691320922,20.0,11.795511937557336,10,0.9833333333333333,-1304.2926951318036,-217.9274539327426,400,-4350.0007663255,-1747.0053095253902,400,True,600,-1306.9756689475205,50.61578745178668,-1408.9221336881667,-1205.7495203821013,2000,629.324659182099,False,-1840.360448072687,False
Static,-1,3,cumulative_reward,none,-1929.6361232460124,-4950.713932992743,4.6215439990246425,0.389769263456419,72.33796296296293,11.795511937557336,10,0.9833333333333333,-4133.0308215961995,-368.0795868805976,400,-6115.322387868654,-2997.1059951056586,400,True,600,-5165.54790778983,98.55534458077524,-5350.284393416542,-4990.200118591346,2000,3235.9117845438177,False,214.83397479708674,True
Static,-1,3,cumulative_reward,20.0,-957.5752757538095,-4447.438588173614,7.696383845898496,0.21530938691320922,20.0,11.795511937557336,10,0.9833333333333333,-1870.727630511449,-294.18271870310497,400,-6094.318754393623,-2459.180049494413,400,True,600,-5165.54790778983,98.55534458077524,-5350.284393416542,-4990.200118591346,2000,4207.9726320360205,False,718.1093196162155,True
AlwaysDecrease20,-1,3,net_economic_value,none,-21.923313919194527,-3156.9572043640123,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-65.76994175758358,0.0,400,-3156.9572043640123,-3156.9572043640123,255,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,748.6786294949316,False,-2386.355260949886,False
AlwaysDecrease20,-1,3,net_economic_value,20.0,-21.923313919194527,-3156.9572043640123,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-65.76994175758358,0.0,400,-3156.9572043640123,-3156.9572043640123,255,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,748.6786294949316,False,-2386.355260949886,False
AlwaysDecrease20,-1,3,cumulative_reward,none,-24.64721453234543,-3549.1988926577424,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-73.94164359703629,0.0,400,-3549.1988926577424,-3549.1988926577424,255,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2274.2469187057222,False,-1250.3047594196746,False
AlwaysDecrease20,-1,3,cumulative_reward,20.0,-24.64721453234543,-3549.1988926577424,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-73.94164359703629,0.0,400,-3549.1988926577424,-3549.1988926577424,255,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2274.2469187057222,False,-1250.3047594196746,False
PDThreshold,-1,3,net_economic_value,none,-507.50186655134166,-2784.444769732537,6.8371826343651065,0.1822632188894486,26.680213100198078,3.567277892561969,13,0.9783333333333334,-950.0730160862122,-159.42386332761754,400,-3550.6872439698645,-2136.8880116495175,400,True,600,-736.8796588685249,38.9524208481591,-814.9149860469875,-659.6949642041578,2000,229.3777923171832,True,-2047.5651108640122,False
PDThreshold,-1,3,net_economic_value,20.0,-488.87687061927056,-2856.765103647807,7.335074782754376,0.17112953038911846,20.0,3.567277892561969,13,0.9783333333333334,-907.9327436061233,-151.86694711090553,400,-3550.6872439698645,-2201.1315519450877,400,True,600,-736.8796588685249,38.9524208481591,-814.9149860469875,-659.6949642041578,2000,248.0027882492543,True,-2119.885444779282,False
PDThreshold,-1,3,cumulative_reward,none,-812.5319663387697,-4458.013916848518,6.8371826343651065,0.1822632188894486,26.680213100198078,3.567277892561969,13,0.9783333333333334,-1567.5212316832199,-206.96371369589258,400,-5636.406332431201,-3253.2358662277134,400,True,600,-3437.097751302762,58.046055074186036,-3545.896655244245,-3319.204836024594,2000,2624.565784963992,False,-1020.9161655457565,True
PDThreshold,-1,3,cumulative_reward,20.0,-775.8540687739878,-4533.724056916605,7.335074782754376,0.17112953038911846,20.0,3.567277892561969,13,0.9783333333333334,-1493.7167065867188,-206.96371369589258,400,-5643.214935414281,-3245.0001344597217,400,True,600,-3437.097751302762,58.046055074186036,-3545.896655244245,-3319.204836024594,2000,2661.243682528774,False,-1096.6263056138432,True
UtilizationPD,-1,3,net_economic_value,none,-507.50186655134166,-2784.444769732537,6.8371826343651065,0.1822632188894486,26.680213100198078,3.567277892561969,13,0.9783333333333334,-950.0730160862122,-159.42386332761754,400,-3550.6872439698645,-2136.8880116495175,400,True,600,-745.5220547888831,38.781644498535,-827.6348836475753,-671.47280722777,2000,238.02018823754145,True,-2038.9227149436542,False
UtilizationPD,-1,3,net_economic_value,20.0,-488.87687061927056,-2856.765103647807,7.335074782754376,0.17112953038911846,20.0,3.567277892561969,13,0.9783333333333334,-907.9327436061233,-151.86694711090553,400,-3550.6872439698645,-2201.1315519450877,400,True,600,-745.5220547888831,38.781644498535,-827.6348836475753,-671.47280722777,2000,256.64518416961255,True,-2111.243048858924,False
UtilizationPD,-1,3,cumulative_reward,none,-812.5319663387697,-4458.013916848518,6.8371826343651065,0.1822632188894486,26.680213100198078,3.567277892561969,13,0.9783333333333334,-1567.5212316832199,-206.96371369589258,400,-5636.406332431201,-3253.2358662277134,400,True,600,-3447.501135703059,57.73976641016862,-3557.295230117779,-3330.6936713099403,2000,2634.969169364289,False,-1010.5127811454595,True
UtilizationPD,-1,3,cumulative_reward,20.0,-775.8540687739878,-4533.724056916605,7.335074782754376,0.17112953038911846,20.0,3.567277892561969,13,0.9783333333333334,-1493.7167065867188,-206.96371369589258,400,-5643.214935414281,-3245.0001344597217,400,True,600,-3447.501135703059,57.73976641016862,-3557.295230117779,-3330.6936713099403,2000,2671.647066929071,False,-1086.2229212135462,True
MyopicEconomic,-1,3,net_economic_value,none,-2093.2493953085173,-3923.95203730695,2.9854780014544855,0.5334543784957007,164.40446127946123,4.166666666666666,9,0.985,-5427.037263438768,-156.50514900751102,400,-5392.901951684359,-1196.4138395680325,399,True,600,-1152.8661075623015,55.920632468526364,-1262.9415967618602,-1045.2494641592382,2000,-940.3832877462157,True,-2771.0859297446486,False
MyopicEconomic,-1,3,net_economic_value,20.0,-535.5862312668942,-3093.6945109395583,6.360054377127313,0.1731218869132092,20.0,4.166666666666666,9,0.985,-1114.2925908039235,-85.25603127410199,400,-4547.439810196657,-1540.305474903376,399,True,600,-1152.8661075623015,55.920632468526364,-1262.9415967618602,-1045.2494641592382,2000,617.2798762954073,False,-1940.8284033772568,False
MyopicEconomic,-1,3,cumulative_reward,none,-3259.482726935111,-6110.143356825743,2.9854780014544855,0.5334543784957007,164.40446127946123,4.166666666666666,9,0.985,-8556.881874917106,-199.47313175681535,400,-8617.035456329939,-1581.8073272476186,399,True,600,-5231.670146480793,110.16020414498716,-5455.22133396753,-5007.800572868119,2000,1972.1874195456821,True,-878.4732103449496,True
MyopicEconomic,-1,3,cumulative_reward,20.0,-779.3036042267257,-4501.47360407071,6.360054377127313,0.1731218869132092,20.0,4.166666666666666,9,0.985,-1687.7226180112546,-104.81837842781225,400,-6784.495444180283,-1984.5945505042823,399,True,600,-5231.670146480793,110.16020414498716,-5455.22133396753,-5007.800572868119,2000,4452.366542254067,False,730.1965424100827,True
PPO,101,3,net_economic_value,none,-21.923313919194527,-3156.9572043640123,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-65.76994175758358,0.0,400,-3156.9572043640123,-3156.9572043640123,255,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,748.6786294949316,False,-2386.355260949886,False
PPO,101,3,net_economic_value,20.0,-21.923313919194527,-3156.9572043640123,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-65.76994175758358,0.0,400,-3156.9572043640123,-3156.9572043640123,255,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,748.6786294949316,False,-2386.355260949886,False
PPO,101,3,cumulative_reward,none,-24.64721453234543,-3549.1988926577424,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-73.94164359703629,0.0,400,-3549.1988926577424,-3549.1988926577424,255,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2274.2469187057222,False,-1250.3047594196746,False
PPO,101,3,cumulative_reward,20.0,-24.64721453234543,-3549.1988926577424,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-73.94164359703629,0.0,400,-3549.1988926577424,-3549.1988926577424,255,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2274.2469187057222,False,-1250.3047594196746,False
PPO,202,3,net_economic_value,none,-21.923313919194527,-3156.9572043640123,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-65.76994175758358,0.0,400,-3156.9572043640123,-3156.9572043640123,255,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,748.6786294949316,False,-2386.355260949886,False
PPO,202,3,net_economic_value,20.0,-21.923313919194527,-3156.9572043640123,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-65.76994175758358,0.0,400,-3156.9572043640123,-3156.9572043640123,255,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,748.6786294949316,False,-2386.355260949886,False
PPO,202,3,cumulative_reward,none,-24.64721453234543,-3549.1988926577424,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-73.94164359703629,0.0,400,-3549.1988926577424,-3549.1988926577424,255,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2274.2469187057222,False,-1250.3047594196746,False
PPO,202,3,cumulative_reward,20.0,-24.64721453234543,-3549.1988926577424,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-73.94164359703629,0.0,400,-3549.1988926577424,-3549.1988926577424,255,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2274.2469187057222,False,-1250.3047594196746,False
PPO,303,3,net_economic_value,none,-21.923313919194527,-3156.9572043640123,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-65.76994175758358,0.0,400,-3156.9572043640123,-3156.9572043640123,255,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,748.6786294949316,False,-2386.355260949886,False
PPO,303,3,net_economic_value,20.0,-21.923313919194527,-3156.9572043640123,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-65.76994175758358,0.0,400,-3156.9572043640123,-3156.9572043640123,255,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,748.6786294949316,False,-2386.355260949886,False
PPO,303,3,cumulative_reward,none,-24.64721453234543,-3549.1988926577424,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-73.94164359703629,0.0,400,-3549.1988926577424,-3549.1988926577424,255,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2274.2469187057222,False,-1250.3047594196746,False
PPO,303,3,cumulative_reward,20.0,-24.64721453234543,-3549.1988926577424,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-73.94164359703629,0.0,400,-3549.1988926577424,-3549.1988926577424,255,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2274.2469187057222,False,-1250.3047594196746,False
PPO,404,3,net_economic_value,none,-21.923313919194527,-3156.9572043640123,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-65.76994175758358,0.0,400,-3156.9572043640123,-3156.9572043640123,255,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,748.6786294949316,False,-2386.355260949886,False
PPO,404,3,net_economic_value,20.0,-21.923313919194527,-3156.9572043640123,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-65.76994175758358,0.0,400,-3156.9572043640123,-3156.9572043640123,255,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,748.6786294949316,False,-2386.355260949886,False
PPO,404,3,cumulative_reward,none,-24.64721453234543,-3549.1988926577424,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-73.94164359703629,0.0,400,-3549.1988926577424,-3549.1988926577424,255,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2274.2469187057222,False,-1250.3047594196746,False
PPO,404,3,cumulative_reward,20.0,-24.64721453234543,-3549.1988926577424,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-73.94164359703629,0.0,400,-3549.1988926577424,-3549.1988926577424,255,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2274.2469187057222,False,-1250.3047594196746,False
PPO,505,3,net_economic_value,none,-21.923313919194527,-3156.9572043640123,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-65.76994175758358,0.0,400,-3156.9572043640123,-3156.9572043640123,255,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,748.6786294949316,False,-2386.355260949886,False
PPO,505,3,net_economic_value,20.0,-21.923313919194527,-3156.9572043640123,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-65.76994175758358,0.0,400,-3156.9572043640123,-3156.9572043640123,255,True,600,-770.6019434141261,26.68295887137511,-826.5190192941402,-717.8267698126256,2000,748.6786294949316,False,-2386.355260949886,False
PPO,505,3,cumulative_reward,none,-24.64721453234543,-3549.1988926577424,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-73.94164359703629,0.0,400,-3549.1988926577424,-3549.1988926577424,255,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2274.2469187057222,False,-1250.3047594196746,False
PPO,505,3,cumulative_reward,20.0,-24.64721453234543,-3549.1988926577424,1.0,0.006944444444444443,4.166666666666666,0.0,1,0.9983333333333333,-73.94164359703629,0.0,400,-3549.1988926577424,-3549.1988926577424,255,True,600,-2298.8941332380678,41.353532289501544,-2376.563357212008,-2218.460834510327,2000,2274.2469187057222,False,-1250.3047594196746,False
